,Date,Coal_Future_Price
1066,2014-12-04,72.15
1067,2014-12-05,72.0
1068,2014-12-06,72.0
1069,2014-12-07,72.0
1070,2014-12-08,71.7
1071,2014-12-09,71.8
1072,2014-12-10,71.65
1073,2014-12-11,71.85
1074,2014-12-12,71.5
1075,2014-12-13,71.5
1076,2014-12-14,71.5
1077,2014-12-15,71.55
1078,2014-12-16,71.3
1079,2014-12-17,71.25
1080,2014-12-18,71.3
1081,2014-12-19,71.25
1082,2014-12-20,71.25
1083,2014-12-21,71.25
1084,2014-12-22,71.3
1085,2014-12-23,71.15
1086,2014-12-24,71.1
1087,2014-12-25,71.1
1088,2014-12-26,71.1
1089,2014-12-27,71.1
1090,2014-12-28,71.1
1091,2014-12-29,67.25
1092,2014-12-30,66.8
1093,2014-12-31,66.75
1094,2015-01-01,66.75
1095,2015-01-02,65.5
1096,2015-01-03,65.5
1097,2015-01-04,65.5
1098,2015-01-05,63.75
1099,2015-01-06,62.7
1100,2015-01-07,60.85
1101,2015-01-08,60.6
1102,2015-01-09,60.1
1103,2015-01-10,60.1
1104,2015-01-11,60.1
1105,2015-01-12,59.35
1106,2015-01-13,59.65
1107,2015-01-14,58.8
1108,2015-01-15,58.2
1109,2015-01-16,57.9
1110,2015-01-17,57.9
1111,2015-01-18,57.9
1112,2015-01-19,58.05
1113,2015-01-20,58.1
1114,2015-01-21,58.65
1115,2015-01-22,58.6
1116,2015-01-23,58.55
1117,2015-01-24,58.55
1118,2015-01-25,58.55
1119,2015-01-26,58.55
1120,2015-01-27,58.6
1121,2015-01-28,58.75
1122,2015-01-29,58.85
1123,2015-01-30,58.8
1124,2015-01-31,58.8
1125,2015-02-01,58.8
1126,2015-02-02,57.7
1127,2015-02-03,58.6
1128,2015-02-04,58.75
1129,2015-02-05,60.8
1130,2015-02-06,61.25
1131,2015-02-07,61.25
1132,2015-02-08,61.25
1133,2015-02-09,61.75
1134,2015-02-10,61.65
1135,2015-02-11,62.15
1136,2015-02-12,62.75
1137,2015-02-13,62.45
1138,2015-02-14,62.45
1139,2015-02-15,62.45
1140,2015-02-16,62.55
1141,2015-02-17,62.45
1142,2015-02-18,62.45
1143,2015-02-19,62.0
1144,2015-02-20,62.25
1145,2015-02-21,62.25
1146,2015-02-22,62.25
1147,2015-02-23,62.05
1148,2015-02-24,61.75
1149,2015-02-25,61.6
1150,2015-02-26,61.8
1151,2015-02-27,61.8
1152,2015-02-28,61.8
1153,2015-03-01,61.8
1154,2015-03-02,63.1
1155,2015-03-03,62.35
1156,2015-03-04,62.8
1157,2015-03-05,62.6
1158,2015-03-06,61.65
1159,2015-03-07,61.65
1160,2015-03-08,61.65
1161,2015-03-09,61.95
1162,2015-03-10,61.9
1163,2015-03-11,62.1
1164,2015-03-12,62.1
1165,2015-03-13,61.95
1166,2015-03-14,61.95
1167,2015-03-15,61.95
1168,2015-03-16,61.5
1169,2015-03-17,61.35
1170,2015-03-18,61.45
1171,2015-03-19,61.0
1172,2015-03-20,60.95
1173,2015-03-21,60.95
1174,2015-03-22,60.95
1175,2015-03-23,60.9
1176,2015-03-24,60.9
1177,2015-03-25,61.0
1178,2015-03-26,60.9
1179,2015-03-27,61.05
1180,2015-03-28,61.05
1181,2015-03-29,61.05
1182,2015-03-30,59.2
1183,2015-03-31,58.85
1184,2015-04-01,58.7
1185,2015-04-02,58.55
1186,2015-04-03,58.55
1187,2015-04-04,58.55
1188,2015-04-05,58.55
1189,2015-04-06,58.55
1190,2015-04-07,57.65
1191,2015-04-08,57.4
1192,2015-04-09,58.4
1193,2015-04-10,59.05
1194,2015-04-11,59.05
1195,2015-04-12,59.05
1196,2015-04-13,59.6
1197,2015-04-14,59.5
1198,2015-04-15,59.6
1199,2015-04-16,59.95
1200,2015-04-17,59.95
1201,2015-04-18,59.95
1202,2015-04-19,59.95
1203,2015-04-20,59.9
1204,2015-04-21,59.75
1205,2015-04-22,59.55
1206,2015-04-23,59.6
1207,2015-04-24,59.65
1208,2015-04-25,59.65
1209,2015-04-26,59.65
1210,2015-04-27,59.4
1211,2015-04-28,59.4
1212,2015-04-29,59.95
1213,2015-04-30,59.8
1214,2015-05-01,59.9
1215,2015-05-02,59.9
1216,2015-05-03,59.9
1217,2015-05-04,59.9
1218,2015-05-05,60.15
1219,2015-05-06,60.0
1220,2015-05-07,59.65
1221,2015-05-08,59.55
1222,2015-05-09,59.55
1223,2015-05-10,59.55
1224,2015-05-11,59.5
1225,2015-05-12,59.35
1226,2015-05-13,59.35
1227,2015-05-14,59.15
1228,2015-05-15,59.05
1229,2015-05-16,59.05
1230,2015-05-17,59.05
1231,2015-05-18,59.05
1232,2015-05-19,58.9
1233,2015-05-20,58.9
1234,2015-05-21,58.75
1235,2015-05-22,58.75
1236,2015-05-23,58.75
1237,2015-05-24,58.75
1238,2015-05-25,58.75
1239,2015-05-26,58.75
1240,2015-05-27,58.8
1241,2015-05-28,58.8
1242,2015-05-29,58.85
1243,2015-05-30,58.85
1244,2015-05-31,58.85
1245,2015-06-01,57.65
1246,2015-06-02,58.2
1247,2015-06-03,57.4
1248,2015-06-04,56.9
1249,2015-06-05,56.8
1250,2015-06-06,56.8
1251,2015-06-07,56.8
1252,2015-06-08,56.8
1253,2015-06-09,56.75
1254,2015-06-10,56.8
1255,2015-06-11,57.3
1256,2015-06-12,57.75
1257,2015-06-13,57.75
1258,2015-06-14,57.75
1259,2015-06-15,57.9
1260,2015-06-16,57.85
1261,2015-06-17,58.0
1262,2015-06-18,58.0
1263,2015-06-19,58.0
1264,2015-06-20,58.0
1265,2015-06-21,58.0
1266,2015-06-22,58.3
1267,2015-06-23,58.15
1268,2015-06-24,58.1
1269,2015-06-25,58.2
1270,2015-06-26,58.2
1271,2015-06-27,58.2
1272,2015-06-28,58.2
1273,2015-06-29,59.1
1274,2015-06-30,60.2
1275,2015-07-01,59.75
1276,2015-07-02,59.5
1277,2015-07-03,58.95
1278,2015-07-04,58.95
1279,2015-07-05,58.95
1280,2015-07-06,58.5
1281,2015-07-07,58.15
1282,2015-07-08,58.35
1283,2015-07-09,58.5
1284,2015-07-10,58.75
1285,2015-07-11,58.75
1286,2015-07-12,58.75
1287,2015-07-13,58.55
1288,2015-07-14,58.55
1289,2015-07-15,58.35
1290,2015-07-16,58.35
1291,2015-07-17,58.4
1292,2015-07-18,58.4
1293,2015-07-19,58.4
1294,2015-07-20,58.55
1295,2015-07-21,58.6
1296,2015-07-22,58.6
1297,2015-07-23,58.5
1298,2015-07-24,58.55
1299,2015-07-25,58.55
1300,2015-07-26,58.55
1301,2015-07-27,58.55
1302,2015-07-28,58.45
1303,2015-07-29,58.45
1304,2015-07-30,58.45
1305,2015-07-31,58.45
1306,2015-08-01,58.45
1307,2015-08-02,58.45
1308,2015-08-03,56.4
1309,2015-08-04,57.05
1310,2015-08-05,57.5
1311,2015-08-06,57.85
1312,2015-08-07,57.15
1313,2015-08-08,57.15
1314,2015-08-09,57.15
1315,2015-08-10,57.4
1316,2015-08-11,56.4
1317,2015-08-12,56.4
1318,2015-08-13,56.55
1319,2015-08-14,56.3
1320,2015-08-15,56.3
1321,2015-08-16,56.3
1322,2015-08-17,56.3
1323,2015-08-18,56.05
1324,2015-08-19,55.95
1325,2015-08-20,55.95
1326,2015-08-21,55.9
1327,2015-08-22,55.9
1328,2015-08-23,55.9
1329,2015-08-24,55.8
1330,2015-08-25,55.8
1331,2015-08-26,55.8
1332,2015-08-27,55.8
1333,2015-08-28,55.8
1334,2015-08-29,55.8
1335,2015-08-30,55.8
1336,2015-08-31,55.8
1337,2015-09-01,54.95
1338,2015-09-02,54.85
1339,2015-09-03,55.15
1340,2015-09-04,54.55
1341,2015-09-05,54.55
1342,2015-09-06,54.55
1343,2015-09-07,53.65
1344,2015-09-08,53.9
1345,2015-09-09,53.6
1346,2015-09-10,53.8
1347,2015-09-11,53.85
1348,2015-09-12,53.85
1349,2015-09-13,53.85
1350,2015-09-14,53.65
1351,2015-09-15,53.55
1352,2015-09-16,54.15
1353,2015-09-17,54.15
1354,2015-09-18,54.1
1355,2015-09-19,54.1
1356,2015-09-20,54.1
1357,2015-09-21,54.0
1358,2015-09-22,53.9
1359,2015-09-23,53.9
1360,2015-09-24,53.85
1361,2015-09-25,53.85
1362,2015-09-26,53.85
1363,2015-09-27,53.85
1364,2015-09-28,52.05
1365,2015-09-29,52.1
1366,2015-09-30,51.4
1367,2015-10-01,51.0
1368,2015-10-02,51.1
1369,2015-10-03,51.1
1370,2015-10-04,51.1
1371,2015-10-05,52.0
1372,2015-10-06,52.65
1373,2015-10-07,52.25
1374,2015-10-08,52.15
1375,2015-10-09,52.4
1376,2015-10-10,52.4
1377,2015-10-11,52.4
1378,2015-10-12,52.05
1379,2015-10-13,51.9
1380,2015-10-14,51.65
1381,2015-10-15,51.75
1382,2015-10-16,51.85
1383,2015-10-17,51.85
1384,2015-10-18,51.85
1385,2015-10-19,51.85
1386,2015-10-20,51.9
1387,2015-10-21,51.9
1388,2015-10-22,51.95
1389,2015-10-23,52.15
1390,2015-10-24,52.15
1391,2015-10-25,52.15
1392,2015-10-26,52.45
1393,2015-10-27,52.65
1394,2015-10-28,52.55
1395,2015-10-29,52.5
1396,2015-10-30,52.45
1397,2015-10-31,52.45
1398,2015-11-01,52.45
1399,2015-11-02,53.2
1400,2015-11-03,53.6
1401,2015-11-04,53.15
1402,2015-11-05,53.15
1403,2015-11-06,53.3
1404,2015-11-07,53.3
1405,2015-11-08,53.3
1406,2015-11-09,53.0
1407,2015-11-10,53.25
1408,2015-11-11,53.5
1409,2015-11-12,53.45
1410,2015-11-13,53.45
1411,2015-11-14,53.45
1412,2015-11-15,53.45
1413,2015-11-16,53.95
1414,2015-11-17,54.45
1415,2015-11-18,54.6
1416,2015-11-19,54.55
1417,2015-11-20,54.35
1418,2015-11-21,54.35
1419,2015-11-22,54.35
1420,2015-11-23,54.0
1421,2015-11-24,53.95
1422,2015-11-25,53.95
1423,2015-11-26,53.85
1424,2015-11-27,53.85
1425,2015-11-28,53.85
1426,2015-11-29,53.85
1427,2015-11-30,49.95
1428,2015-12-01,49.7
1429,2015-12-02,49.1
1430,2015-12-03,48.95
1431,2015-12-04,48.55
1432,2015-12-05,48.55
1433,2015-12-06,48.55
1434,2015-12-07,47.75
1435,2015-12-08,47.4
1436,2015-12-09,47.45
1437,2015-12-10,47.4
1438,2015-12-11,47.35
1439,2015-12-12,47.35
1440,2015-12-13,47.35
1441,2015-12-14,47.65
1442,2015-12-15,47.7
1443,2015-12-16,47.75
1444,2015-12-17,47.75
1445,2015-12-18,47.8
1446,2015-12-19,47.8
1447,2015-12-20,47.8
1448,2015-12-21,47.6
1449,2015-12-22,47.6
1450,2015-12-23,47.8
1451,2015-12-24,47.8
1452,2015-12-25,47.8
1453,2015-12-26,47.8
1454,2015-12-27,47.8
1455,2015-12-28,47.0
1456,2015-12-29,47.4
1457,2015-12-30,47.4
1458,2015-12-31,47.45
1459,2016-01-01,47.45
1460,2016-01-02,47.45
1461,2016-01-03,47.45
1462,2016-01-04,47.7
1463,2016-01-05,47.75
1464,2016-01-06,48.45
1465,2016-01-07,48.5
1466,2016-01-08,47.15
1467,2016-01-09,47.15
1468,2016-01-10,47.15
1469,2016-01-11,46.7
1470,2016-01-12,46.2
1471,2016-01-13,45.85
1472,2016-01-14,45.7
1473,2016-01-15,45.35
1474,2016-01-16,45.35
1475,2016-01-17,45.35
1476,2016-01-18,45.3
1477,2016-01-19,45.45
1478,2016-01-20,45.45
1479,2016-01-21,45.8
1480,2016-01-22,45.85
1481,2016-01-23,45.85
1482,2016-01-24,45.85
1483,2016-01-25,45.7
1484,2016-01-26,45.7
1485,2016-01-27,45.7
1486,2016-01-28,45.75
1487,2016-01-29,45.75
1488,2016-01-30,45.75
1489,2016-01-31,45.75
1490,2016-02-01,44.3
1491,2016-02-02,45.05
1492,2016-02-03,45.2
1493,2016-02-04,44.5
1494,2016-02-05,44.15
1495,2016-02-06,44.15
1496,2016-02-07,44.15
1497,2016-02-08,44.15
1498,2016-02-09,43.7
1499,2016-02-10,43.6
1500,2016-02-11,43.6
1501,2016-02-12,43.55
1502,2016-02-13,43.55
1503,2016-02-14,43.55
1504,2016-02-15,43.5
1505,2016-02-16,43.45
1506,2016-02-17,43.55
1507,2016-02-18,43.4
1508,2016-02-19,43.5
1509,2016-02-20,43.5
1510,2016-02-21,43.5
1511,2016-02-22,43.6
1512,2016-02-23,44.0
1513,2016-02-24,43.85
1514,2016-02-25,43.8
1515,2016-02-26,43.85
1516,2016-02-27,43.85
1517,2016-02-28,43.85
1518,2016-02-29,44.3
1519,2016-03-01,44.75
1520,2016-03-02,44.7
1521,2016-03-03,45.95
1522,2016-03-04,46.35
1523,2016-03-05,46.35
1524,2016-03-06,46.35
1525,2016-03-07,46.7
1526,2016-03-08,46.3
1527,2016-03-09,46.55
1528,2016-03-10,46.55
1529,2016-03-11,46.4
1530,2016-03-12,46.4
1531,2016-03-13,46.4
1532,2016-03-14,45.9
1533,2016-03-15,45.9
1534,2016-03-16,45.95
1535,2016-03-17,46.4
1536,2016-03-18,46.6
1537,2016-03-19,46.6
1538,2016-03-20,46.6
1539,2016-03-21,46.55
1540,2016-03-22,46.3
1541,2016-03-23,46.25
1542,2016-03-24,46.25
1543,2016-03-25,46.25
1544,2016-03-26,46.25
1545,2016-03-27,46.25
1546,2016-03-28,44.6
1547,2016-03-29,44.45
1548,2016-03-30,44.6
1549,2016-03-31,44.95
1550,2016-04-01,44.85
1551,2016-04-02,44.85
1552,2016-04-03,44.85
1553,2016-04-04,44.6
1554,2016-04-05,44.7
1555,2016-04-06,44.45
1556,2016-04-07,43.95
1557,2016-04-08,44.7
1558,2016-04-09,44.7
1559,2016-04-10,44.7
1560,2016-04-11,44.95
1561,2016-04-12,44.85
1562,2016-04-13,44.85
1563,2016-04-14,45.6
1564,2016-04-15,45.75
1565,2016-04-16,45.75
1566,2016-04-17,45.75
1567,2016-04-18,46.05
1568,2016-04-19,46.05
1569,2016-04-20,45.75
1570,2016-04-21,45.55
1571,2016-04-22,45.65
1572,2016-04-23,45.65
1573,2016-04-24,45.65
1574,2016-04-25,45.65
1575,2016-04-26,45.7
1576,2016-04-27,45.7
1577,2016-04-28,45.75
1578,2016-04-29,45.75
1579,2016-04-30,45.75
1580,2016-05-01,45.75
1581,2016-05-02,45.85
1582,2016-05-03,45.45
1583,2016-05-04,45.8
1584,2016-05-05,46.4
1585,2016-05-06,47.25
1586,2016-05-07,47.25
1587,2016-05-08,47.25
1588,2016-05-09,47.2
1589,2016-05-10,47.35
1590,2016-05-11,47.85
1591,2016-05-12,47.9
1592,2016-05-13,47.9
1593,2016-05-14,47.9
1594,2016-05-15,47.9
1595,2016-05-16,48.2
1596,2016-05-17,48.25
1597,2016-05-18,48.05
1598,2016-05-19,47.85
1599,2016-05-20,48.0
1600,2016-05-21,48.0
1601,2016-05-22,48.0
1602,2016-05-23,47.8
1603,2016-05-24,47.9
1604,2016-05-25,48.05
1605,2016-05-26,48.2
1606,2016-05-27,48.2
1607,2016-05-28,48.2
1608,2016-05-29,48.2
1609,2016-05-30,50.9
1610,2016-05-31,51.15
1611,2016-06-01,50.75
1612,2016-06-02,51.1
1613,2016-06-03,51.8
1614,2016-06-04,51.8
1615,2016-06-05,51.8
1616,2016-06-06,52.6
1617,2016-06-07,51.95
1618,2016-06-08,51.0
1619,2016-06-09,50.75
1620,2016-06-10,50.35
1621,2016-06-11,50.35
1622,2016-06-12,50.35
1623,2016-06-13,50.4
1624,2016-06-14,50.45
1625,2016-06-15,50.6
1626,2016-06-16,50.7
1627,2016-06-17,50.9
1628,2016-06-18,50.9
1629,2016-06-19,50.9
1630,2016-06-20,51.5
1631,2016-06-21,51.2
1632,2016-06-22,51.3
1633,2016-06-23,51.3
1634,2016-06-24,51.3
1635,2016-06-25,51.3
1636,2016-06-26,51.3
1637,2016-06-27,53.0
1638,2016-06-28,53.45
1639,2016-06-29,53.75
1640,2016-06-30,55.0
1641,2016-07-01,56.4
1642,2016-07-02,56.4
1643,2016-07-03,56.4
1644,2016-07-04,57.05
1645,2016-07-05,56.55
1646,2016-07-06,56.55
1647,2016-07-07,57.1
1648,2016-07-08,56.45
1649,2016-07-09,56.45
1650,2016-07-10,56.45
1651,2016-07-11,56.35
1652,2016-07-12,57.7
1653,2016-07-13,58.2
1654,2016-07-14,58.1
1655,2016-07-15,57.95
1656,2016-07-16,57.95
1657,2016-07-17,57.95
1658,2016-07-18,57.6
1659,2016-07-19,57.15
1660,2016-07-20,56.95
1661,2016-07-21,56.95
1662,2016-07-22,56.7
1663,2016-07-23,56.7
1664,2016-07-24,56.7
1665,2016-07-25,57.0
1666,2016-07-26,57.1
1667,2016-07-27,57.2
1668,2016-07-28,57.15
1669,2016-07-29,57.15
1670,2016-07-30,57.15
1671,2016-07-31,57.15
1672,2016-08-01,61.75
1673,2016-08-02,61.6
1674,2016-08-03,61.1
1675,2016-08-04,59.15
1676,2016-08-05,57.75
1677,2016-08-06,57.75
1678,2016-08-07,57.75
1679,2016-08-08,60.15
1680,2016-08-09,60.8
1681,2016-08-10,59.7
1682,2016-08-11,61.0
1683,2016-08-12,61.45
1684,2016-08-13,61.45
1685,2016-08-14,61.45
1686,2016-08-15,61.0
1687,2016-08-16,61.05
1688,2016-08-17,61.05
1689,2016-08-18,60.5
1690,2016-08-19,60.1
1691,2016-08-20,60.1
1692,2016-08-21,60.1
1693,2016-08-22,60.35
1694,2016-08-23,60.05
1695,2016-08-24,59.9
1696,2016-08-25,60.2
1697,2016-08-26,60.3
1698,2016-08-27,60.3
1699,2016-08-28,60.3
1700,2016-08-29,59.75
1701,2016-08-30,61.2
1702,2016-08-31,61.3
1703,2016-09-01,61.25
1704,2016-09-02,61.9
1705,2016-09-03,61.9
1706,2016-09-04,61.9
1707,2016-09-05,61.55
1708,2016-09-06,61.75
1709,2016-09-07,60.5
1710,2016-09-08,59.85
1711,2016-09-09,60.1
1712,2016-09-10,60.1
1713,2016-09-11,60.1
1714,2016-09-12,60.35
1715,2016-09-13,60.8
1716,2016-09-14,60.5
1717,2016-09-15,61.1
1718,2016-09-16,61.1
1719,2016-09-17,61.1
1720,2016-09-18,61.1
1721,2016-09-19,61.5
1722,2016-09-20,61.5
1723,2016-09-21,62.25
1724,2016-09-22,62.1
1725,2016-09-23,62.6
1726,2016-09-24,62.6
1727,2016-09-25,62.6
1728,2016-09-26,62.55
1729,2016-09-27,62.25
1730,2016-09-28,62.8
1731,2016-09-29,62.85
1732,2016-09-30,62.8
1733,2016-10-01,62.8
1734,2016-10-02,62.8
1735,2016-10-03,74.75
1736,2016-10-04,75.6
1737,2016-10-05,75.7
1738,2016-10-06,77.2
1739,2016-10-07,76.75
1740,2016-10-08,76.75
1741,2016-10-09,76.75
1742,2016-10-10,75.65
1743,2016-10-11,74.3
1744,2016-10-12,74.9
1745,2016-10-13,75.0
1746,2016-10-14,75.75
1747,2016-10-15,75.75
1748,2016-10-16,75.75
1749,2016-10-17,77.45
1750,2016-10-18,80.1
1751,2016-10-19,78.25
1752,2016-10-20,78.5
1753,2016-10-21,79.15
1754,2016-10-22,79.15
1755,2016-10-23,79.15
1756,2016-10-24,79.25
1757,2016-10-25,79.25
1758,2016-10-26,79.5
1759,2016-10-27,79.45
1760,2016-10-28,79.55
1761,2016-10-29,79.55
1762,2016-10-30,79.55
1763,2016-10-31,84.35
1764,2016-11-01,85.9
1765,2016-11-02,84.6
1766,2016-11-03,85.5
1767,2016-11-04,87.05
1768,2016-11-05,87.05
1769,2016-11-06,87.05
1770,2016-11-07,87.75
1771,2016-11-08,87.1
1772,2016-11-09,89.55
1773,2016-11-10,88.9
1774,2016-11-11,89.4
1775,2016-11-12,89.4
1776,2016-11-13,89.4
1777,2016-11-14,87.95
1778,2016-11-15,88.2
1779,2016-11-16,86.5
1780,2016-11-17,86.5
1781,2016-11-18,86.35
1782,2016-11-19,86.35
1783,2016-11-20,86.35
1784,2016-11-21,86.8
1785,2016-11-22,87.15
1786,2016-11-23,85.05
1787,2016-11-24,86.65
1788,2016-11-25,87.0
1789,2016-11-26,87.0
1790,2016-11-27,87.0
1791,2016-11-28,84.35
1792,2016-11-29,84.75
1793,2016-11-30,85.6
1794,2016-12-01,85.15
1795,2016-12-02,84.1
1796,2016-12-03,84.1
1797,2016-12-04,84.1
1798,2016-12-05,83.1
1799,2016-12-06,79.25
1800,2016-12-07,80.65
1801,2016-12-08,82.6
1802,2016-12-09,83.95
1803,2016-12-10,83.95
1804,2016-12-11,83.95
1805,2016-12-12,86.5
1806,2016-12-13,87.55
1807,2016-12-14,88.9
1808,2016-12-15,90.1
1809,2016-12-16,89.4
1810,2016-12-17,89.4
1811,2016-12-18,89.4
1812,2016-12-19,89.05
1813,2016-12-20,90.0
1814,2016-12-21,90.25
1815,2016-12-22,90.0
1816,2016-12-23,90.05
1817,2016-12-24,90.05
1818,2016-12-25,90.05
1819,2016-12-26,90.05
1820,2016-12-27,90.05
1821,2016-12-28,90.6
1822,2016-12-29,90.6
1823,2016-12-30,90.2
1824,2016-12-31,90.2
1825,2017-01-01,90.2
1826,2017-01-02,90.2
1827,2017-01-03,82.5
1828,2017-01-04,84.2
1829,2017-01-05,85.75
1830,2017-01-06,84.75
1831,2017-01-07,84.75
1832,2017-01-08,84.75
1833,2017-01-09,84.05
1834,2017-01-10,86.4
1835,2017-01-11,88.7
1836,2017-01-12,88.6
1837,2017-01-13,88.2
1838,2017-01-14,88.2
1839,2017-01-15,88.2
1840,2017-01-16,88.05
1841,2017-01-17,89.8
1842,2017-01-18,89.95
1843,2017-01-19,88.55
1844,2017-01-20,89.2
1845,2017-01-21,89.2
1846,2017-01-22,89.2
1847,2017-01-23,89.3
1848,2017-01-24,89.2
1849,2017-01-25,88.85
1850,2017-01-26,88.5
1851,2017-01-27,88.5
1852,2017-01-28,88.5
1853,2017-01-29,88.5
1854,2017-01-30,82.3
1855,2017-01-31,85.3
1856,2017-02-01,84.65
1857,2017-02-02,85.1
1858,2017-02-03,84.55
1859,2017-02-04,84.55
1860,2017-02-05,84.55
1861,2017-02-06,84.3
1862,2017-02-07,84.1
1863,2017-02-08,83.1
1864,2017-02-09,82.8
1865,2017-02-10,81.2
1866,2017-02-11,81.2
1867,2017-02-12,81.2
1868,2017-02-13,80.5
1869,2017-02-14,80.5
1870,2017-02-15,81.5
1871,2017-02-16,81.75
1872,2017-02-17,81.8
1873,2017-02-18,81.8
1874,2017-02-19,81.8
1875,2017-02-20,82.2
1876,2017-02-21,82.2
1877,2017-02-22,82.1
1878,2017-02-23,82.1
1879,2017-02-24,82.1
1880,2017-02-25,82.1
1881,2017-02-26,82.1
1882,2017-02-27,78.65
1883,2017-02-28,77.9
1884,2017-03-01,78.8
1885,2017-03-02,77.95
1886,2017-03-03,76.9
1887,2017-03-04,76.9
1888,2017-03-05,76.9
1889,2017-03-06,76.8
1890,2017-03-07,75.8
1891,2017-03-08,76.1
1892,2017-03-09,74.7
1893,2017-03-10,75.35
1894,2017-03-11,75.35
1895,2017-03-12,75.35
1896,2017-03-13,75.85
1897,2017-03-14,75.25
1898,2017-03-15,75.15
1899,2017-03-16,74.7
1900,2017-03-17,74.85
1901,2017-03-18,74.85
1902,2017-03-19,74.85
1903,2017-03-20,74.15
1904,2017-03-21,73.8
1905,2017-03-22,73.65
1906,2017-03-23,73.8
1907,2017-03-24,73.45
1908,2017-03-25,73.45
1909,2017-03-26,73.45
1910,2017-03-27,73.55
1911,2017-03-28,73.7
1912,2017-03-29,73.7
1913,2017-03-30,73.7
1914,2017-03-31,74.2
1915,2017-04-01,74.2
1916,2017-04-02,74.2
1917,2017-04-03,76.8
1918,2017-04-04,76.15
1919,2017-04-05,77.25
1920,2017-04-06,77.8
1921,2017-04-07,76.65
1922,2017-04-08,76.65
1923,2017-04-09,76.65
1924,2017-04-10,75.5
1925,2017-04-11,75.1
1926,2017-04-12,74.9
1927,2017-04-13,75.45
1928,2017-04-14,75.45
1929,2017-04-15,75.45
1930,2017-04-16,75.45
1931,2017-04-17,75.45
1932,2017-04-18,75.65
1933,2017-04-19,75.3
1934,2017-04-20,75.55
1935,2017-04-21,75.45
1936,2017-04-22,75.45
1937,2017-04-23,75.45
1938,2017-04-24,75.25
1939,2017-04-25,75.25
1940,2017-04-26,75.35
1941,2017-04-27,75.9
1942,2017-04-28,75.5
1943,2017-04-29,75.5
1944,2017-04-30,75.5
1945,2017-05-01,74.3
1946,2017-05-02,74.3
1947,2017-05-03,74.15
1948,2017-05-04,73.55
1949,2017-05-05,73.5
1950,2017-05-06,73.5
1951,2017-05-07,73.5
1952,2017-05-08,72.7
1953,2017-05-09,72.8
1954,2017-05-10,73.1
1955,2017-05-11,72.65
1956,2017-05-12,72.7
1957,2017-05-13,72.7
1958,2017-05-14,72.7
1959,2017-05-15,72.75
1960,2017-05-16,73.25
1961,2017-05-17,73.55
1962,2017-05-18,74.1
1963,2017-05-19,74.2
1964,2017-05-20,74.2
1965,2017-05-21,74.2
1966,2017-05-22,74.95
1967,2017-05-23,74.25
1968,2017-05-24,74.25
1969,2017-05-25,74.2
1970,2017-05-26,74.2
1971,2017-05-27,74.2
1972,2017-05-28,74.2
1973,2017-05-29,76.2
1974,2017-05-30,77.75
1975,2017-05-31,76.55
1976,2017-06-01,77.3
1977,2017-06-02,77.5
1978,2017-06-03,77.5
1979,2017-06-04,77.5
1980,2017-06-05,77.85
1981,2017-06-06,77.4
1982,2017-06-07,77.85
1983,2017-06-08,78.5
1984,2017-06-09,78.55
1985,2017-06-10,78.55
1986,2017-06-11,78.55
1987,2017-06-12,78.65
1988,2017-06-13,78.75
1989,2017-06-14,78.15
1990,2017-06-15,78.3
1991,2017-06-16,78.55
1992,2017-06-17,78.55
1993,2017-06-18,78.55
1994,2017-06-19,79.15
1995,2017-06-20,79.05
1996,2017-06-21,79.05
1997,2017-06-22,78.9
1998,2017-06-23,78.85
1999,2017-06-24,78.85
2000,2017-06-25,78.85
2001,2017-06-26,78.9
2002,2017-06-27,79.1
2003,2017-06-28,79.05
2004,2017-06-29,79.0
2005,2017-06-30,79.0
2006,2017-07-01,79.0
2007,2017-07-02,79.0
2008,2017-07-03,80.7
2009,2017-07-04,81.75
2010,2017-07-05,84.05
2011,2017-07-06,85.5
2012,2017-07-07,85.45
2013,2017-07-08,85.45
2014,2017-07-09,85.45
2015,2017-07-10,84.65
2016,2017-07-11,84.65
2017,2017-07-12,84.3
2018,2017-07-13,83.15
2019,2017-07-14,83.3
2020,2017-07-15,83.3
2021,2017-07-16,83.3
2022,2017-07-17,83.5
2023,2017-07-18,83.4
2024,2017-07-19,83.0
2025,2017-07-20,83.4
2026,2017-07-21,83.6
2027,2017-07-22,83.6
2028,2017-07-23,83.6
2029,2017-07-24,83.45
2030,2017-07-25,83.55
2031,2017-07-26,83.5
2032,2017-07-27,83.5
2033,2017-07-28,83.5
2034,2017-07-29,83.5
2035,2017-07-30,83.5
2036,2017-07-31,83.25
2037,2017-08-01,82.25
2038,2017-08-02,82.1
2039,2017-08-03,82.8
2040,2017-08-04,83.6
2041,2017-08-05,83.6
2042,2017-08-06,83.6
2043,2017-08-07,84.0
2044,2017-08-08,83.5
2045,2017-08-09,84.1
2046,2017-08-10,84.4
2047,2017-08-11,85.1
2048,2017-08-12,85.1
2049,2017-08-13,85.1
2050,2017-08-14,85.4
2051,2017-08-15,84.75
2052,2017-08-16,85.35
2053,2017-08-17,86.1
2054,2017-08-18,86.25
2055,2017-08-19,86.25
2056,2017-08-20,86.25
2057,2017-08-21,85.2
2058,2017-08-22,85.25
2059,2017-08-23,85.4
2060,2017-08-24,85.15
2061,2017-08-25,85.25
2062,2017-08-26,85.25
2063,2017-08-27,85.25
2064,2017-08-28,89.0
