,Date,Shipping_price,Gas_consumtion
1149,2013-02-26,"741,000","4489,633869"
1150,2013-02-27,"745,000","4383,834674"
1151,2013-02-28,"757,000","4228,052453"
1152,2013-03-01,"776,000","4163,040007"
1153,2013-03-02,"789,000","3888,761042"
1154,2013-03-03,"789,000","3928,827685"
1155,2013-03-04,"789,000","4146,860587"
1156,2013-03-05,"806,000","3840,02666"
1157,2013-03-06,"820,000","3490,032265"
1158,2013-03-07,"834,000","3308,640707"
1159,2013-03-08,"843,000","3253,604119"
1160,2013-03-09,"847,000","3161,130117"
1161,2013-03-10,"847,000","3483,449876"
1162,2013-03-11,"847,000","4237,659555"
1163,2013-03-12,"865,000","4491,835551"
1164,2013-03-13,"875,000","4728,817811"
1165,2013-03-14,"880,000","4878,677167"
1166,2013-03-15,"892,000","4723,642551"
1167,2013-03-16,"899,000","4105,549819"
1168,2013-03-17,"899,000","3850,284077"
1169,2013-03-18,"899,000","4037,003764"
1170,2013-03-19,"912,000","4022,161266"
1171,2013-03-20,"923,000","4052,587102"
1172,2013-03-21,"930,000","4165,139882"
1173,2013-03-22,"933,000","4137,931261"
1174,2013-03-23,"935,000","3997,103532"
1175,2013-03-24,"935,000","4115,220711"
1176,2013-03-25,"935,000","4522,553647"
1177,2013-03-26,"931,000","4581,94084"
1178,2013-03-27,"922,000","4459,015047"
1179,2013-03-28,"910,000","4301,109689"
1180,2013-03-29,"896,000","3998,919255"
1181,2013-03-30,"896,000","3813,305626"
1182,2013-03-31,"896,000","3655,748404"
1183,2013-04-01,"896,000","3841,483048"
1184,2013-04-02,"896,000","3997,411324"
1185,2013-04-03,"877,000","3922,121449"
1186,2013-04-04,"866,000","3806,075525"
1187,2013-04-05,"861,000","3730,90949"
1188,2013-04-06,"858,000","3444,881095"
1189,2013-04-07,"858,000","3416,010622"
1190,2013-04-08,"858,000","3553,614829"
1191,2013-04-09,"856,000","3339,326032"
1192,2013-04-10,"859,000","3124,981674"
1193,2013-04-11,"865,000","2845,225823"
1194,2013-04-12,"875,000","2677,253909"
1195,2013-04-13,"876,000","2464,477928"
1196,2013-04-14,"876,000","2181,70579"
1197,2013-04-15,"876,000","2014,342"
1198,2013-04-16,"880,000","1885,50689"
1199,2013-04-17,"885,000","1696,745049"
1200,2013-04-18,"885,000","1764,586482"
1201,2013-04-19,"888,000","2228,198709"
1202,2013-04-20,"889,000","2389,180196"
1203,2013-04-21,"889,000","2408,088825"
1204,2013-04-22,"889,000","2466,159647"
1205,2013-04-23,"885,000","2347,303968"
1206,2013-04-24,"879,000","2085,385852"
1207,2013-04-25,"872,000","1877,583122"
1208,2013-04-26,"871,000","1974,798351"
1209,2013-04-27,"868,000","2197,09577"
1210,2013-04-28,"868,000","2352,038308"
1211,2013-04-29,"868,000","2522,849183"
1212,2013-04-30,"863,000","2525,801202"
1213,2013-05-01,"862,000","2097,770056"
1214,2013-05-02,"873,000","2153,293473"
1215,2013-05-03,"878,000","2080,751868"
1216,2013-05-04,"889,000","1933,187663"
1217,2013-05-05,"889,000","1865,548388"
1218,2013-05-06,"889,000","1775,416837"
1219,2013-05-07,"889,000","1685,455759"
1220,2013-05-08,"892,000","1586,061861"
1221,2013-05-09,"889,000","1439,946121"
1222,2013-05-10,"884,000","1793,3308"
1223,2013-05-11,"879,000","1864,383467"
1224,2013-05-12,"879,000","2062,596032"
1225,2013-05-13,"879,000","2243,271956"
1226,2013-05-14,"872,000","2159,224278"
1227,2013-05-15,"861,000","1974,905577"
1228,2013-05-16,"850,000","1835,099149"
1229,2013-05-17,"841,000","1851,501292"
1230,2013-05-18,"836,000","1805,369654"
1231,2013-05-19,"836,000","1624,034499"
1232,2013-05-20,"836,000","1771,171874"
1233,2013-05-21,"830,000","2060,249944"
1234,2013-05-22,"829,000","2314,518669"
1235,2013-05-23,"828,000","2512,354428"
1236,2013-05-24,"826,000","2565,11389"
1237,2013-05-25,"822,000","2410,776996"
1238,2013-05-26,"822,000","2370,003154"
1239,2013-05-27,"822,000","2329,548986"
1240,2013-05-28,"822,000","2087,846133"
1241,2013-05-29,"818,000","2146,583666"
1242,2013-05-30,"811,000","1983,924148"
1243,2013-05-31,"809,000","1938,994098"
1244,2013-06-01,"806,000","1895,60833"
1245,2013-06-02,"806,000","1944,165155"
1246,2013-06-03,"806,000","2103,814899"
1247,2013-06-04,"805,000","1976,207054"
1248,2013-06-05,"801,000","1800,271105"
1249,2013-06-06,"806,000","1660,65294"
1250,2013-06-07,"812,000","1537,849888"
1251,2013-06-08,"815,000","1473,939259"
1252,2013-06-09,"815,000","1517,522979"
1253,2013-06-10,"815,000","1657,456298"
1254,2013-06-11,"825,000","1658,172308"
1255,2013-06-12,"847,000","1520,43833"
1256,2013-06-13,"873,000","1513,911031"
1257,2013-06-14,"900,000","1578,309151"
1258,2013-06-15,"925,000","1501,832985"
1259,2013-06-16,"925,000","1497,308125"
1260,2013-06-17,"925,000","1438,871004"
1261,2013-06-18,"962,000","1325,150244"
1262,2013-06-19,"995,000","1284,862241"
1263,2013-06-20,"1 012,000","1280,422472"
1264,2013-06-21,"1 027,000","1328,868306"
1265,2013-06-22,"1 062,000","1348,098555"
1266,2013-06-23,"1 062,000","1441,05738"
1267,2013-06-24,"1 062,000","1632,727647"
1268,2013-06-25,"1 090,000","1828,449305"
1269,2013-06-26,"1 125,000","1918,368031"
1270,2013-06-27,"1 151,000","1989,806762"
1271,2013-06-28,"1 171,000","1928,202885"
1272,2013-06-29,"1 179,000","1840,375803"
1273,2013-06-30,"1 179,000","1769,139426"
1274,2013-07-01,"1 179,000","1665,277406"
1275,2013-07-02,"1 170,000","1520,593593"
1276,2013-07-03,"1 133,000","1444,019775"
1277,2013-07-04,"1 103,000","1381,730529"
1278,2013-07-05,"1 099,000","1387,064534"
1279,2013-07-06,"1 115,000","1387,54396"
1280,2013-07-07,"1 115,000","1374,746019"
1281,2013-07-08,"1 115,000","1383,547152"
1282,2013-07-09,"1 120,000","1366,983749"
1283,2013-07-10,"1 130,000","1406,135325"
1284,2013-07-11,"1 139,000","1486,814413"
1285,2013-07-12,"1 149,000","1493,308801"
1286,2013-07-13,"1 151,000","1457,933088"
1287,2013-07-14,"1 151,000","1465,784183"
1288,2013-07-15,"1 151,000","1467,283705"
1289,2013-07-16,"1 152,000","1420,028009"
1290,2013-07-17,"1 151,000","1368,824179"
1291,2013-07-18,"1 146,000","1326,971052"
1292,2013-07-19,"1 138,000","1305,257632"
1293,2013-07-20,"1 135,000","1304,309995"
1294,2013-07-21,"1 135,000","1296,157053"
1295,2013-07-22,"1 135,000","1280,14391"
1296,2013-07-23,"1 127,000","1276,013033"
1297,2013-07-24,"1 117,000","1263,62997"
1298,2013-07-25,"1 092,000","1249,537537"
1299,2013-07-26,"1 082,000","1239,008339"
1300,2013-07-27,"1 075,000","1230,127652"
1301,2013-07-28,"1 075,000","1242,310214"
1302,2013-07-29,"1 075,000","1284,568943"
1303,2013-07-30,"1 067,000","1281,240823"
1304,2013-07-31,"1 062,000","1291,765124"
1305,2013-08-01,"1 066,000","1268,225697"
1306,2013-08-02,"1 065,000","1238,82711"
1307,2013-08-03,"1 058,000","1250,152207"
1308,2013-08-04,"1 058,000","1257,292708"
1309,2013-08-05,"1 058,000","1239,520374"
1310,2013-08-06,"1 046,000","1280,206568"
1311,2013-08-07,"1 024,000","1292,963719"
1312,2013-08-08,"1 012,000","1351,71884"
1313,2013-08-09,"1 001,000","1385,216938"
1314,2013-08-10,"996,000","1377,929747"
1315,2013-08-11,"996,000","1407,507045"
1316,2013-08-12,"996,000","1450,192114"
1317,2013-08-13,"1 007,000","1512,705492"
1318,2013-08-14,"1 060,000","1588,77868"
1319,2013-08-15,"1 091,000","1500,81792"
1320,2013-08-16,"1 102,000","1406,709942"
1321,2013-08-17,"1 115,000","1320,435275"
1322,2013-08-18,"1 115,000","1286,270359"
1323,2013-08-19,"1 115,000","1389,731251"
1324,2013-08-20,"1 145,000","1490,458267"
1325,2013-08-21,"1 156,000","1504,181574"
1326,2013-08-22,"1 158,000","1457,794986"
1327,2013-08-23,"1 165,000","1404,173196"
1328,2013-08-24,"1 169,000","1355,372363"
1329,2013-08-25,"1 169,000","1402,069032"
1330,2013-08-26,"1 169,000","1478,156473"
1331,2013-08-27,"1 169,000","1494,991799"
1332,2013-08-28,"1 146,000","1553,962129"
1333,2013-08-29,"1 136,000","1532,924988"
1334,2013-08-30,"1 132,000","1453,533871"
1335,2013-08-31,"1 139,000","1440,434205"
1336,2013-09-01,"1 139,000","1507,536901"
1337,2013-09-02,"1 139,000","1545,8978"
1338,2013-09-03,"1 168,000","1483,630728"
1339,2013-09-04,"1 215,000","1444,505417"
1340,2013-09-05,"1 279,000","1374,767064"
1341,2013-09-06,"1 352,000","1330,460695"
1342,2013-09-07,"1 478,000","1318,604078"
1343,2013-09-08,"1 478,000","1416,921392"
1344,2013-09-09,"1 478,000","1675,142166"
1345,2013-09-10,"1 541,000","1899,148496"
1346,2013-09-11,"1 628,000","2019,105716"
1347,2013-09-12,"1 621,000","2014,842054"
1348,2013-09-13,"1 636,000","1889,368116"
1349,2013-09-14,"1 651,000","1713,981866"
1350,2013-09-15,"1 651,000","1704,265125"
1351,2013-09-16,"1 651,000","2015,528959"
1352,2013-09-17,"1 740,000","2192,617874"
1353,2013-09-18,"1 822,000","2197,558488"
1354,2013-09-19,"1 860,000","2189,490515"
1355,2013-09-20,"1 904,000","2083,975619"
1356,2013-09-21,"1 947,000","1932,663322"
1357,2013-09-22,"1 947,000","1835,210959"
1358,2013-09-23,"1 947,000","1804,513955"
1359,2013-09-24,"2 021,000","1881,205233"
1360,2013-09-25,"2 127,000","1891,585123"
1361,2013-09-26,"2 113,000","2024,440456"
1362,2013-09-27,"2 046,000","2142,823248"
1363,2013-09-28,"2 003,000","2072,473767"
1364,2013-09-29,"2 003,000","2152,319736"
1365,2013-09-30,"2 003,000","2372,737614"
1366,2013-10-01,"1 994,000","2467,432205"
1367,2013-10-02,"2 008,000","2564,838734"
1368,2013-10-03,"2 047,000","2396,448814"
1369,2013-10-04,"2 084,000","2382,435973"
1370,2013-10-05,"2 115,000","2136,055833"
1371,2013-10-06,"2 115,000","2070,842331"
1372,2013-10-07,"2 115,000","2091,530589"
1373,2013-10-08,"2 146,000","2054,43733"
1374,2013-10-09,"2 125,000","2121,405591"
1375,2013-10-10,"2 011,000","2481,568874"
1376,2013-10-11,"1 985,000","2585,662402"
1377,2013-10-12,"1 961,000","2518,111113"
1378,2013-10-13,"1 961,000","2634,510001"
1379,2013-10-14,"1 961,000","2622,824357"
1380,2013-10-15,"1 963,000","2562,352946"
1381,2013-10-16,"1 965,000","2557,313022"
1382,2013-10-17,"1 960,000","2421,071094"
1383,2013-10-18,"1 901,000","2508,690672"
1384,2013-10-19,"1 878,000","2287,971674"
1385,2013-10-20,"1 878,000","2074,342183"
1386,2013-10-21,"1 878,000","2053,354326"
1387,2013-10-22,"1 847,000","1845,350682"
1388,2013-10-23,"1 786,000","1828,951137"
1389,2013-10-24,"1 708,000","2085,049024"
1390,2013-10-25,"1 671,000","2059,378744"
1391,2013-10-26,"1 619,000","1878,626702"
1392,2013-10-27,"1 619,000","1877,805992"
1393,2013-10-28,"1 619,000","1946,810484"
1394,2013-10-29,"1 551,000","2245,092514"
1395,2013-10-30,"1 484,000","2627,380637"
1396,2013-10-31,"1 504,000","2692,481211"
1397,2013-11-01,"1 525,000","2666,330054"
1398,2013-11-02,"1 552,000","2521,017325"
1399,2013-11-03,"1 552,000","2593,009269"
1400,2013-11-04,"1 552,000","2872,536643"
1401,2013-11-05,"1 600,000","2983,017305"
1402,2013-11-06,"1 602,000","2853,321187"
1403,2013-11-07,"1 593,000","2619,709205"
1404,2013-11-08,"1 581,000","2589,579826"
1405,2013-11-09,"1 564,000","2573,852114"
1406,2013-11-10,"1 564,000","2863,811489"
1407,2013-11-11,"1 564,000","3352,548208"
1408,2013-11-12,"1 543,000","3501,379262"
1409,2013-11-13,"1 531,000","3535,392862"
1410,2013-11-14,"1 517,000","3566,828722"
1411,2013-11-15,"1 507,000","3526,837594"
1412,2013-11-16,"1 500,000","3290,655052"
1413,2013-11-17,"1 500,000","3279,618212"
1414,2013-11-18,"1 500,000","3529,110976"
1415,2013-11-19,"1 495,000","3551,378461"
1416,2013-11-20,"1 527,000","3723,703625"
1417,2013-11-21,"1 499,000","3832,329334"
1418,2013-11-22,"1 483,000","3726,701358"
1419,2013-11-23,"1 492,000","3393,378219"
1420,2013-11-24,"1 492,000","3449,460376"
1421,2013-11-25,"1 492,000","4047,448825"
1422,2013-11-26,"1 512,000","4235,590503"
1423,2013-11-27,"1 573,000","4226,76167"
1424,2013-11-28,"1 719,000","4031,268025"
1425,2013-11-29,"1 821,000","3818,327717"
1426,2013-11-30,"1 865,000","3471,757071"
1427,2013-12-01,"1 865,000","3393,08925"
1428,2013-12-02,"1 865,000","3855,919183"
1429,2013-12-03,"1 922,000","4129,960369"
1430,2013-12-04,"1 994,000","4076,593034"
1431,2013-12-05,"2 145,000","3978,582068"
1432,2013-12-06,"2 176,000","3987,800708"
1433,2013-12-07,"2 183,000","3664,698124"
1434,2013-12-08,"2 183,000","3498,360221"
1435,2013-12-09,"2 183,000","3602,129185"
1436,2013-12-10,"2 237,000","3549,267864"
1437,2013-12-11,"2 299,000","3696,319225"
1438,2013-12-12,"2 337,000","3949,076505"
1439,2013-12-13,"2 330,000","4126,674162"
1440,2013-12-14,"2 292,000","3788,302036"
1441,2013-12-15,"2 292,000","3659,726582"
1442,2013-12-16,"2 292,000","3819,886201"
1443,2013-12-17,"2 225,000","3844,279679"
1444,2013-12-18,"2 156,000","3818,504694"
1445,2013-12-19,"2 134,000","3734,238267"
1446,2013-12-20,"2 208,000","3695,532129"
1447,2013-12-21,"2 247,000","3414,515232"
1448,2013-12-22,"2 247,000","3215,910936"
1449,2013-12-23,"2 247,000","3264,023044"
1450,2013-12-24,"2 277,000","3137,106971"
1451,2013-12-25,"2 113,000","2741,616831"
1452,2013-12-26,"2 113,000","2924,154746"
1453,2013-12-27,"2 113,000","3403,154399"
1454,2013-12-28,"2 113,000","3186,179349"
1455,2013-12-29,"2 113,000","3300,077821"
1456,2013-12-30,"2 113,000","3771,128308"
1457,2013-12-31,"2 113,000","3932,747671"
1458,2014-01-01,"2 113,000","3513,988031"
1459,2014-01-02,"2 113,000","3725,717267"
1460,2014-01-03,"2 036,000","3460,085085"
1461,2014-01-04,"1 951,000","3141,220841"
1462,2014-01-05,"1 951,000","3223,449431"
1463,2014-01-06,"1 951,000","3348,015177"
1464,2014-01-07,"1 876,000","3142,925372"
1465,2014-01-08,"1 826,000","3098,149236"
1466,2014-01-09,"1 706,000","3054,734903"
1467,2014-01-10,"1 512,000","3237,526161"
1468,2014-01-11,"1 395,000","3222,732012"
1469,2014-01-12,"1 395,000","3433,807717"
1470,2014-01-13,"1 395,000","3812,691721"
1471,2014-01-14,"1 370,000","3816,386034"
1472,2014-01-15,"1 374,000","3842,761247"
1473,2014-01-16,"1 398,000","3705,453811"
1474,2014-01-17,"1 421,000","3553,985993"
1475,2014-01-18,"1 428,000","3378,895457"
1476,2014-01-19,"1 428,000","3542,893808"
1477,2014-01-20,"1 428,000","4049,306154"
1478,2014-01-21,"1 369,000","4216,885945"
1479,2014-01-22,"1 322,000","4360,830667"
1480,2014-01-23,"1 271,000","4450,8106"
1481,2014-01-24,"1 246,000","4575,735993"
1482,2014-01-25,"1 217,000","4423,240417"
1483,2014-01-26,"1 217,000","4485,776521"
1484,2014-01-27,"1 217,000","4641,595514"
1485,2014-01-28,"1 177,000","4568,652946"
1486,2014-01-29,"1 148,000","4741,883056"
1487,2014-01-30,"1 127,000","4778,990534"
1488,2014-01-31,"1 110,000","4596,990539"
1489,2014-02-01,"1 093,000","4043,225252"
1490,2014-02-02,"1 093,000","3860,690444"
1491,2014-02-03,"1 093,000","4128,056863"
1492,2014-02-04,"1 084,000","4066,822839"
1493,2014-02-05,"1 086,000","3970,698597"
1494,2014-02-06,"1 092,000","3683,392011"
1495,2014-02-07,"1 091,000","3471,133921"
1496,2014-02-08,"1 096,000","3219,055604"
1497,2014-02-09,"1 096,000","3304,904979"
1498,2014-02-10,"1 096,000","3657,25763"
1499,2014-02-11,"1 091,000","3719,535193"
1500,2014-02-12,"1 085,000","3755,86935"
1501,2014-02-13,"1 097,000","3714,89534"
1502,2014-02-14,"1 106,000","3589,97563"
1503,2014-02-15,"1 130,000","3144,632362"
1504,2014-02-16,"1 130,000","3185,622089"
1505,2014-02-17,"1 130,000","3542,984814"
1506,2014-02-18,"1 146,000","3543,603609"
1507,2014-02-19,"1 160,000","3516,804015"
1508,2014-02-20,"1 164,000","3377,543402"
1509,2014-02-21,"1 175,000","3403,794437"
1510,2014-02-22,"1 174,000","3237,750241"
1511,2014-02-23,"1 174,000","3267,840015"
1512,2014-02-24,"1 174,000","3505,198349"
1513,2014-02-25,"1 197,000","3385,16308"
1514,2014-02-26,"1 222,000","3364,800809"
1515,2014-02-27,"1 250,000","3432,973423"
1516,2014-02-28,"1 258,000","3467,288286"
1517,2014-03-01,"1 276,000","3332,652829"
1518,2014-03-02,"1 276,000","3403,454365"
1519,2014-03-03,"1 276,000","3653,935244"
1520,2014-03-04,"1 325,000","3619,743761"
1521,2014-03-05,"1 391,000","3579,17462"
1522,2014-03-06,"1 480,000","3501,598513"
1523,2014-03-07,"1 543,000","3380,677909"
1524,2014-03-08,"1 562,000","3038,854327"
1525,2014-03-09,"1 562,000","2825,749518"
1526,2014-03-10,"1 562,000","2895,750195"
1527,2014-03-11,"1 580,000","2956,881973"
1528,2014-03-12,"1 453,000","2977,691444"
1529,2014-03-13,"1 468,000","2967,420637"
1530,2014-03-14,"1 477,000","2899,104198"
1531,2014-03-15,"1 481,000","2739,467018"
1532,2014-03-16,"1 481,000","2668,721475"
1533,2014-03-17,"1 481,000","2749,728146"
1534,2014-03-18,"1 518,000","2698,366785"
1535,2014-03-19,"1 570,000","2709,284373"
1536,2014-03-20,"1 621,000","2458,177691"
1537,2014-03-21,"1 599,000","2463,710116"
1538,2014-03-22,"1 602,000","2580,256315"
1539,2014-03-23,"1 602,000","2888,160956"
1540,2014-03-24,"1 602,000","3425,518779"
1541,2014-03-25,"1 578,000","3580,690148"
1542,2014-03-26,"1 496,000","3536,095785"
1543,2014-03-27,"1 412,000","3294,274481"
1544,2014-03-28,"1 373,000","3050,218858"
1545,2014-03-29,"1 362,000","2663,065234"
1546,2014-03-30,"1 362,000","2447,518631"
1547,2014-03-31,"1 362,000","2506,001422"
1548,2014-04-01,"1 316,000","2465,995108"
1549,2014-04-02,"1 273,000","2340,561324"
1550,2014-04-03,"1 235,000","2231,454945"
1551,2014-04-04,"1 205,000","2264,626446"
1552,2014-04-05,"1 186,000","2187,299249"
1553,2014-04-06,"1 186,000","2096,345055"
1554,2014-04-07,"1 186,000","1983,891365"
1555,2014-04-08,"1 098,000","2256,103059"
1556,2014-04-09,"1 061,000","2433,853407"
1557,2014-04-10,"1 029,000","2479,627623"
1558,2014-04-11,"1 002,000","2491,297416"
1559,2014-04-12,"989,000","2266,103764"
1560,2014-04-13,"989,000","2223,825574"
1561,2014-04-14,"989,000","2564,040021"
1562,2014-04-15,"970,000","2835,137513"
1563,2014-04-16,"936,000","2838,626895"
1564,2014-04-17,"930,000","2682,892059"
1565,2014-04-18,"939,000","2617,234531"
1566,2014-04-19,"939,000","2471,774887"
1567,2014-04-20,"939,000","2007,485628"
1568,2014-04-21,"939,000","1920,247497"
1569,2014-04-22,"939,000","2058,790493"
1570,2014-04-23,"956,000","1940,216305"
1571,2014-04-24,"962,000","1909,276002"
1572,2014-04-25,"967,000","1803,30201"
1573,2014-04-26,"961,000","1725,741946"
1574,2014-04-27,"961,000","1857,190179"
1575,2014-04-28,"961,000","2035,904018"
1576,2014-04-29,"949,000","1981,785282"
1577,2014-04-30,"943,000","1981,950844"
1578,2014-05-01,"993,000","1829,815576"
1579,2014-05-02,"1 017,000","2268,84149"
1580,2014-05-03,"1 022,000","2338,101958"
1581,2014-05-04,"1 022,000","2422,037626"
1582,2014-05-05,"1 022,000","2397,579951"
1583,2014-05-06,"1 022,000","2058,680577"
1584,2014-05-07,"1 022,000","2004,01091"
1585,2014-05-08,"1 008,000","1930,345028"
1586,2014-05-09,"997,000","1889,169292"
1587,2014-05-10,"987,000","1843,15639"
1588,2014-05-11,"987,000","1957,875071"
1589,2014-05-12,"987,000","2217,828227"
1590,2014-05-13,"982,000","2325,137117"
1591,2014-05-14,"1 002,000","2391,518879"
1592,2014-05-15,"1 021,000","2403,499366"
1593,2014-05-16,"1 027,000","2223,788937"
1594,2014-05-17,"1 022,000","1993,296669"
1595,2014-05-18,"1 022,000","1887,711395"
1596,2014-05-19,"1 022,000","1780,742274"
1597,2014-05-20,"1 010,000","1579,955665"
1598,2014-05-21,"988,000","1418,946648"
1599,2014-05-22,"966,000","1379,824216"
1600,2014-05-23,"964,000","1480,232349"
1601,2014-05-24,"973,000","1505,661178"
1602,2014-05-25,"973,000","1485,983931"
1603,2014-05-26,"973,000","1494,255723"
1604,2014-05-27,"973,000","1623,555377"
1605,2014-05-28,"954,000","1826,752636"
1606,2014-05-29,"940,000","1785,098953"
1607,2014-05-30,"934,000","2026,028319"
1608,2014-05-31,"934,000","1870,8428"
1609,2014-06-01,"934,000","1808,793259"
1610,2014-06-02,"934,000","1782,12822"
1611,2014-06-03,"948,000","1647,27701"
1612,2014-06-04,"959,000","1605,465064"
1613,2014-06-05,"977,000","1684,584748"
1614,2014-06-06,"989,000","1587,207815"
1615,2014-06-07,"999,000","1425,043429"
1616,2014-06-08,"999,000","1125,867613"
1617,2014-06-09,"999,000","1071,063952"
1618,2014-06-10,"1 004,000","1240,771391"
1619,2014-06-11,"973,000","1289,24204"
1620,2014-06-12,"939,000","1343,751195"
1621,2014-06-13,"906,000","1391,658518"
1622,2014-06-14,"880,000","1460,368024"
1623,2014-06-15,"880,000","1500,354344"
1624,2014-06-16,"880,000","1534,999729"
1625,2014-06-17,"858,000","1551,135105"
1626,2014-06-18,"867,000","1522,596043"
1627,2014-06-19,"902,000","1499,381369"
1628,2014-06-20,"904,000","1611,137649"
1629,2014-06-21,"886,000","1588,587185"
1630,2014-06-22,"886,000","1594,681487"
1631,2014-06-23,"886,000","1617,92389"
1632,2014-06-24,"867,000","1631,074178"
1633,2014-06-25,"846,000","1698,972609"
1634,2014-06-26,"824,000","1662,812558"
1635,2014-06-27,"831,000","1540,036096"
1636,2014-06-28,"850,000","1478,860865"
1637,2014-06-29,"850,000","1533,178794"
1638,2014-06-30,"850,000","1654,847137"
1639,2014-07-01,"894,000","1647,656671"
1640,2014-07-02,"890,000","1654,526716"
1641,2014-07-03,"890,000","1543,880555"
1642,2014-07-04,"893,000","1395,197675"
1643,2014-07-05,"888,000","1332,348553"
1644,2014-07-06,"888,000","1297,80849"
1645,2014-07-07,"888,000","1314,447406"
1646,2014-07-08,"881,000","1465,42791"
1647,2014-07-09,"863,000","1571,869208"
1648,2014-07-10,"836,000","1548,801792"
1649,2014-07-11,"814,000","1490,100648"
1650,2014-07-12,"798,000","1443,243727"
1651,2014-07-13,"798,000","1407,175317"
1652,2014-07-14,"798,000","1391,161962"
1653,2014-07-15,"782,000","1368,246358"
1654,2014-07-16,"755,000","1350,186431"
1655,2014-07-17,"738,000","1321,494215"
1656,2014-07-18,"732,000","1284,827418"
1657,2014-07-19,"724,000","1261,688917"
1658,2014-07-20,"724,000","1254,416925"
1659,2014-07-21,"724,000","1264,841699"
1660,2014-07-22,"723,000","1264,207594"
1661,2014-07-23,"727,000","1272,241836"
1662,2014-07-24,"732,000","1290,512305"
1663,2014-07-25,"739,000","1283,584788"
1664,2014-07-26,"743,000","1277,044804"
1665,2014-07-27,"743,000","1279,125945"
1666,2014-07-28,"743,000","1275,914485"
1667,2014-07-29,"747,000","1270,540681"
1668,2014-07-30,"754,000","1290,360108"
1669,2014-07-31,"755,000","1310,13411"
1670,2014-08-01,"751,000","1282,997266"
1671,2014-08-02,"753,000","1259,96684"
1672,2014-08-03,"753,000","1272,574394"
1673,2014-08-04,"753,000","1293,549824"
1674,2014-08-05,"755,000","1341,473328"
1675,2014-08-06,"759,000","1321,351244"
1676,2014-08-07,"765,000","1335,242459"
1677,2014-08-08,"777,000","1316,238158"
1678,2014-08-09,"792,000","1269,406624"
1679,2014-08-10,"792,000","1267,719369"
1680,2014-08-11,"792,000","1347,295022"
1681,2014-08-12,"836,000","1417,667743"
1682,2014-08-13,"871,000","1467,470048"
1683,2014-08-14,"942,000","1528,505433"
1684,2014-08-15,"1 015,000","1591,981081"
1685,2014-08-16,"1 042,000","1592,307689"
1686,2014-08-17,"1 042,000","1579,098523"
1687,2014-08-18,"1 042,000","1661,5246"
1688,2014-08-19,"1 040,000","1729,668349"
1689,2014-08-20,"1 061,000","1770,538976"
1690,2014-08-21,"1 096,000","1780,384446"
1691,2014-08-22,"1 088,000","1740,030543"
1692,2014-08-23,"1 070,000","1719,977578"
1693,2014-08-24,"1 070,000","1791,802837"
1694,2014-08-25,"1 070,000","1848,488205"
1695,2014-08-26,"1 070,000","1795,585763"
1696,2014-08-27,"1 063,000","1738,741468"
1697,2014-08-28,"1 119,000","1575,623095"
1698,2014-08-29,"1 147,000","1464,792626"
1699,2014-08-30,"1 151,000","1413,418301"
1700,2014-08-31,"1 151,000","1508,996703"
1701,2014-09-01,"1 151,000","1634,991744"
1702,2014-09-02,"1 149,000","1621,509313"
1703,2014-09-03,"1 142,000","1598,016656"
1704,2014-09-04,"1 147,000","1507,587377"
1705,2014-09-05,"1 155,000","1418,508114"
1706,2014-09-06,"1 166,000","1353,159742"
1707,2014-09-07,"1 166,000","1357,436133"
1708,2014-09-08,"1 166,000","1431,18078"
1709,2014-09-09,"1 197,000","1486,594789"
1710,2014-09-10,"1 197,000","1586,751133"
1711,2014-09-11,"1 186,000","1698,655226"
1712,2014-09-12,"1 181,000","1706,882815"
1713,2014-09-13,"1 173,000","1600,079383"
1714,2014-09-14,"1 173,000","1550,311361"
1715,2014-09-15,"1 173,000","1526,682247"
1716,2014-09-16,"1 150,000","1482,967544"
1717,2014-09-17,"1 124,000","1471,421805"
1718,2014-09-18,"1 089,000","1452,440338"
1719,2014-09-19,"1 075,000","1440,90203"
1720,2014-09-20,"1 077,000","1404,333078"
1721,2014-09-21,"1 077,000","1516,875859"
1722,2014-09-22,"1 077,000","1949,766794"
1723,2014-09-23,"1 073,000","2121,304754"
1724,2014-09-24,"1 056,000","2149,765518"
1725,2014-09-25,"1 038,000","2097,187207"
1726,2014-09-26,"1 049,000","1949,735611"
1727,2014-09-27,"1 062,000","1821,327859"
1728,2014-09-28,"1 062,000","1762,824679"
1729,2014-09-29,"1 062,000","1680,542776"
1730,2014-09-30,"1 063,000","1624,27702"
1731,2014-10-01,"1 055,000","1622,6818"
1732,2014-10-02,"1 041,000","1638,036763"
1733,2014-10-03,"1 037,000","1549,093588"
1734,2014-10-04,"1 029,000","1754,852772"
1735,2014-10-05,"1 029,000","1844,475576"
1736,2014-10-06,"1 029,000","1949,913892"
1737,2014-10-07,"1 015,000","1976,78447"
1738,2014-10-08,"991,000","1883,049263"
1739,2014-10-09,"974,000","1759,477311"
1740,2014-10-10,"963,000","1767,353616"
1741,2014-10-11,"954,000","1733,440615"
1742,2014-10-12,"954,000","1788,562079"
1743,2014-10-13,"954,000","1891,765575"
1744,2014-10-14,"948,000","1917,968671"
1745,2014-10-15,"935,000","1948,826195"
1746,2014-10-16,"930,000","1944,188107"
1747,2014-10-17,"944,000","1942,632151"
1748,2014-10-18,"973,000","1841,469097"
1749,2014-10-19,"973,000","1755,895673"
1750,2014-10-20,"973,000","1844,208964"
