,Date,Shipping_price,Gas_consumtion
2449,2016-09-18,"836,000","1517,23015"
2450,2016-09-19,"836,000","1699,393303"
2451,2016-09-20,"865,000","1762,919579"
2452,2016-09-21,"903,000","1847,135707"
2453,2016-09-22,"937,000","1855,198293"
2454,2016-09-23,"941,000","1820,377681"
2455,2016-09-24,"934,000","1738,77694"
2456,2016-09-25,"934,000","1688,026439"
2457,2016-09-26,"934,000","1761,310799"
2458,2016-09-27,"930,000","1723,923717"
2459,2016-09-28,"912,000","1611,114493"
2460,2016-09-29,"888,000","1565,639101"
2461,2016-09-30,"875,000","1656,791787"
2462,2016-10-01,"864,000","1687,5753"
2463,2016-10-02,"864,000","1876,15113"
2464,2016-10-03,"864,000","1924,741305"
2465,2016-10-04,"860,000","2230,844687"
2466,2016-10-05,"869,000","2494,405212"
2467,2016-10-06,"915,000","2547,148464"
2468,2016-10-07,"921,000","2514,756349"
2469,2016-10-08,"922,000","2488,592394"
2470,2016-10-09,"922,000","2599,02253"
2471,2016-10-10,"922,000","2832,222154"
2472,2016-10-11,"922,000","2838,536684"
2473,2016-10-12,"906,000","2888,535513"
2474,2016-10-13,"885,000","2923,978199"
2475,2016-10-14,"892,000","2787,835413"
2476,2016-10-15,"894,000","2527,278755"
2477,2016-10-16,"894,000","2427,817583"
2478,2016-10-17,"894,000","2506,15517"
2479,2016-10-18,"890,000","2467,677997"
2480,2016-10-19,"872,000","2627,671231"
2481,2016-10-20,"849,000","2787,284267"
2482,2016-10-21,"842,000","2889,083962"
2483,2016-10-22,"831,000","2842,301865"
2484,2016-10-23,"831,000","2893,178115"
2485,2016-10-24,"831,000","2932,00208"
2486,2016-10-25,"813,000","2865,349557"
2487,2016-10-26,"802,000","2834,298287"
2488,2016-10-27,"798,000","2717,163783"
2489,2016-10-28,"834,000","2655,999057"
2490,2016-10-29,"857,000","2546,48964"
2491,2016-10-30,"857,000","2595,252158"
2492,2016-10-31,"857,000","2668,891541"
2493,2016-11-01,"838,000","2700,661361"
2494,2016-11-02,"834,000","3041,219428"
2495,2016-11-03,"849,000","3256,325115"
2496,2016-11-04,"855,000","3241,547698"
2497,2016-11-05,"870,000","3014,11755"
2498,2016-11-06,"870,000","3137,888188"
2499,2016-11-07,"870,000","3654,71071"
2500,2016-11-08,"911,000","3919,685954"
2501,2016-11-09,"954,000","4008,703882"
2502,2016-11-10,"974,000","3911,546987"
2503,2016-11-11,"1 045,000","3936,838926"
2504,2016-11-12,"1 065,000","3766,93733"
2505,2016-11-13,"1 065,000","3888,297641"
2506,2016-11-14,"1 065,000","4255,630353"
2507,2016-11-15,"1 084,000","3868,372346"
2508,2016-11-16,"1 145,000","3385,20017"
2509,2016-11-17,"1 231,000","3059,328116"
2510,2016-11-18,"1 257,000","2998,250795"
2511,2016-11-19,"1 240,000","2969,47045"
2512,2016-11-20,"1 240,000","2972,512339"
2513,2016-11-21,"1 240,000","2958,228164"
2514,2016-11-22,"1 232,000","2896,609507"
2515,2016-11-23,"1 224,000","2921,046492"
2516,2016-11-24,"1 201,000","3146,683295"
2517,2016-11-25,"1 181,000","3379,055739"
2518,2016-11-26,"1 184,000","3254,262149"
2519,2016-11-27,"1 184,000","3391,209796"
2520,2016-11-28,"1 184,000","4197,474695"
2521,2016-11-29,"1 202,000","4478,653999"
2522,2016-11-30,"1 204,000","4317,396354"
2523,2016-12-01,"1 196,000","4017,732594"
2524,2016-12-02,"1 198,000","3942,875479"
2525,2016-12-03,"1 196,000","3834,630018"
2526,2016-12-04,"1 196,000","4079,762044"
2527,2016-12-05,"1 196,000","4684,075665"
2528,2016-12-06,"1 186,000","4639,904449"
2529,2016-12-07,"1 162,000","4414,580057"
2530,2016-12-08,"1 122,000","4099,189698"
2531,2016-12-09,"1 090,000","3734,418544"
2532,2016-12-10,"1 069,000","3327,333403"
2533,2016-12-11,"1 069,000","3230,861256"
2534,2016-12-12,"1 069,000","3600,302498"
2535,2016-12-13,"1 052,000","3723,691373"
2536,2016-12-14,"1 003,000","3679,180474"
2537,2016-12-15,"966,000","3822,461059"
2538,2016-12-16,"946,000","4010,079782"
2539,2016-12-17,"927,000","3737,147287"
2540,2016-12-18,"927,000","3643,174763"
2541,2016-12-19,"927,000","3978,757234"
2542,2016-12-20,"914,000","4212,860581"
2543,2016-12-21,"926,000","4241,351839"
2544,2016-12-22,"928,000","4163,283913"
2545,2016-12-23,"961,000","3923,367832"
2546,2016-12-24,"953,000","3357,222699"
2547,2016-12-25,"953,000","2579,541224"
2548,2016-12-26,"953,000","2738,051365"
2549,2016-12-27,"953,000","3405,022023"
2550,2016-12-28,"953,000","3629,123103"
2551,2016-12-29,"953,000","4010,347537"
2552,2016-12-30,"953,000","4274,449774"
2553,2016-12-31,"953,000","4071,273445"
2554,2017-01-01,"953,000","3812,528935"
2555,2017-01-02,"953,000","4509,304992"
2556,2017-01-03,"953,000","4284,476409"
2557,2017-01-04,"969,000","4207,567236"
2558,2017-01-05,"983,000","4708,265468"
2559,2017-01-06,"963,000","5174,088959"
2560,2017-01-07,"949,000","4761,741689"
2561,2017-01-08,"949,000","4609,683493"
2562,2017-01-09,"949,000","4708,482818"
2563,2017-01-10,"926,000","4554,715593"
2564,2017-01-11,"894,000","4256,130132"
2565,2017-01-12,"892,000","4017,464589"
2566,2017-01-13,"910,000","4081,385069"
2567,2017-01-14,"925,000","3890,547888"
2568,2017-01-15,"925,000","4132,314983"
2569,2017-01-16,"925,000","4923,472363"
2570,2017-01-17,"922,000","5141,600471"
2571,2017-01-18,"952,000","5204,99801"
2572,2017-01-19,"942,000","5177,304604"
2573,2017-01-20,"925,000","4941,374796"
2574,2017-01-21,"914,000","4469,089347"
2575,2017-01-22,"914,000","4616,965565"
2576,2017-01-23,"914,000","5186,505134"
2577,2017-01-24,"886,000","5122,055014"
2578,2017-01-25,"862,000","5129,929419"
2579,2017-01-26,"840,000","5053,397007"
2580,2017-01-27,"827,000","4808,460953"
2581,2017-01-28,"816,000","4344,925603"
2582,2017-01-29,"816,000","4189,398608"
2583,2017-01-30,"816,000","4292,724325"
2584,2017-01-31,"800,000","4154,62885"
2585,2017-02-01,"786,000","4178,950932"
2586,2017-02-02,"770,000","4030,43082"
2587,2017-02-03,"752,000","3790,217335"
2588,2017-02-04,"735,000","3486,549601"
2589,2017-02-05,"735,000","3563,865372"
2590,2017-02-06,"735,000","3996,801734"
2591,2017-02-07,"714,000","4190,814554"
2592,2017-02-08,"702,000","4461,837039"
2593,2017-02-09,"707,000","4763,541041"
2594,2017-02-10,"702,000","4693,819456"
2595,2017-02-11,"688,000","4324,61722"
2596,2017-02-12,"688,000","4309,093697"
2597,2017-02-13,"688,000","4631,996239"
2598,2017-02-14,"685,000","4531,426891"
2599,2017-02-15,"688,000","4238,286277"
2600,2017-02-16,"710,000","3914,755434"
2601,2017-02-17,"741,000","3673,967064"
2602,2017-02-18,"757,000","3454,460327"
2603,2017-02-19,"757,000","3430,830658"
2604,2017-02-20,"757,000","3409,166546"
2605,2017-02-21,"778,000","3210,034131"
2606,2017-02-22,"806,000","3101,874269"
2607,2017-02-23,"856,000","3015,75216"
2608,2017-02-24,"875,000","3422,694674"
2609,2017-02-25,"878,000","3331,597761"
2610,2017-02-26,"878,000","3185,119925"
2611,2017-02-27,"878,000","3201,634837"
2612,2017-02-28,"859,000","3334,505819"
2613,2017-03-01,"871,000","3349,847433"
2614,2017-03-02,"904,000","3362,92775"
2615,2017-03-03,"939,000","3309,88484"
2616,2017-03-04,"979,000","2869,466245"
2617,2017-03-05,"979,000","2857,347433"
2618,2017-03-06,"979,000","3264,01215"
2619,2017-03-07,"1 033,000","3473,794296"
2620,2017-03-08,"1 045,000","3478,468494"
2621,2017-03-09,"1 064,000","3288,249195"
2622,2017-03-10,"1 086,000","3260,520802"
2623,2017-03-11,"1 099,000","3057,612511"
2624,2017-03-12,"1 099,000","3078,763971"
2625,2017-03-13,"1 099,000","3326,155349"
2626,2017-03-14,"1 112,000","3114,938623"
2627,2017-03-15,"1 147,000","3033,329118"
2628,2017-03-16,"1 172,000","2879,656974"
2629,2017-03-17,"1 196,000","2798,098755"
2630,2017-03-18,"1 205,000","2779,941068"
2631,2017-03-19,"1 205,000","2678,666262"
2632,2017-03-20,"1 205,000","2693,281794"
2633,2017-03-21,"1 200,000","2865,141385"
2634,2017-03-22,"1 190,000","3036,042318"
2635,2017-03-23,"1 196,000","2984,048256"
2636,2017-03-24,"1 240,000","2985,658777"
2637,2017-03-25,"1 282,000","2788,39396"
2638,2017-03-26,"1 282,000","2740,117033"
2639,2017-03-27,"1 282,000","2787,071801"
2640,2017-03-28,"1 333,000","2520,150872"
2641,2017-03-29,"1 338,000","2420,488137"
2642,2017-03-30,"1 324,000","2203,891094"
2643,2017-03-31,"1 297,000","2019,094544"
2644,2017-04-01,"1 282,000","1992,180056"
2645,2017-04-02,"1 282,000","2006,228245"
2646,2017-04-03,"1 282,000","2295,94091"
2647,2017-04-04,"1 255,000","2481,360981"
2648,2017-04-05,"1 223,000","2563,762805"
2649,2017-04-06,"1 215,000","2751,395542"
2650,2017-04-07,"1 223,000","2577,69948"
2651,2017-04-08,"1 231,000","2310,145172"
2652,2017-04-09,"1 231,000","2212,478782"
2653,2017-04-10,"1 231,000","2264,796444"
2654,2017-04-11,"1 262,000","2487,866358"
2655,2017-04-12,"1 282,000","2510,177418"
2656,2017-04-13,"1 296,000","2593,762035"
2657,2017-04-14,"1 294,000","2393,682194"
2658,2017-04-15,"1 294,000","2433,730944"
2659,2017-04-16,"1 294,000","2423,475656"
2660,2017-04-17,"1 294,000","2736,425294"
2661,2017-04-18,"1 294,000","3261,854556"
2662,2017-04-19,"1 278,000","3546,711526"
2663,2017-04-20,"1 243,000","3441,599954"
2664,2017-04-21,"1 195,000","3074,280425"
2665,2017-04-22,"1 170,000","2792,283431"
2666,2017-04-23,"1 170,000","2800,031231"
2667,2017-04-24,"1 170,000","2770,517665"
2668,2017-04-25,"1 154,000","2923,312567"
2669,2017-04-26,"1 147,000","3156,646218"
2670,2017-04-27,"1 134,000","3114,563312"
2671,2017-04-28,"1 109,000","3087,070334"
2672,2017-04-29,"1 073,000","2817,865197"
2673,2017-04-30,"1 073,000","2513,946629"
2674,2017-05-01,"1 073,000","2279,864904"
2675,2017-05-02,"1 073,000","2477,187962"
2676,2017-05-03,"1 034,000","2383,897792"
2677,2017-05-04,"1 004,000","2471,670552"
2678,2017-05-05,"994,000","2472,107886"
2679,2017-05-06,"1 001,000","2220,671901"
2680,2017-05-07,"1 001,000","2121,828424"
2681,2017-05-08,"1 001,000","2433,366263"
2682,2017-05-09,"1 007,000","2598,163654"
2683,2017-05-10,"1 005,000","2524,606071"
2684,2017-05-11,"1 012,000","2201,918273"
2685,2017-05-12,"1 014,000","1939,632643"
2686,2017-05-13,"994,000","1738,930065"
2687,2017-05-14,"994,000","1608,938695"
2688,2017-05-15,"994,000","1619,344849"
2689,2017-05-16,"980,000","1557,48927"
2690,2017-05-17,"960,000","1475,250841"
2691,2017-05-18,"957,000","1460,501648"
2692,2017-05-19,"956,000","1694,806538"
2693,2017-05-20,"954,000","1700,072262"
2694,2017-05-21,"954,000","1622,404951"
2695,2017-05-22,"954,000","1550,602514"
2696,2017-05-23,"949,000","1537,199726"
2697,2017-05-24,"934,000","1576,932342"
2698,2017-05-25,"918,000","1401,511399"
2699,2017-05-26,"912,000","1515,796106"
2700,2017-05-27,"900,000","1382,777656"
2701,2017-05-28,"900,000","1296,80815"
2702,2017-05-29,"900,000","1265,263308"
2703,2017-05-30,"900,000","1336,193138"
2704,2017-05-31,"878,000","1486,364327"
2705,2017-06-01,"850,000","1517,41033"
2706,2017-06-02,"830,000","1434,358321"
2707,2017-06-03,"821,000","1382,615601"
2708,2017-06-04,"821,000","1189,239675"
2709,2017-06-05,"821,000","1275,809432"
2710,2017-06-06,"818,000","1603,071038"
2711,2017-06-07,"821,000","1763,175362"
2712,2017-06-08,"824,000","1640,255886"
2713,2017-06-09,"849,000","1583,346286"
2714,2017-06-10,"870,000","1485,911887"
2715,2017-06-11,"870,000","1327,106092"
2716,2017-06-12,"870,000","1358,326602"
2717,2017-06-13,"870,000","1485,205845"
2718,2017-06-14,"865,000","1476,972779"
2719,2017-06-15,"855,000","1359,97224"
2720,2017-06-16,"851,000","1447,739272"
2721,2017-06-17,"848,000","1429,56928"
2722,2017-06-18,"848,000","1352,519727"
2723,2017-06-19,"848,000","1314,810392"
2724,2017-06-20,"847,000","1377,588346"
2725,2017-06-21,"844,000","1380,170023"
2726,2017-06-22,"855,000","1340,613642"
2727,2017-06-23,"870,000","1348,966981"
2728,2017-06-24,"884,000","1338,31295"
2729,2017-06-25,"884,000","1323,970544"
2730,2017-06-26,"884,000","1389,118198"
2731,2017-06-27,"903,000","1429,043112"
2732,2017-06-28,"929,000","1424,169132"
2733,2017-06-29,"920,000","1471,13075"
2734,2017-06-30,"901,000","1513,993658"
2735,2017-07-01,"882,000","1495,66925"
2736,2017-07-02,"882,000","1502,668584"
2737,2017-07-03,"882,000","1479,01843"
2738,2017-07-04,"871,000","1473,661903"
2739,2017-07-05,"847,000","1474,98223"
2740,2017-07-06,"829,000","1395,42558"
2741,2017-07-07,"822,000","1342,716217"
2742,2017-07-08,"820,000","1356,390782"
2743,2017-07-09,"820,000","1304,075705"
2744,2017-07-10,"820,000","1312,09195"
2745,2017-07-11,"830,000","1367,510612"
2746,2017-07-12,"859,000","1487,707506"
2747,2017-07-13,"888,000","1563,509538"
2748,2017-07-14,"900,000","1564,469853"
2749,2017-07-15,"912,000","1519,355301"
2750,2017-07-16,"912,000","1430,936669"
2751,2017-07-17,"912,000","1406,061187"
2752,2017-07-18,"932,000","1392,845918"
2753,2017-07-19,"948,000","1317,336187"
2754,2017-07-20,"964,000","1340,024557"
2755,2017-07-21,"977,000","1355,867167"
2756,2017-07-22,"977,000","1325,395574"
2757,2017-07-23,"977,000","1306,964033"
2758,2017-07-24,"977,000","1406,929954"
2759,2017-07-25,"980,000","1523,748693"
2760,2017-07-26,"968,000","1524,002802"
2761,2017-07-27,"942,000","1483,395318"
2762,2017-07-28,"933,000","1436,035782"
2763,2017-07-29,"946,000","1359,824457"
2764,2017-07-30,"946,000","1281,116024"
2765,2017-07-31,"946,000","1250,502958"
2766,2017-08-01,"965,000","1295,885434"
2767,2017-08-02,"993,000","1295,979086"
2768,2017-08-03,"1 023,000","1295,544975"
2769,2017-08-04,"1 032,000","1339,44868"
2770,2017-08-05,"1 036,000","1371,83915"
2771,2017-08-06,"1 036,000","1399,973064"
2772,2017-08-07,"1 036,000","1399,804716"
2773,2017-08-08,"1 038,000","1438,562853"
2774,2017-08-09,"1 050,000","1394,514656"
2775,2017-08-10,"1 092,000","1520,38812"
2776,2017-08-11,"1 138,000","1600,35307"
2777,2017-08-12,"1 155,000","1539,833485"
2778,2017-08-13,"1 155,000","1474,869883"
2779,2017-08-14,"1 155,000","1389,635675"
2780,2017-08-15,"1 169,000","1333,242398"
2781,2017-08-16,"1 207,000","1316,418218"
2782,2017-08-17,"1 247,000","1306,181579"
2783,2017-08-18,"1 260,000","1373,349322"
2784,2017-08-19,"1 266,000","1453,207828"
2785,2017-08-20,"1 266,000","1462,246906"
2786,2017-08-21,"1 266,000","1537,055695"
2787,2017-08-22,"1 249,000","1584,624939"
2788,2017-08-23,"1 222,000","2015,006789"
2789,2017-08-24,"1 200,000","1745,598891"
2790,2017-08-25,"1 209,000","1442,687875"
2791,2017-08-26,"1 203,000","1399,438992"
2792,2017-08-27,"1 203,000","1254,756931"
2793,2017-08-28,"1 203,000","1306,101589"
2794,2017-08-29,"1 203,000","1305,571375"
2795,2017-08-30,"1 181,000","1321,581263"
2796,2017-08-31,"1 184,000","1506,23486"
2797,2017-09-01,"1 183,000","1664,268869"
2798,2017-09-02,"1 187,000","1716,367397"
2799,2017-09-03,"1 187,000","1754,711305"
2800,2017-09-04,"1 187,000","1709,182764"
2801,2017-09-05,"1 215,000","1533,336972"
2802,2017-09-06,"1 250,000","1562,696735"
2803,2017-09-07,"1 296,000","1640,685988"
2804,2017-09-08,"1 332,000","1657,80061"
2805,2017-09-09,"1 355,000","1715,918329"
2806,2017-09-10,"1 355,000","1701,328062"
2807,2017-09-11,"1 355,000","1749,516626"
2808,2017-09-12,"1 344,000","1869,58556"
2809,2017-09-13,"1 337,000","1810,756032"
2810,2017-09-14,"1 361,000","1991,486611"
2811,2017-09-15,"1 385,000","2088,775403"
2812,2017-09-16,"1 398,000","2053,106383"
2813,2017-09-17,"1 398,000","2098,34665"
2814,2017-09-18,"1 398,000","2211,452448"
2815,2017-09-19,"1 415,000","2245,030778"
2816,2017-09-20,"1 449,000","2241,813808"
2817,2017-09-21,"1 470,000","2140,656589"
2818,2017-09-22,"1 502,000","2024,094064"
2819,2017-09-23,"1 503,000","1900,931593"
2820,2017-09-24,"1 503,000","1834,798004"
2821,2017-09-25,"1 503,000","1916,922458"
2822,2017-09-26,"1 476,000","1946,798105"
2823,2017-09-27,"1 429,000","1921,882272"
2824,2017-09-28,"1 391,000","1849,004164"
2825,2017-09-29,"1 356,000","1752,902469"
2826,2017-09-30,"1 328,000","1784,659816"
2827,2017-10-01,"1 328,000","1861,706102"
2828,2017-10-02,"1 328,000","1893,641314"
2829,2017-10-03,"1 308,000","1851,012862"
2830,2017-10-04,"1 320,000","2146,970537"
2831,2017-10-05,"1 382,000","2208,977353"
2832,2017-10-06,"1 405,000","2368,158342"
2833,2017-10-07,"1 411,000","2283,20943"
2834,2017-10-08,"1 411,000","2315,680639"
2835,2017-10-09,"1 411,000","2419,999598"
2836,2017-10-10,"1 418,000","2302,936931"
2837,2017-10-11,"1 433,000","2175,91257"
2838,2017-10-12,"1 458,000","2126,13904"
2839,2017-10-13,"1 485,000","2018,168313"
2840,2017-10-14,"1 523,000","1904,164771"
2841,2017-10-15,"1 523,000","1854,116795"
2842,2017-10-16,"1 523,000","1846,882492"
2843,2017-10-17,"1 552,000","1978,035643"
2844,2017-10-18,"1 566,000","2114,485585"
2845,2017-10-19,"1 582,000","2094,870015"
2846,2017-10-20,"1 578,000","2091,000892"
2847,2017-10-21,"1 586,000","2016,118546"
2848,2017-10-22,"1 586,000","2182,169487"
2849,2017-10-23,"1 586,000","2462,093769"
2850,2017-10-24,"1 588,000","2326,779667"
2851,2017-10-25,"1 573,000","2302,841756"
2852,2017-10-26,"1 555,000","2257,195306"
2853,2017-10-27,"1 546,000","2379,614364"
2854,2017-10-28,"1 534,000","2361,800855"
2855,2017-10-29,"1 534,000","2563,121857"
2856,2017-10-30,"1 534,000","3029,995614"
2857,2017-10-31,"1 522,000","2892,623028"
2858,2017-11-01,"1 496,000","2776,845921"
2859,2017-11-02,"1 482,000","2817,750563"
2860,2017-11-03,"1 476,000","2780,14679"
2861,2017-11-04,"1 473,000","2586,120482"
2862,2017-11-05,"1 473,000","2686,191373"
2863,2017-11-06,"1 473,000","3207,655154"
2864,2017-11-07,"1 477,000","3305,833447"
2865,2017-11-08,"1 486,000","3341,699924"
2866,2017-11-09,"1 481,000","3296,924918"
2867,2017-11-10,"1 464,000","3261,223361"
2868,2017-11-11,"1 445,000","3053,740571"
2869,2017-11-12,"1 445,000","3176,684925"
2870,2017-11-13,"1 445,000","3637,003509"
2871,2017-11-14,"1 405,000","3677,689637"
2872,2017-11-15,"1 374,000","3616,157578"
2873,2017-11-16,"1 361,000","3577,105537"
2874,2017-11-17,"1 371,000","3511,249087"
2875,2017-11-18,"1 385,000","3290,056686"
2876,2017-11-19,"1 385,000","3337,863958"
2877,2017-11-20,"1 385,000","3610,893733"
2878,2017-11-21,"1 396,000","3424,461894"
2879,2017-11-22,"1 413,000","3263,722868"
2880,2017-11-23,"1 445,000","3009,37236"
2881,2017-11-24,"1 458,000","2924,039395"
2882,2017-11-25,"1 477,000","3058,843152"
2883,2017-11-26,"1 477,000","3347,930443"
2884,2017-11-27,"1 477,000","3645,228518"
2885,2017-11-28,"1 506,000","3753,228033"
2886,2017-11-29,"1 536,000","3959,815255"
2887,2017-11-30,"1 578,000","4131,227791"
2888,2017-12-01,"1 626,000","4237,435978"
2889,2017-12-02,"1 662,000","4074,229611"
2890,2017-12-03,"1 662,000","4066,097494"
2891,2017-12-04,"1 662,000","4132,460625"
2892,2017-12-05,"1 666,000","3868,796059"
2893,2017-12-06,"1 670,000","3733,823055"
2894,2017-12-07,"1 679,000","3702,18521"
2895,2017-12-08,"1 702,000","3857,872803"
2896,2017-12-09,"1 727,000","3798,919207"
2897,2017-12-10,"1 727,000","3919,152296"
2898,2017-12-11,"1 727,000","4136,327278"
2899,2017-12-12,"1 743,000","4170,865108"
2900,2017-12-13,"1 730,000","4112,347627"
2901,2017-12-14,"1 668,000","3996,327039"
2902,2017-12-15,"1 619,000","3995,919364"
2903,2017-12-16,"1 588,000","3772,757784"
2904,2017-12-17,"1 588,000","3875,571993"
2905,2017-12-18,"1 588,000","4295,97295"
2906,2017-12-19,"1 547,000","4102,744755"
2907,2017-12-20,"1 476,000","3934,650287"
2908,2017-12-21,"1 430,000","3709,102321"
2909,2017-12-22,"1 366,000","3483,419181"
2910,2017-12-23,"1 230,000","3076,508163"
2911,2017-12-24,"1 230,000","2969,558472"
2912,2017-12-25,"1 230,000","2897,675306"
2913,2017-12-26,"1 230,000","3008,783572"
2914,2017-12-27,"1 230,000","3688,084911"
2915,2017-12-28,"1 230,000","3852,996307"
2916,2017-12-29,"1 230,000","3892,155906"
2917,2017-12-30,"1 230,000","3308,403637"
2918,2017-12-31,"1 230,000","2922,864852"
2919,2018-01-01,"1 230,000","2749,98296"
2920,2018-01-02,"1 230,000","3285,806428"
2921,2018-01-03,"1 262,000","3266,756685"
2922,2018-01-04,"1 341,000","3233,725816"
2923,2018-01-05,"1 371,000","3193,920012"
2924,2018-01-06,"1 385,000","3095,99329"
2925,2018-01-07,"1 385,000","3436,955664"
2926,2018-01-08,"1 385,000","4031,581065"
2927,2018-01-09,"1 395,000","3983,710504"
2928,2018-01-10,"1 366,000","3942,055045"
2929,2018-01-11,"1 303,000","3899,325474"
2930,2018-01-12,"1 279,000","3878,124122"
2931,2018-01-13,"1 264,000","3722,554863"
2932,2018-01-14,"1 264,000","3947,266266"
2933,2018-01-15,"1 264,000","4217,146411"
2934,2018-01-16,"1 221,000","4057,157576"
2935,2018-01-17,"1 164,000","4119,117334"
2936,2018-01-18,"1 139,000","3969,931726"
2937,2018-01-19,"1 125,000","3980,185937"
2938,2018-01-20,"1 129,000","3832,200368"
2939,2018-01-21,"1 129,000","3925,462751"
2940,2018-01-22,"1 129,000","4093,052192"
2941,2018-01-23,"1 157,000","3786,651716"
2942,2018-01-24,"1 200,000","3413,387413"
2943,2018-01-25,"1 217,000","3260,226472"
2944,2018-01-26,"1 219,000","3279,854575"
2945,2018-01-27,"1 214,000","3120,973673"
2946,2018-01-28,"1 214,000","3091,65963"
2947,2018-01-29,"1 214,000","3213,610312"
2948,2018-01-30,"1 191,000","3374,408691"
2949,2018-01-31,"1 152,000","3304,252193"
2950,2018-02-01,"1 114,000","3668,119568"
2951,2018-02-02,"1 095,000","3900,789837"
2952,2018-02-03,"1 082,000","3760,214028"
2953,2018-02-04,"1 082,000","4049,598712"
2954,2018-02-05,"1 082,000","4609,644725"
2955,2018-02-06,"1 095,000","4803,784581"
2956,2018-02-07,"1 097,000","4876,725979"
2957,2018-02-08,"1 106,000","4909,974528"
2958,2018-02-09,"1 125,000","4749,32437"
2959,2018-02-10,"1 123,000","4246,224311"
2960,2018-02-11,"1 123,000","4093,856615"
2961,2018-02-12,"1 123,000","4444,090031"
2962,2018-02-13,"1 114,000","4549,177851"
2963,2018-02-14,"1 095,000","4546,544466"
2964,2018-02-15,"1 089,000","4476,475627"
2965,2018-02-16,"1 084,000","4255,234828"
2966,2018-02-17,"1 087,000","3976,056209"
2967,2018-02-18,"1 087,000","4029,957394"
2968,2018-02-19,"1 087,000","4425,62565"
2969,2018-02-20,"1 117,000","4529,009613"
2970,2018-02-21,"1 146,000","4586,614131"
2971,2018-02-22,"1 167,000","4672,171963"
2972,2018-02-23,"1 185,000","4736,263298"
2973,2018-02-24,"1 191,000","4469,436701"
2974,2018-02-25,"1 191,000","4736,254021"
2975,2018-02-26,"1 191,000","5515,884245"
2976,2018-02-27,"1 188,000","5697,482109"
2977,2018-02-28,"1 192,000","5811,346606"
2978,2018-03-01,"1 196,000","5703,890828"
2979,2018-03-02,"1 207,000","5430,160571"
2980,2018-03-03,"1 210,000","4795,092235"
2981,2018-03-04,"1 210,000","4332,48063"
2982,2018-03-05,"1 210,000","4161,323571"
2983,2018-03-06,"1 212,000","3909,214905"
2984,2018-03-07,"1 191,000","3823,796417"
2985,2018-03-08,"1 197,000","3675,201536"
2986,2018-03-09,"1 201,000","3528,134303"
2987,2018-03-10,"1 192,000","3140,594981"
2988,2018-03-11,"1 192,000","2871,234248"
2989,2018-03-12,"1 192,000","2916,222432"
2990,2018-03-13,"1 179,000","3111,829951"
2991,2018-03-14,"1 169,000","3303,884416"
2992,2018-03-15,"1 150,000","3425,035344"
2993,2018-03-16,"1 143,000","3670,385735"
2994,2018-03-17,"1 136,000","3865,620796"
2995,2018-03-18,"1 136,000","4221,769015"
2996,2018-03-19,"1 136,000","4708,790367"
2997,2018-03-20,"1 122,000","4649,08668"
2998,2018-03-21,"1 117,000","4424,561459"
2999,2018-03-22,"1 117,000","4176,527187"
3000,2018-03-23,"1 122,000","3939,306022"
3001,2018-03-24,"1 126,000","3480,487104"
3002,2018-03-25,"1 126,000","3225,709076"
3003,2018-03-26,"1 126,000","3498,032398"
3004,2018-03-27,"1 117,000","3443,335483"
3005,2018-03-28,"1 080,000","3448,487582"
3006,2018-03-29,"1 055,000","3541,328829"
3007,2018-03-30,"1 016,000","3137,107534"
3008,2018-03-31,"1 016,000","3093,806038"
3009,2018-04-01,"1 016,000","3067,677585"
3010,2018-04-02,"1 016,000","2973,376765"
3011,2018-04-03,"1 016,000","2744,47181"
3012,2018-04-04,"977,000","2591,480426"
3013,2018-04-05,"953,000","2803,445709"
3014,2018-04-06,"948,000","2709,106314"
3015,2018-04-07,"952,000","2376,487978"
3016,2018-04-08,"952,000","2165,393347"
3017,2018-04-09,"952,000","2091,548163"
3018,2018-04-10,"974,000","2127,886102"
3019,2018-04-11,"979,000","2178,210009"
3020,2018-04-12,"993,000","2108,895233"
3021,2018-04-13,"1 014,000","2174,479222"
3022,2018-04-14,"1 025,000","2089,988944"
3023,2018-04-15,"1 025,000","1943,480925"
3024,2018-04-16,"1 025,000","2123,146152"
3025,2018-04-17,"1 052,000","2019,712889"
3026,2018-04-18,"1 124,000","1836,45682"
3027,2018-04-19,"1 201,000","1726,316267"
3028,2018-04-20,"1 281,000","1666,719295"
3029,2018-04-21,"1 306,000","1645,875435"
3030,2018-04-22,"1 306,000","1542,148946"
3031,2018-04-23,"1 306,000","1668,518258"
3032,2018-04-24,"1 330,000","1836,586954"
3033,2018-04-25,"1 376,000","1954,741483"
3034,2018-04-26,"1 375,000","2250,993698"
3035,2018-04-27,"1 361,000","2183,713192"
3036,2018-04-28,"1 341,000","1978,373126"
3037,2018-04-29,"1 341,000","1849,009324"
3038,2018-04-30,"1 341,000","1915,754936"
3039,2018-05-01,"1 327,000","1941,729079"
3040,2018-05-02,"1 346,000","2071,923099"
3041,2018-05-03,"1 376,000","2306,635687"
3042,2018-05-04,"1 384,000","2144,957508"
3043,2018-05-05,"1 432,000","1869,01661"
3044,2018-05-06,"1 432,000","1761,066321"
3045,2018-05-07,"1 432,000","1620,422772"
3046,2018-05-08,"1 432,000","1567,462588"
3047,2018-05-09,"1 465,000","1520,70491"
3048,2018-05-10,"1 453,000","1523,754409"
3049,2018-05-11,"1 472,000","1738,934479"
