,Date,Average_temp,Weighted_Average_Temperature
1200,2013-04-15,16.56,16.459641454350727
1201,2013-04-16,15.85,15.659497275213164
1202,2013-04-17,17.06,16.660509751243787
1203,2013-04-18,16.56,16.9714862869555
1204,2013-04-19,10.69,11.284222885524382
1205,2013-04-20,7.87,7.993571177866274
1206,2013-04-21,9.959999999999999,10.128263625213789
1207,2013-04-22,11.559999999999999,11.718703649738424
1208,2013-04-23,12.370000000000001,12.481832547632688
1209,2013-04-24,14.77,14.324208401323297
1210,2013-04-25,16.79,16.379300539453002
1211,2013-04-26,14.01,15.12177381873671
1212,2013-04-27,7.609999999999999,8.121990553132525
1213,2013-04-28,7.83,8.40817290051455
1214,2013-04-29,9.99,10.348092489788186
1215,2013-04-30,10.1,10.38395855011318
1216,2013-05-01,12.190000000000001,11.883725940321433
1217,2013-05-02,13.309999999999999,12.796417555804911
1218,2013-05-03,13.040000000000001,12.864823923651091
1219,2013-05-04,13.280000000000001,13.361242847156603
1220,2013-05-05,14.25,14.488851167575795
1221,2013-05-06,16.45,16.104148361784162
1222,2013-05-07,15.330000000000002,15.978386059589962
1223,2013-05-08,16.57,17.17365295125876
1224,2013-05-09,16.0,16.445771527041078
1225,2013-05-10,13.430000000000001,14.063646123663798
1226,2013-05-11,12.0,12.394208618645049
1227,2013-05-12,10.0,10.451932674224711
1228,2013-05-13,10.709999999999999,10.648882785792997
1229,2013-05-14,12.23,12.47129534588267
1230,2013-05-15,15.09,16.032859418082833
1231,2013-05-16,15.13,16.68766778770568
1232,2013-05-17,13.98,16.81158308156035
1233,2013-05-18,12.68,13.19191646990937
1234,2013-05-19,13.55,13.830191302716361
1235,2013-05-20,12.559999999999999,13.298796255655299
1236,2013-05-21,12.459999999999999,12.715106588767586
1237,2013-05-22,9.2,9.658455313907007
1238,2013-05-23,7.44,8.257292273339077
1239,2013-05-24,7.659999999999999,8.352991350006919
1240,2013-05-25,8.84,8.845713823501006
1241,2013-05-26,8.98,9.649995699714369
1242,2013-05-27,12.190000000000001,11.89615323717531
1243,2013-05-28,14.45,13.816015413230597
1244,2013-05-29,11.120000000000001,12.126738018124634
1245,2013-05-30,12.440000000000001,13.320176948572694
1246,2013-05-31,14.690000000000001,14.72941028693771
1247,2013-06-01,12.87,14.063562920478786
1248,2013-06-02,11.9,11.960599163621717
1249,2013-06-03,11.5,11.97259761501544
1250,2013-06-04,13.76,13.59610186869017
1251,2013-06-05,16.32,15.677662336202122
1252,2013-06-06,18.11,17.46980423337738
1253,2013-06-07,19.0,18.563092330782503
1254,2013-06-08,18.73,18.479476805014478
1255,2013-06-09,15.870000000000001,16.570030701102624
1256,2013-06-10,14.89,15.261430003978079
1257,2013-06-11,16.080000000000002,16.02032610345539
1258,2013-06-12,18.61,18.666194275745056
1259,2013-06-13,19.369999999999997,20.064337769018525
1260,2013-06-14,14.819999999999999,15.428731328474447
1261,2013-06-15,16.94,17.20885153173657
1262,2013-06-16,17.46,17.590303506188594
1263,2013-06-17,21.28,20.716870393922104
1264,2013-06-18,24.61,23.624452900880392
1265,2013-06-19,26.419999999999998,26.284482387834075
1266,2013-06-20,22.72,23.934010526931417
1267,2013-06-21,18.61,19.576122187854434
1268,2013-06-22,18.419999999999998,18.902468145791513
1269,2013-06-23,16.45,17.460161608509882
1270,2013-06-24,14.6,15.358680867034915
1271,2013-06-25,13.040000000000001,13.086152442566434
1272,2013-06-26,12.440000000000001,12.645790305654232
1273,2013-06-27,12.620000000000001,12.93753650942501
1274,2013-06-28,13.34,13.835557773896937
1275,2013-06-29,14.430000000000001,14.373065049770457
1276,2013-06-30,14.190000000000001,13.869064038846723
1277,2013-07-01,17.8,17.782871144227553
1278,2013-07-02,18.82,18.70091951434378
1279,2013-07-03,18.66,19.53074313215017
1280,2013-07-04,18.78,19.115816014230127
1281,2013-07-05,19.48,19.62117457288514
1282,2013-07-06,19.96,19.343722829012336
1283,2013-07-07,20.73,20.220336004600842
1284,2013-07-08,21.11,20.84225830695615
1285,2013-07-09,21.18,21.230693500560882
1286,2013-07-10,18.98,19.062759442525234
1287,2013-07-11,16.22,16.883614720251106
1288,2013-07-12,16.33,16.677802907295156
1289,2013-07-13,17.84,17.946290472924858
1290,2013-07-14,17.46,17.42747478920839
1291,2013-07-15,19.080000000000002,18.478643036268483
1292,2013-07-16,20.54,20.246323423601297
1293,2013-07-17,21.55,21.36009011888339
1294,2013-07-18,22.82,22.45300606747228
1295,2013-07-19,21.96,21.879292517847023
1296,2013-07-20,20.66,21.122672171479785
1297,2013-07-21,23.23,22.729059341676198
1298,2013-07-22,25.06,24.54193829857878
1299,2013-07-23,24.17,23.951910690325484
1300,2013-07-24,22.29,22.59828990436417
1301,2013-07-25,22.69,23.155619953090387
1302,2013-07-26,24.2,24.75616951700786
1303,2013-07-27,25.95,26.26753979106737
1304,2013-07-28,23.740000000000002,25.17357912059872
1305,2013-07-29,20.28,20.683634539323617
1306,2013-07-30,19.53,19.65294455450845
1307,2013-07-31,20.71,20.678865761696375
1308,2013-08-01,23.8,23.25411255403991
1309,2013-08-02,27.76,27.230481129381705
1310,2013-08-03,24.44,25.252501478249403
1311,2013-08-04,21.91,21.9300546333459
1312,2013-08-05,23.75,23.100539981622465
1313,2013-08-06,22.65,23.47399798100541
1314,2013-08-07,19.759999999999998,20.51323496181724
1315,2013-08-08,18.740000000000002,19.57898081636287
1316,2013-08-09,17.869999999999997,17.73591267122584
1317,2013-08-10,18.16,18.276385516369487
1318,2013-08-11,17.27,17.395510191341316
1319,2013-08-12,17.94,17.743065661459866
1320,2013-08-13,15.77,16.030511831323416
1321,2013-08-14,15.290000000000001,15.403667476574771
1322,2013-08-15,17.32,17.26044893471646
1323,2013-08-16,20.93,20.728888479790715
1324,2013-08-17,21.020000000000003,21.08036954431153
1325,2013-08-18,20.34,20.470693238767886
1326,2013-08-19,17.57,17.75897796013413
1327,2013-08-20,15.709999999999999,16.029686478551056
1328,2013-08-21,16.919999999999998,16.783221569259396
1329,2013-08-22,18.509999999999998,18.143689215462604
1330,2013-08-23,19.45,18.97659425433173
1331,2013-08-24,18.35,18.47965469000059
1332,2013-08-25,17.14,17.718543578423326
1333,2013-08-26,17.14,17.20177409227683
1334,2013-08-27,17.330000000000002,17.062754382872093
1335,2013-08-28,17.3,17.48394525069323
1336,2013-08-29,17.520000000000003,17.46841446496937
1337,2013-08-30,18.09,18.18930405268148
1338,2013-08-31,17.37,17.64542581763953
1339,2013-09-01,14.55,14.776300878357464
1340,2013-09-02,16.27,15.679031135997857
1341,2013-09-03,18.2,17.88685978711027
1342,2013-09-04,19.369999999999997,18.558851300989538
1343,2013-09-05,21.59,20.07250293321434
1344,2013-09-06,21.990000000000002,21.160499606765104
1345,2013-09-07,19.22,19.79331771693347
1346,2013-09-08,16.4,17.430757539155884
1347,2013-09-09,14.180000000000001,14.029242454131476
1348,2013-09-10,12.48,12.446385012082333
1349,2013-09-11,12.33,11.970761103568247
1350,2013-09-12,13.1,12.917820048023913
1351,2013-09-13,14.63,14.512975778357992
1352,2013-09-14,15.23,15.373957361136645
1353,2013-09-15,14.41,14.759953013191264
1354,2013-09-16,12.459999999999999,12.686972282582385
1355,2013-09-17,10.360000000000001,10.713306241673704
1356,2013-09-18,11.64,10.987900808646689
1357,2013-09-19,11.75,11.59846896406245
1358,2013-09-20,13.35,12.95129056816045
1359,2013-09-21,13.25,13.492282417923489
1360,2013-09-22,14.309999999999999,14.2420304127947
1361,2013-09-23,15.790000000000001,15.791982530687466
1362,2013-09-24,14.84,14.291726292399453
1363,2013-09-25,13.89,12.706632072511962
1364,2013-09-26,13.16,12.015068318323172
1365,2013-09-27,11.24,11.001304148672245
1366,2013-09-28,11.32,10.8265463554429
1367,2013-09-29,11.629999999999999,10.78733485749441
1368,2013-09-30,10.34,9.834218165698692
1369,2013-10-01,10.36,9.734647900583774
1370,2013-10-02,9.28,8.851444816259495
1371,2013-10-03,9.99,8.7227002051467
1372,2013-10-04,11.61,10.297818987426636
1373,2013-10-05,12.87,11.903442561147756
1374,2013-10-06,12.59,12.840511870760178
1375,2013-10-07,13.11,13.175904899665737
1376,2013-10-08,13.34,12.931082707876017
1377,2013-10-09,13.4,13.252538028579576
1378,2013-10-10,8.809999999999999,9.48341011056307
1379,2013-10-11,7.83,9.64648212721579
1380,2013-10-12,7.31,8.995622233710161
1381,2013-10-13,8.16,8.221580981342802
1382,2013-10-14,10.46,9.972519102288315
1383,2013-10-15,10.440000000000001,10.571449199614056
1384,2013-10-16,9.690000000000001,9.421774817242056
1385,2013-10-17,11.89,11.438466688477154
1386,2013-10-18,10.91,10.38250142874368
1387,2013-10-19,12.34,10.605009484542169
1388,2013-10-20,15.559999999999999,15.506311602640519
1389,2013-10-21,15.040000000000001,14.945472394977166
1390,2013-10-22,16.82,16.13000552198629
1391,2013-10-23,15.88,16.02404295989541
1392,2013-10-24,13.190000000000001,13.282581359516213
1393,2013-10-25,13.24,12.341013187570573
1394,2013-10-26,16.64,16.16072817219065
1395,2013-10-27,15.27,15.412889202070883
1396,2013-10-28,15.24,15.292330497214548
1397,2013-10-29,11.18,11.587967700114106
1398,2013-10-30,8.379999999999999,8.681485638346565
1399,2013-10-31,7.57,7.438220460415012
1400,2013-11-01,9.03,8.948722999765142
1401,2013-11-02,11.28,10.835993063492438
1402,2013-11-03,9.39,9.518265750603737
1403,2013-11-04,8.97,8.743105433857707
1404,2013-11-05,6.9,7.285032127958376
1405,2013-11-06,9.16,8.352825069498909
1406,2013-11-07,12.58,11.82910414016397
1407,2013-11-08,10.75,10.384256222177676
1408,2013-11-09,9.05,9.094527452310253
1409,2013-11-10,5.9399999999999995,6.157198480962906
1410,2013-11-11,4.76,5.049249799438874
1411,2013-11-12,5.029999999999999,4.77017874839956
1412,2013-11-13,5.49,5.894644797665477
1413,2013-11-14,4.08,4.314353078035374
1414,2013-11-15,4.73,4.546534754321117
1415,2013-11-16,3.34,3.8202277045293456
1416,2013-11-17,4.54,4.781258230851583
1417,2013-11-18,5.29,5.356528643300578
1418,2013-11-19,5.0600000000000005,5.306273760126962
1419,2013-11-20,3.7299999999999995,3.8561173178333976
1420,2013-11-21,3.1,2.9526663491028096
1421,2013-11-22,3.79,3.984541475856351
1422,2013-11-23,5.12,5.2091778751688755
1423,2013-11-24,3.7299999999999995,3.495714289190475
1424,2013-11-25,1.21,0.7342519638460513
1425,2013-11-26,-0.5800000000000001,-0.660032364998511
1426,2013-11-27,0.63,0.5042024824521076
1427,2013-11-28,4.07,4.500386698465566
1428,2013-11-29,4.779999999999999,4.779636062421855
1429,2013-11-30,4.340000000000001,4.369873390361135
1430,2013-12-01,4.970000000000001,5.170379246594992
1431,2013-12-02,3.54,2.8135486099672815
1432,2013-12-03,0.73,0.7086618157207198
1433,2013-12-04,2.21,1.9402097180078257
1434,2013-12-05,3.5100000000000002,3.3846845054541466
1435,2013-12-06,2.12,1.9582244577927177
1436,2013-12-07,2.88,2.082886365140987
1437,2013-12-08,5.84,5.073501488905725
1438,2013-12-09,7.340000000000001,7.643081612373007
1439,2013-12-10,6.18,6.95290464785779
1440,2013-12-11,4.34,4.877841244865984
1441,2013-12-12,2.46,2.631904578465865
1442,2013-12-13,1.19,1.2120025964495331
1443,2013-12-14,2.34,1.9237465380602972
1444,2013-12-15,4.76,4.478673234762116
1445,2013-12-16,5.83,5.597081100366316
1446,2013-12-17,5.3100000000000005,5.321031291563309
1447,2013-12-18,5.05,4.249820323577824
1448,2013-12-19,5.970000000000001,5.21090799125645
1449,2013-12-20,4.55,4.361488630506284
1450,2013-12-21,4.39,4.341836073447369
1451,2013-12-22,7.94,7.759152891558207
1452,2013-12-23,8.17,7.650674591051227
1453,2013-12-24,10.61,10.141885998714695
1454,2013-12-25,8.15,8.519771429539967
1455,2013-12-26,5.07,5.264280778696561
1456,2013-12-27,6.459999999999999,6.32820151650307
1457,2013-12-28,7.2,7.251543886449635
1458,2013-12-29,5.21,5.507909362229462
1459,2013-12-30,3.2700000000000005,3.1772908586499886
1460,2013-12-31,3.35,2.4489027810723325
1461,2014-01-01,4.2700000000000005,3.1310511416817834
1462,2014-01-02,6.75,5.720681839864412
1463,2014-01-03,7.56,7.1410333171027265
1464,2014-01-04,7.0,6.793946523577775
1465,2014-01-05,5.6899999999999995,5.538015322106498
1466,2014-01-06,7.2,6.250948198297791
1467,2014-01-07,10.41,9.948200898940097
1468,2014-01-08,9.64,9.323679579466468
1469,2014-01-09,9.34,8.942681538970279
1470,2014-01-10,5.65,6.1527992258311155
1471,2014-01-11,4.13,4.652485393083445
1472,2014-01-12,2.9099999999999997,3.5036767735825354
1473,2014-01-13,3.91,3.1364623022697202
1474,2014-01-14,4.7,4.164473230113613
1475,2014-01-15,3.81,3.6623369153384093
1476,2014-01-16,5.6,4.421261014919432
1477,2014-01-17,6.970000000000001,6.327775926673795
1478,2014-01-18,4.99,4.571673099754125
1479,2014-01-19,3.38,2.5800919346527755
1480,2014-01-20,1.7399999999999998,0.5274540974925517
1481,2014-01-21,1.29,0.05095290553728271
1482,2014-01-22,1.4,-0.5731250943440716
1483,2014-01-23,0.7399999999999999,-0.9019410356581362
1484,2014-01-24,0.29000000000000004,-2.1510621285969167
1485,2014-01-25,-1.46,-4.634707794122966
1486,2014-01-26,-0.3600000000000002,-3.9874741951396624
1487,2014-01-27,1.95,0.07491804914207006
1488,2014-01-28,1.75,0.1520715335942929
1489,2014-01-29,-1.22,-2.522382814699308
1490,2014-01-30,-0.6900000000000001,-2.271702106753983
1491,2014-01-31,0.5599999999999999,-0.5220378269066648
1492,2014-02-01,3.6700000000000004,2.8860812801811875
1493,2014-02-02,3.84,3.2950083207380416
1494,2014-02-03,2.1100000000000003,1.8346026657743326
1495,2014-02-04,3.63,2.7849820852198297
1496,2014-02-05,3.6799999999999997,2.68817515428376
1497,2014-02-06,7.13,6.4175755484668215
1498,2014-02-07,8.07,7.806804427960063
1499,2014-02-08,6.43,6.574556716068629
1500,2014-02-09,5.8100000000000005,5.921874004903416
1501,2014-02-10,4.32,4.462489376196791
1502,2014-02-11,5.37,5.114103619514755
1503,2014-02-12,4.89,4.6658269516395325
1504,2014-02-13,5.61,5.639746285664996
1505,2014-02-14,5.279999999999999,5.178808997926046
1506,2014-02-15,9.39,8.863268294275132
1507,2014-02-16,6.7700000000000005,6.991631157495087
1508,2014-02-17,5.61,5.575525316599615
1509,2014-02-18,5.4399999999999995,5.16725380738899
1510,2014-02-19,6.85,6.428764908460974
1511,2014-02-20,7.87,7.547170114181185
1512,2014-02-21,6.890000000000001,6.975060197705736
1513,2014-02-22,5.21,5.4629438387731035
1514,2014-02-23,6.09,6.018805925214634
1515,2014-02-24,7.140000000000001,6.567183215578227
1516,2014-02-25,8.23,7.654962416342663
1517,2014-02-26,7.57,7.558381147614919
1518,2014-02-27,5.9399999999999995,6.18815056084535
1519,2014-02-28,5.82,5.507889366950128
1520,2014-03-01,5.11,4.851937473763013
1521,2014-03-02,4.970000000000001,5.001501122731159
1522,2014-03-03,5.6,5.49389254555345
1523,2014-03-04,5.92,5.9299347959227084
1524,2014-03-05,5.49,5.979068785522982
1525,2014-03-06,5.58,5.797652715309428
1526,2014-03-07,7.090000000000001,6.399264865122485
1527,2014-03-08,8.8,8.076958524185605
1528,2014-03-09,11.41,10.324938048616806
1529,2014-03-10,10.2,9.93796110074894
1530,2014-03-11,8.55,8.362264611804196
1531,2014-03-12,8.84,8.29038631500595
1532,2014-03-13,9.51,9.13766505649988
1533,2014-03-14,8.93,8.694379463748927
1534,2014-03-15,8.709999999999999,8.585874581183644
1535,2014-03-16,9.99,9.598764420955423
1536,2014-03-17,10.4,10.365825860835374
1537,2014-03-18,9.84,10.045075124102047
1538,2014-03-19,10.77,10.154595394305986
1539,2014-03-20,13.7,13.413682426465327
1540,2014-03-21,12.42,12.888447402220523
1541,2014-03-22,8.239999999999998,8.376631551443205
1542,2014-03-23,5.58,6.054052341650268
1543,2014-03-24,4.24,4.6087984934819834
1544,2014-03-25,4.26,4.282098057756066
1545,2014-03-26,5.1,5.436405219648941
1546,2014-03-27,8.05,7.318239277625853
1547,2014-03-28,9.290000000000001,8.170869126743304
1548,2014-03-29,11.09,10.358720245065097
1549,2014-03-30,12.26,12.116276551746532
1550,2014-03-31,12.39,11.533120548207963
1551,2014-04-01,13.0,11.477237686142583
1552,2014-04-02,14.12,13.338162286990073
1553,2014-04-03,14.830000000000002,13.763801454176198
1554,2014-04-04,13.209999999999999,11.654974901854896
1555,2014-04-05,11.68,11.125979884060943
1556,2014-04-06,13.36,13.05997118766673
1557,2014-04-07,16.380000000000003,15.954364135433238
1558,2014-04-08,11.27,12.073642529883632
1559,2014-04-09,9.23,9.065804330039413
1560,2014-04-10,10.55,9.526089644131856
1561,2014-04-11,11.02,10.545955268806452
1562,2014-04-12,11.15,11.002029810335168
1563,2014-04-13,11.22,11.270703786005035
1564,2014-04-14,8.559999999999999,8.267581031855427
1565,2014-04-15,6.34,6.589496487316926
1566,2014-04-16,7.340000000000001,7.214013082769464
1567,2014-04-17,10.1,9.40529681074875
1568,2014-04-18,7.9799999999999995,8.010149957882373
1569,2014-04-19,10.26,10.484195724500797
1570,2014-04-20,14.440000000000001,14.10336786623519
1571,2014-04-21,12.05,12.679441118936838
1572,2014-04-22,13.41,13.838806356501818
1573,2014-04-23,14.440000000000001,14.206359539287954
1574,2014-04-24,14.4,13.637449580724248
1575,2014-04-25,16.53,16.078188145761306
1576,2014-04-26,15.069999999999999,15.578544091940358
1577,2014-04-27,12.690000000000001,13.233753944620544
1578,2014-04-28,12.89,13.413882563856305
1579,2014-04-29,13.62,14.088304171243498
1580,2014-04-30,14.279999999999998,14.639917550308935
1581,2014-05-01,13.319999999999999,13.49207226191584
1582,2014-05-02,9.64,8.773530705675615
1583,2014-05-03,8.25,8.091640378985641
1584,2014-05-04,8.43,8.139140595678082
1585,2014-05-05,11.26,10.427362704885535
1586,2014-05-06,14.690000000000001,14.269630669653903
1587,2014-05-07,13.1,13.40895944583121
1588,2014-05-08,12.59,12.734717275728357
1589,2014-05-09,13.65,13.519463176675115
1590,2014-05-10,12.2,12.562941690727989
1591,2014-05-11,11.36,11.688481645080353
1592,2014-05-12,10.25,10.647191754057562
1593,2014-05-13,10.129999999999999,10.412530755433066
1594,2014-05-14,9.5,9.564692037037332
1595,2014-05-15,9.61,10.078392210047262
1596,2014-05-16,12.09,11.992501283582818
1597,2014-05-17,12.830000000000002,13.05202907614006
1598,2014-05-18,14.12,13.27685326158415
1599,2014-05-19,16.830000000000002,15.84777555244406
1600,2014-05-20,19.96,19.554315871544553
1601,2014-05-21,21.09,21.484725704288195
1602,2014-05-22,20.81,22.032553716021553
1603,2014-05-23,16.19,17.283512545464507
1604,2014-05-24,15.35,16.061971479163162
1605,2014-05-25,17.03,17.602189042570142
1606,2014-05-26,16.82,17.75257306017472
1607,2014-05-27,14.919999999999998,15.030242721546312
1608,2014-05-28,12.919999999999998,12.110289194838012
1609,2014-05-29,11.34,10.864012684206404
1610,2014-05-30,11.629999999999999,12.043528875641867
1611,2014-05-31,13.819999999999999,13.860733978625104
1612,2014-06-01,13.91,13.77026977181132
1613,2014-06-02,15.070000000000002,14.899761113888932
1614,2014-06-03,16.27,16.155843467253597
1615,2014-06-04,16.4,17.024244204872154
1616,2014-06-05,14.309999999999999,15.201656612668785
1617,2014-06-06,18.06,17.813871387309064
1618,2014-06-07,22.31,21.795725935622585
1619,2014-06-08,23.86,24.193149909299635
1620,2014-06-09,24.240000000000002,23.961725527997462
1621,2014-06-10,23.880000000000003,24.343857073441242
1622,2014-06-11,20.869999999999997,21.533516015060812
1623,2014-06-12,19.05,19.175606539555538
1624,2014-06-13,17.86,17.3862305693167
1625,2014-06-14,15.819999999999999,15.887603279225813
1626,2014-06-15,16.39,16.302706520063705
1627,2014-06-16,15.52,15.848887744756528
1628,2014-06-17,16.53,16.989704243555423
1629,2014-06-18,17.169999999999998,17.343629623992257
1630,2014-06-19,15.49,15.797181059981389
1631,2014-06-20,14.61,14.740546256263627
1632,2014-06-21,15.3,14.954543220303927
1633,2014-06-22,16.32,15.916069768840979
1634,2014-06-23,15.99,15.869559146464205
1635,2014-06-24,16.1,15.588560031945455
1636,2014-06-25,14.65,14.277375798730858
1637,2014-06-26,15.790000000000001,15.482937926614554
1638,2014-06-27,18.080000000000002,17.987151325499067
1639,2014-06-28,17.45,18.25622732123755
1640,2014-06-29,15.59,15.911253935600433
1641,2014-06-30,14.809999999999999,15.134223586156288
1642,2014-07-01,15.430000000000001,15.539349333640327
1643,2014-07-02,16.07,15.925185980011602
1644,2014-07-03,19.419999999999998,18.860408893812984
1645,2014-07-04,22.78,22.81667795928666
1646,2014-07-05,20.95,21.833908419271225
1647,2014-07-06,23.03,23.63301509261808
1648,2014-07-07,19.72,20.57308613585395
1649,2014-07-08,16.369999999999997,17.684818472986613
1650,2014-07-09,15.63,17.43285807555463
1651,2014-07-10,18.8,19.362825234797693
1652,2014-07-11,19.14,19.488056231457907
1653,2014-07-12,18.380000000000003,17.936399597812112
1654,2014-07-13,17.93,17.768984938763513
1655,2014-07-14,18.919999999999998,19.34426135902619
1656,2014-07-15,19.43,20.16950980855296
1657,2014-07-16,21.15,21.112786582571818
1658,2014-07-17,22.43,22.260289559837865
1659,2014-07-18,24.75,24.242260966840142
1660,2014-07-19,26.47,26.051223685083833
1661,2014-07-20,24.41,25.3649881568036
1662,2014-07-21,20.6,21.985753266979433
1663,2014-07-22,22.1,22.324107913087744
1664,2014-07-23,22.82,22.63021357190283
1665,2014-07-24,20.490000000000002,20.223720434277666
1666,2014-07-25,19.45,19.847827407595673
1667,2014-07-26,20.25,20.87829008560547
1668,2014-07-27,21.28,21.91178682699586
1669,2014-07-28,21.669999999999998,22.22324554010035
1670,2014-07-29,20.93,21.625252611364182
1671,2014-07-30,19.84,20.230474928579596
1672,2014-07-31,19.81,19.9983991525962
1673,2014-08-01,21.69,21.6310621839762
1674,2014-08-02,22.04,22.568648081657262
1675,2014-08-03,21.05,21.903279947419886
1676,2014-08-04,19.830000000000002,20.21775450747549
1677,2014-08-05,18.919999999999998,19.25839286117344
1678,2014-08-06,19.11,19.454399930591293
1679,2014-08-07,19.4,19.50401977275529
1680,2014-08-08,20.7,20.751661315712877
1681,2014-08-09,20.66,20.93629974727746
1682,2014-08-10,20.85,21.355104984446392
1683,2014-08-11,17.93,18.60581154445031
1684,2014-08-12,16.96,17.22894861666314
1685,2014-08-13,16.7,17.280350069261868
1686,2014-08-14,16.07,16.72934285006821
1687,2014-08-15,14.98,15.514462334658212
1688,2014-08-16,15.02,15.083551478782226
1689,2014-08-17,16.009999999999998,16.26151249394499
1690,2014-08-18,15.39,15.914064098840953
1691,2014-08-19,14.0,14.461332041373696
1692,2014-08-20,13.45,13.629450856461666
1693,2014-08-21,14.11,14.230880514738736
1694,2014-08-22,15.040000000000001,15.27790081116393
1695,2014-08-23,14.0,14.562694900482164
1696,2014-08-24,12.84,13.148871835797392
1697,2014-08-25,13.6,13.522806231311066
1698,2014-08-26,14.13,14.20386836074706
1699,2014-08-27,15.169999999999998,15.137982749016118
1700,2014-08-28,17.32,16.989380534834705
1701,2014-08-29,17.7,17.73870960217281
1702,2014-08-30,17.25,17.406346676189667
1703,2014-08-31,14.830000000000002,15.309079241300397
1704,2014-09-01,14.41,14.591752211584456
1705,2014-09-02,15.39,15.636786657082133
1706,2014-09-03,15.87,16.084377083278618
1707,2014-09-04,17.619999999999997,17.551636000665557
1708,2014-09-05,19.240000000000002,19.331182868870318
1709,2014-09-06,19.369999999999997,19.710595752761016
1710,2014-09-07,18.57,19.147935674103966
1711,2014-09-08,17.48,18.120177275813944
1712,2014-09-09,15.66,16.032844373376225
1713,2014-09-10,14.91,14.926994826987134
1714,2014-09-11,14.309999999999999,14.281974100449471
1715,2014-09-12,14.430000000000001,14.964058053268666
1716,2014-09-13,15.76,16.114512838890825
1717,2014-09-14,16.21,16.733999803487432
1718,2014-09-15,17.09,17.838076331622254
1719,2014-09-16,18.169999999999998,18.181978421712106
1720,2014-09-17,18.009999999999998,17.966308785009463
1721,2014-09-18,18.05,18.201108290589893
1722,2014-09-19,18.55,17.822797286716952
1723,2014-09-20,17.79,17.486671724082264
1724,2014-09-21,15.669999999999998,15.900364320198683
1725,2014-09-22,11.92,12.122178221792874
1726,2014-09-23,10.9,10.977085049077377
1727,2014-09-24,11.53,11.751218935890336
1728,2014-09-25,13.290000000000001,13.1151053133658
1729,2014-09-26,14.55,14.44111262695597
1730,2014-09-27,14.790000000000001,14.431356113743352
1731,2014-09-28,15.09,14.515359655332736
1732,2014-09-29,17.07,16.763094889976877
1733,2014-09-30,16.69,16.782770647601197
1734,2014-10-01,15.84,15.786402119247887
1735,2014-10-02,15.76,16.039568299989266
1736,2014-10-03,15.319999999999999,15.194720440738584
1737,2014-10-04,14.080000000000002,13.776856768939066
1738,2014-10-05,12.68,12.868159820933588
1739,2014-10-06,13.41,13.398201028997518
1740,2014-10-07,13.95,13.879363470462241
1741,2014-10-08,14.419999999999998,14.503764818259862
1742,2014-10-09,16.880000000000003,16.987462288592717
1743,2014-10-10,15.1,15.395732388148732
1744,2014-10-11,14.4,14.501077605429787
1745,2014-10-12,13.580000000000002,13.662743474830492
1746,2014-10-13,15.26,14.999521615249376
1747,2014-10-14,14.41,14.839820477129487
1748,2014-10-15,13.89,14.06973255076246
1749,2014-10-16,14.01,13.453269387596535
1750,2014-10-17,14.040000000000001,13.91358810546868
1751,2014-10-18,14.690000000000001,14.040206848353805
1752,2014-10-19,17.28,16.90645734246711
1753,2014-10-20,14.99,15.184966587409956
1754,2014-10-21,11.76,12.276450628987046
1755,2014-10-22,8.64,9.147777339684723
1756,2014-10-23,10.05,10.055474842573886
1757,2014-10-24,10.22,9.641522433688127
1758,2014-10-25,10.17,9.196370433065193
1759,2014-10-26,11.72,11.426062541843876
1760,2014-10-27,10.379999999999999,10.593825872246862
1761,2014-10-28,7.43,7.683490662254894
1762,2014-10-29,7.92,7.519842558362009
1763,2014-10-30,10.690000000000001,9.545533412883723
1764,2014-10-31,12.89,12.04191196824451
1765,2014-11-01,13.34,13.048875930508391
1766,2014-11-02,12.830000000000002,12.59058849136163
1767,2014-11-03,13.469999999999999,13.322844594054294
1768,2014-11-04,11.059999999999999,11.571259928310672
1769,2014-11-05,9.02,9.309397261057882
1770,2014-11-06,7.44,7.960535519394371
1771,2014-11-07,6.85,7.234174458015072
1772,2014-11-08,9.43,8.996576981028316
1773,2014-11-09,8.03,7.600137097301325
1774,2014-11-10,8.51,8.468892547651148
1775,2014-11-11,8.17,8.161834130137803
1776,2014-11-12,9.22,9.456595450859986
1777,2014-11-13,9.51,9.82405794586641
1778,2014-11-14,10.14,9.846445291598384
1779,2014-11-15,9.459999999999999,9.614573940705395
1780,2014-11-16,8.620000000000001,8.692633925368689
1781,2014-11-17,8.1,7.758330081198622
1782,2014-11-18,7.4799999999999995,7.18709248920083
1783,2014-11-19,6.7,6.101777406643317
1784,2014-11-20,5.57,5.528541931309041
1785,2014-11-21,4.79,4.8039272557809065
1786,2014-11-22,6.62,5.963456625808781
1787,2014-11-23,8.1,6.779555376477211
1788,2014-11-24,7.19,7.284359361906416
1789,2014-11-25,4.45,4.600789851292347
1790,2014-11-26,4.12,3.933421702454972
1791,2014-11-27,4.76,3.802309853326277
1792,2014-11-28,3.59,2.6744547510520595
1793,2014-11-29,1.95,1.269142408930229
1794,2014-11-30,1.69,0.6334324007265427
1795,2014-12-01,1.29,0.0804533432434289
1796,2014-12-02,0.4700000000000001,-0.454986766447837
1797,2014-12-03,-0.23000000000000004,-0.38460525433651294
1798,2014-12-04,1.7900000000000003,1.638339165080036
1799,2014-12-05,3.16,2.8224661437463405
