,Date,Average_temp,Weighted_Average_Temperature
294,2010-10-22,5.68,6.167302910357798
295,2010-10-23,6.7,7.0884931572596415
296,2010-10-24,7.609999999999999,7.91696634273419
297,2010-10-25,4.59,5.205019704538073
298,2010-10-26,5.05,5.169647845624025
299,2010-10-27,7.2700000000000005,6.835635992946021
300,2010-10-28,9.17,9.234114539303476
301,2010-10-29,10.05,10.037238795406505
302,2010-10-30,10.9,10.70721707917384
303,2010-10-31,9.4,9.38884513458971
304,2010-11-01,8.99,9.245203520142494
305,2010-11-02,9.370000000000001,9.014894091726392
306,2010-11-03,12.1,11.692811256561923
307,2010-11-04,14.719999999999999,14.046809016050176
308,2010-11-05,13.77,13.85823229480107
309,2010-11-06,10.22,9.872799027808204
310,2010-11-07,6.05,5.523078227523792
311,2010-11-08,4.55,4.018619087243607
312,2010-11-09,5.93,5.04922810921769
313,2010-11-10,6.4799999999999995,6.035872579977551
314,2010-11-11,5.99,6.030367299772198
315,2010-11-12,10.76,10.07991575299931
316,2010-11-13,12.57,11.842400732416257
317,2010-11-14,13.48,13.19359321211031
318,2010-11-15,8.72,9.562513634003151
319,2010-11-16,4.7700000000000005,5.333980504644602
320,2010-11-17,4.529999999999999,4.423087507749954
321,2010-11-18,5.55,5.517251629976069
322,2010-11-19,6.5200000000000005,6.221259764690048
323,2010-11-20,5.6,5.683039950366734
324,2010-11-21,4.01,4.279813376833484
325,2010-11-22,4.13,4.230867467042821
326,2010-11-23,3.45,3.2987731473887036
327,2010-11-24,2.65,2.028025074734769
328,2010-11-25,1.3900000000000001,0.9748324294063015
329,2010-11-26,-0.38,-0.29106369599858634
330,2010-11-27,-1.64,-1.9522996459165787
331,2010-11-28,-2.29,-2.3383633221967823
332,2010-11-29,-1.67,-1.4983504943398596
333,2010-11-30,-2.92,-3.225047322021247
334,2010-12-01,-6.409999999999999,-6.607693869672229
335,2010-12-02,-6.74,-6.768683373367245
336,2010-12-03,-6.279999999999999,-6.285272717402093
337,2010-12-04,-4.0600000000000005,-4.6442048301982926
338,2010-12-05,0.27999999999999997,-0.18895516316626212
339,2010-12-06,0.06999999999999999,0.45518601441388623
340,2010-12-07,-0.8400000000000001,-1.0672344917645544
341,2010-12-08,0.2,-0.08179889212895025
342,2010-12-09,-0.04999999999999999,-0.3738687962296438
343,2010-12-10,0.63,-0.2447549311270448
344,2010-12-11,4.34,3.988461280605762
345,2010-12-12,2.15,1.7995226473179267
346,2010-12-13,-3.46,-3.0246704240115196
347,2010-12-14,-3.44,-3.1800450720278963
348,2010-12-15,-3.9299999999999997,-4.122844417847469
349,2010-12-16,-3.6399999999999997,-3.9996716931202068
350,2010-12-17,-3.13,-3.326199303513153
351,2010-12-18,-5.38,-5.571460451678509
352,2010-12-19,-2.7,-5.056715556788817
353,2010-12-20,-2.75,-2.947198810721397
354,2010-12-21,-1.58,-3.3318904231841864
355,2010-12-22,0.53,-0.7398988304313889
356,2010-12-23,0.08000000000000003,0.31071424765600864
357,2010-12-24,-1.54,-1.0777995761470667
358,2010-12-25,-5.6,-5.202777556586934
359,2010-12-26,-4.970000000000001,-5.860117137263354
360,2010-12-27,-2.15,-2.664190199997265
361,2010-12-28,-2.46,-3.836314867501277
362,2010-12-29,-3.07,-4.813599777073193
363,2010-12-30,-3.46,-4.89649642933649
364,2010-12-31,-0.2,0.1563372659060853
365,2011-01-01,1.1199999999999999,1.514971169626508
366,2011-01-02,0.33999999999999997,0.5240021806014241
367,2011-01-03,-0.85,-1.1021028438690892
368,2011-01-04,-1.9,-1.6651159067523544
369,2011-01-05,-3.53,-3.8628187235359377
370,2011-01-06,3.22,1.8010114020080699
371,2011-01-07,6.11,5.27565908275285
372,2011-01-08,9.33,8.227424981412279
373,2011-01-09,5.86,6.232316071749069
374,2011-01-10,1.03,1.7059345452055674
375,2011-01-11,2.63,1.7759059401250883
376,2011-01-12,4.93,4.488087025698423
377,2011-01-13,9.16,7.588451908080787
378,2011-01-14,10.73,10.451454054531649
379,2011-01-15,8.66,8.69242261982127
380,2011-01-16,7.640000000000001,7.771257100610659
381,2011-01-17,5.85,5.884975985107335
382,2011-01-18,6.409999999999999,6.204036856426594
383,2011-01-19,3.25,3.430752496284344
384,2011-01-20,1.03,1.0685143238948287
385,2011-01-21,-0.78,-0.4381095927583359
386,2011-01-22,-0.12000000000000002,-0.3223817406767501
387,2011-01-23,0.53,0.3173482920062599
388,2011-01-24,1.85,1.494088680532242
389,2011-01-25,2.67,2.6450203069976013
390,2011-01-26,1.22,1.1946607317970168
391,2011-01-27,-0.41000000000000003,-0.6588322706523421
392,2011-01-28,-1.64,-1.8284422821536128
393,2011-01-29,-3.1100000000000003,-3.1806791061413704
394,2011-01-30,-3.7399999999999998,-3.616785034301176
395,2011-01-31,-4.430000000000001,-4.416872592312029
396,2011-02-01,-3.8299999999999996,-3.879764575933521
397,2011-02-02,-0.6100000000000001,-0.6513900159366488
398,2011-02-03,2.06,1.9543403726841495
399,2011-02-04,5.93,5.390482599450084
400,2011-02-05,9.36,9.120950756653087
401,2011-02-06,8.8,8.989853213840492
402,2011-02-07,7.76,7.966364399240029
403,2011-02-08,5.91,6.317321667993951
404,2011-02-09,3.3299999999999996,3.09134063439324
405,2011-02-10,4.87,4.270319512481023
406,2011-02-11,8.26,7.013519804346653
407,2011-02-12,4.37,3.1364893542128915
408,2011-02-13,4.2700000000000005,2.878118393030668
409,2011-02-14,4.3,2.6769184748913246
410,2011-02-15,2.8899999999999997,1.3480337709611654
411,2011-02-16,3.71,2.050508671347671
412,2011-02-17,1.3699999999999999,0.742508017200807
413,2011-02-18,0.9199999999999999,0.2607167690917788
414,2011-02-19,1.23,0.11803413092653828
415,2011-02-20,-0.8699999999999999,-1.6889267015684841
416,2011-02-21,-3.06,-3.7772172713231864
417,2011-02-22,-4.07,-5.1651762282224105
418,2011-02-23,-3.13,-4.777858286583285
419,2011-02-24,-0.09000000000000001,-1.6426066846324907
420,2011-02-25,2.16,0.18943696297298868
421,2011-02-26,3.5799999999999996,1.9008259233468423
422,2011-02-27,3.54,2.666461556327491
423,2011-02-28,3.35,3.2931959076719868
424,2011-03-01,2.82,1.9530260459700113
425,2011-03-02,2.2,1.5905523689623258
426,2011-03-03,1.4300000000000002,1.0751239761858993
427,2011-03-04,1.59,0.8506777459924906
428,2011-03-05,1.48,1.600290455975438
429,2011-03-06,1.29,1.019519789411027
430,2011-03-07,1.6300000000000001,1.1000865511147053
431,2011-03-08,4.04,3.360074377740278
432,2011-03-09,7.220000000000001,6.873899112194494
433,2011-03-10,7.640000000000001,7.744848110974724
434,2011-03-11,7.970000000000001,7.635040338357381
435,2011-03-12,8.33,7.910747827642539
436,2011-03-13,10.75,10.324116673084232
437,2011-03-14,10.540000000000001,10.354446214250885
438,2011-03-15,10.370000000000001,9.363003874955917
439,2011-03-16,7.38,6.618539576011135
440,2011-03-17,5.65,5.211939145210619
441,2011-03-18,5.21,4.774002268704837
442,2011-03-19,5.35,5.098786421636252
443,2011-03-20,4.68,4.385640805070528
444,2011-03-21,6.470000000000001,6.2538730721819515
445,2011-03-22,8.15,8.284615717665648
446,2011-03-23,8.879999999999999,8.532275510615914
447,2011-03-24,9.84,9.872237112631318
448,2011-03-25,10.03,9.539607669628646
449,2011-03-26,6.93,6.480669632926779
450,2011-03-27,6.25,5.148998620804002
451,2011-03-28,6.719999999999999,6.2693750774575845
452,2011-03-29,8.040000000000001,7.487473121117104
453,2011-03-30,9.809999999999999,9.499014299016103
454,2011-03-31,11.86,11.669782173960945
455,2011-04-01,13.84,13.65703887114188
456,2011-04-02,16.22,15.882355470756252
457,2011-04-03,14.15,14.94071664826424
458,2011-04-04,10.42,10.464478029651918
459,2011-04-05,10.26,10.558207281822597
460,2011-04-06,14.5,13.544913953591987
461,2011-04-07,15.13,14.665976819740337
462,2011-04-08,11.95,11.512560056110967
463,2011-04-09,11.35,10.880019295486512
464,2011-04-10,11.629999999999999,11.279704136992247
465,2011-04-11,14.48,14.186887292156708
466,2011-04-12,9.14,9.526707064458892
467,2011-04-13,7.45,7.059848044267855
468,2011-04-14,7.7700000000000005,7.467872956221078
469,2011-04-15,8.52,8.438319455087942
470,2011-04-16,10.07,9.84634300773137
471,2011-04-17,11.72,11.81664705596572
472,2011-04-18,12.15,12.186431831075048
473,2011-04-19,14.36,14.081474210075289
474,2011-04-20,15.280000000000001,15.13816529089691
475,2011-04-21,16.509999999999998,16.181559703949038
476,2011-04-22,17.57,17.08527246567806
477,2011-04-23,18.130000000000003,17.717425395078777
478,2011-04-24,16.61,16.294235083232135
479,2011-04-25,14.91,14.369573100366654
480,2011-04-26,13.55,13.605011523506873
481,2011-04-27,11.74,13.135725539576766
482,2011-04-28,13.24,13.928769942941713
483,2011-04-29,15.25,15.03647516536801
484,2011-04-30,14.26,13.461988143294413
485,2011-05-01,11.89,11.18477771047423
486,2011-05-02,9.6,8.958147438628211
487,2011-05-03,7.7299999999999995,7.601454050336249
488,2011-05-04,7.83,7.726236122348957
489,2011-05-05,10.379999999999999,9.827468957601534
490,2011-05-06,14.809999999999999,14.278143229802314
491,2011-05-07,18.240000000000002,17.13652178465965
492,2011-05-08,18.69,17.459331087003967
493,2011-05-09,18.759999999999998,18.473428606406227
494,2011-05-10,18.48,18.764989264389364
495,2011-05-11,18.15,18.262782861251473
496,2011-05-12,15.469999999999999,15.99941339069509
497,2011-05-13,13.969999999999999,13.93706128800645
498,2011-05-14,13.38,13.553500612906074
499,2011-05-15,11.09,11.219985990718266
500,2011-05-16,12.0,11.708106193644758
501,2011-05-17,14.48,14.41626589542897
502,2011-05-18,16.52,16.747913983882782
503,2011-05-19,16.93,17.32773591094272
504,2011-05-20,17.36,17.234183050195533
505,2011-05-21,17.86,17.939747049227908
506,2011-05-22,17.830000000000002,18.447964488115396
507,2011-05-23,16.720000000000002,16.900213277385706
508,2011-05-24,15.969999999999999,16.137834022064283
509,2011-05-25,15.080000000000002,14.961993932947264
510,2011-05-26,17.98,18.200897522053754
511,2011-05-27,13.74,14.544038306357045
512,2011-05-28,14.11,14.053394989500172
513,2011-05-29,17.47,17.192831973450165
514,2011-05-30,22.119999999999997,22.04430397590565
515,2011-05-31,16.91,18.724644412527702
516,2011-06-01,13.25,13.706394554101497
517,2011-06-02,16.279999999999998,16.18040594360727
518,2011-06-03,19.68,19.37896019177344
519,2011-06-04,22.19,21.79590874600902
520,2011-06-05,21.080000000000002,22.21063180803391
521,2011-06-06,19.97,21.075602511970946
522,2011-06-07,18.869999999999997,19.424108248719797
523,2011-06-08,15.61,16.605873292356574
524,2011-06-09,15.14,15.559166258104572
525,2011-06-10,15.24,15.737474216116665
526,2011-06-11,14.559999999999999,15.47362816483192
527,2011-06-12,15.75,16.109799398597715
528,2011-06-13,17.65,18.150751551480127
529,2011-06-14,18.16,18.42571791485569
530,2011-06-15,19.34,19.362830218933624
531,2011-06-16,18.94,20.139823380346712
532,2011-06-17,16.72,17.355740679938506
533,2011-06-18,15.27,15.770147207377729
534,2011-06-19,13.719999999999999,13.852163110798935
535,2011-06-20,14.5,14.854571329488051
536,2011-06-21,18.529999999999998,18.022090798034842
537,2011-06-22,18.330000000000002,18.801626380611946
538,2011-06-23,16.029999999999998,16.466871413404455
539,2011-06-24,14.13,14.485227490983457
540,2011-06-25,14.09,14.505153596553326
541,2011-06-26,18.94,18.115802177798898
542,2011-06-27,22.82,21.747332929288284
543,2011-06-28,24.93,23.543379427081128
544,2011-06-29,20.71,21.9422348211035
545,2011-06-30,15.419999999999998,15.79218567198529
546,2011-07-01,14.069999999999999,14.624452816972374
547,2011-07-02,13.51,13.2856637706935
548,2011-07-03,14.75,15.118089753547906
549,2011-07-04,16.07,16.264905003963396
550,2011-07-05,19.04,18.844121820001703
551,2011-07-06,20.630000000000003,20.84037318759742
552,2011-07-07,20.04,20.540050712324486
553,2011-07-08,19.29,19.724846421067355
554,2011-07-09,20.12,20.652759428260875
555,2011-07-10,19.79,20.155770282685253
556,2011-07-11,19.44,19.11353764319007
557,2011-07-12,21.31,20.90081342944381
558,2011-07-13,17.85,19.550924779571556
559,2011-07-14,15.15,16.1311241416525
560,2011-07-15,16.21,15.956119474269313
561,2011-07-16,19.03,19.111200377116173
562,2011-07-17,17.490000000000002,18.35742897627274
563,2011-07-18,16.61,17.04581233989827
564,2011-07-19,17.41,17.950167526541993
565,2011-07-20,16.369999999999997,17.2770300305937
566,2011-07-21,16.47,16.5471967717567
567,2011-07-22,15.23,14.822858203933892
568,2011-07-23,14.15,14.522284281520443
569,2011-07-24,12.830000000000002,13.481915977369335
570,2011-07-25,15.13,14.763975731117782
571,2011-07-26,16.85,17.266460759201372
572,2011-07-27,17.85,18.321188199546345
573,2011-07-28,17.77,17.73188215824497
574,2011-07-29,16.72,16.30855118300648
575,2011-07-30,15.12,15.586017552045833
576,2011-07-31,14.959999999999999,15.449753381765596
577,2011-08-01,17.03,17.176144725546543
578,2011-08-02,20.720000000000002,20.05889281867403
579,2011-08-03,20.619999999999997,20.688668273281344
580,2011-08-04,20.72,20.296391871562342
581,2011-08-05,19.64,20.03078781316673
582,2011-08-06,20.86,21.331414178087876
583,2011-08-07,17.880000000000003,18.564477467468237
584,2011-08-08,15.780000000000001,16.156452454825395
585,2011-08-09,14.88,15.255407221106758
586,2011-08-10,15.190000000000001,14.995363192894535
587,2011-08-11,18.880000000000003,18.372224685854693
588,2011-08-12,18.34,18.507665080833203
589,2011-08-13,18.57,18.57373573490371
590,2011-08-14,19.04,19.38837045018243
591,2011-08-15,17.63,17.76825030733407
592,2011-08-16,17.580000000000002,17.409944861527865
593,2011-08-17,20.02,19.61010013330466
594,2011-08-18,21.53,21.286245731494528
595,2011-08-19,19.369999999999997,19.615026792247875
596,2011-08-20,18.93,18.60521792043557
597,2011-08-21,21.81,21.56695790578355
598,2011-08-22,21.5,21.79086549688269
599,2011-08-23,22.3,21.129018470083395
600,2011-08-24,21.98,22.143568530568484
601,2011-08-25,20.82,21.15817809022511
602,2011-08-26,22.73,23.559425114322565
603,2011-08-27,15.26,16.15305913929007
604,2011-08-28,15.2,15.415515136879563
605,2011-08-29,14.6,14.725687464638018
606,2011-08-30,14.05,14.177223665113724
607,2011-08-31,14.569999999999999,14.727072089484873
608,2011-09-01,15.23,15.075166702145772
609,2011-09-02,17.990000000000002,17.16178396992804
610,2011-09-03,21.869999999999997,20.99657704815472
611,2011-09-04,21.32,21.654378928415813
612,2011-09-05,17.0,17.574508695513178
613,2011-09-06,16.52,16.63225665648555
614,2011-09-07,15.59,15.757857335066427
