,Date,Nuclear_prod,Coal_prod,Oil_prod,Gas_prod
3231,2019-11-06,222.7,624.2,2.6,231.2
3232,2019-11-07,222.3,595.0,2.6,210.7
3233,2019-11-08,222.2,640.3,2.6,216.3
3234,2019-11-09,222.8,585.0,2.6,160.7
3235,2019-11-10,222.8,558.2,2.6,150.8
3236,2019-11-11,222.6,565.1,2.6,169.8
3237,2019-11-12,221.5,527.9000000000001,2.5,193.5
3238,2019-11-13,222.6,615.2,2.6,225.7
3239,2019-11-14,222.7,633.5999999999999,2.5,231.6
3240,2019-11-15,221.7,554.7,2.5,172
3241,2019-11-16,221.2,536.2,2.6,157.9
3242,2019-11-17,216.2,535.6,2.6,135.5
3243,2019-11-18,189.7,618.0,2.6,200.5
3244,2019-11-19,185.1,621.6,3,221.9
3245,2019-11-20,191.2,740.2,3,259.3
3246,2019-11-21,190.8,711.3,2.8,257.9
3247,2019-11-22,192.6,648.0,1.8,218.7
3248,2019-11-23,219.1,342.09999999999997,2.1,103.6
3249,2019-11-24,220,430.5,2,124
3250,2019-11-25,221.9,684.5,2.9,236.9
3251,2019-11-26,220.7,702.3,2.8,219.8
3252,2019-11-27,218.7,573.5,2.6,138.3
3253,2019-11-28,214.6,408.9,1.8,107
3254,2019-11-29,211.3,483.4,1.8,140.1
3255,2019-11-30,220.8,555.7,1.8,160.3
3256,2019-12-01,212.7,572.5999999999999,1.4,175.3
3257,2019-12-02,214.6,639.8,1.5,233.6
3258,2019-12-03,218.5,686.7,2.2,252.3
3259,2019-12-04,221.1,659.0,2.2,239.8
3260,2019-12-05,218.2,594.7,2.2,230.9
3261,2019-12-06,212.3,346.1,1.9,134.3
3262,2019-12-07,200.3,229.1,1.9,99.8
3263,2019-12-08,183.2,162.60000000000002,1.9,69.8
3264,2019-12-09,203.6,340.2,1.9,134.1
3265,2019-12-10,212.8,500.79999999999995,1.9,196.5
3266,2019-12-11,212.5,561.9,1.9,227.1
3267,2019-12-12,219,569.5999999999999,1.9,239.8
3268,2019-12-13,213.5,451.6,2,192.8
3269,2019-12-14,197.8,189.2,1.9,102.8
3270,2019-12-15,182,179.5,1.9,82.3
3271,2019-12-16,209.9,503.3,1.9,205.4
3272,2019-12-17,217.6,514.3,1.9,187.8
3273,2019-12-18,214,507.79999999999995,1.9,203.5
3274,2019-12-19,213.8,365.9,1.9,154.1
3275,2019-12-20,210.6,273.9,1.9,120.5
3276,2019-12-21,212.7,265.2,1.9,103.3
3277,2019-12-22,215.2,234.9,1.9,95.9
3278,2019-12-23,204.2,216.3,1.9,103.3
3279,2019-12-24,209.4,195.0,2,100.4
3280,2019-12-25,215.2,214.8,2,91.5
3281,2019-12-26,217.6,243.39999999999998,2,109.1
3282,2019-12-27,218.1,315.1,2,150.3
3283,2019-12-28,218.2,296.7,1.9,163.6
3284,2019-12-29,216.6,240.1,1.9,123.5
3285,2019-12-30,206.1,233.7,1.9,119.5
3286,2019-12-31,200.1,261.0,1.9,122.8
3287,2020-01-01,193.1,294.9,2.4,125.8
3288,2020-01-02,192.1,314.0,2.4,144.5
3289,2020-01-03,184,257.9,2.4,119.1
3290,2020-01-04,180.8,247.6,2.4,114.2
3291,2020-01-05,191.4,316.6,2.4,149.1
3292,2020-01-06,190.1,392.1,2.3,213.8
3293,2020-01-07,189.1,475.6,2,232.8
3294,2020-01-08,187.9,484.1,2.1,225.9
3295,2020-01-09,190.5,438.9,2.5,199
3296,2020-01-10,186,428.20000000000005,2.5,188
3297,2020-01-11,186.7,351.2,2.5,178.5
3298,2020-01-12,179.7,245.5,2.5,116.4
3299,2020-01-13,191.9,437.70000000000005,2.5,215.3
3300,2020-01-14,184.5,297.8,2.4,136.5
3301,2020-01-15,187.5,308.4,2.4,123.2
3302,2020-01-16,187.5,425.4,2.4,216.7
3303,2020-01-17,186.4,405.1,2.4,218.1
3304,2020-01-18,185,370.9,2.4,170.8
3305,2020-01-19,193.2,388.4,2.5,189.8
3306,2020-01-20,191.7,618.3,2.5,302.3
3307,2020-01-21,192.9,608.6,2.7,320
3308,2020-01-22,192.5,698.9000000000001,2.8,322.2
3309,2020-01-23,194.1,732.3,2.8,337.2
3310,2020-01-24,194.1,714.2,2.5,327.7
3311,2020-01-25,194,599.3,2.4,257.5
3312,2020-01-26,193.6,428.9,2.4,194.3
3313,2020-01-27,190.1,425.20000000000005,2.4,225.4
3314,2020-01-28,179.1,278.7,2.4,170.1
3315,2020-01-29,180.5,275.2,2.4,187.9
3316,2020-01-30,175.7,281.9,2.4,153.4
3317,2020-01-31,165.1,235.29999999999998,2.4,123.5
3318,2020-02-01,165.7,150.0,1.8,81.2
3319,2020-02-02,176.8,186.3,1.8,96.3
3320,2020-02-03,184.8,257.5,1.8,145.1
3321,2020-02-04,184,305.2,1.8,160.9
3322,2020-02-05,191.1,463.59999999999997,1.8,252.2
3323,2020-02-06,193.2,572.2,1.8,281.5
3324,2020-02-07,192.6,523.7,1.8,280.9
3325,2020-02-08,190.4,275.6,1.7,172.9
3326,2020-02-09,141.3,167.5,1.7,72.7
3327,2020-02-10,169.5,196.9,1.7,107.9
3328,2020-02-11,173.1,204.10000000000002,1.7,106.5
3329,2020-02-12,177.3,234.7,1.7,118.3
3330,2020-02-13,189.2,328.5,1.7,192.9
3331,2020-02-14,192.9,398.1,1.7,241.3
3332,2020-02-15,173.3,173.5,1.7,104.6
3333,2020-02-16,131.7,139.7,1.7,71.2
3334,2020-02-17,171.1,222.2,1.7,111.1
3335,2020-02-18,182.8,208.0,1.7,114.7
3336,2020-02-19,184.5,224.79999999999998,1.7,164.9
3337,2020-02-20,187.8,218.7,1.7,176.3
3338,2020-02-21,185.8,184.2,1.7,126.2
3339,2020-02-22,149.2,139.3,1.7,71.7
3340,2020-02-23,167.7,133.4,1.7,72.5
3341,2020-02-24,185.4,214.39999999999998,1.7,150.3
3342,2020-02-25,175,256.1,1.7,133.8
3343,2020-02-26,193,327.9,1.7,214.3
3344,2020-02-27,193.7,405.7,1.8,264.3
3345,2020-02-28,184.3,312.6,1.7,209.2
3346,2020-02-29,178,155.2,1.7,93.4
3347,2020-03-01,174.4,174.3,1.8,82.6
3348,2020-03-02,191.9,433.2,1.8,207.8
3349,2020-03-03,193.3,524.4000000000001,1.8,255.2
3350,2020-03-04,193.2,550.6,1.8,263
3351,2020-03-05,193.1,477.20000000000005,1.8,230
3352,2020-03-06,189,334.5,1.8,214.3
3353,2020-03-07,192.2,284.2,1.8,169.3
3354,2020-03-08,183.4,184.7,1.8,96.5
3355,2020-03-09,191.6,349.1,1.8,226
3356,2020-03-10,176.5,239.3,1.9,140.5
3357,2020-03-11,178.2,210.3,1.8,140.3
3358,2020-03-12,169.9,188.8,1.8,108.1
3359,2020-03-13,183.6,205.1,1.8,127.4
3360,2020-03-14,193.2,226.60000000000002,1.8,135.6
3361,2020-03-15,173.3,170.9,1.8,90.7
3362,2020-03-16,192.3,383.9,1.8,182.4
3363,2020-03-17,190.9,403.4,1.8,188.6
3364,2020-03-18,190.5,378.5,1.8,120.3
3365,2020-03-19,191.9,428.70000000000005,1.8,195.4
3366,2020-03-20,171.6,362.7,1.8,146.1
3367,2020-03-21,152.9,147.60000000000002,1.8,79.3
3368,2020-03-22,133.6,148.1,1.8,71.9
3369,2020-03-23,156.8,201.3,1.8,102.4
3370,2020-03-24,159,271.2,1.7,109
3371,2020-03-25,157.9,295.6,1.7,118.4
3372,2020-03-26,157.1,279.6,1.7,114.4
3373,2020-03-27,154.4,278.3,1.7,108
3374,2020-03-28,151.1,175.10000000000002,1.7,89.9
3375,2020-03-29,143.6,144.3,1.6,62.5
3376,2020-03-30,159.7,255.5,1.7,157.5
3377,2020-03-31,161.2,314.0,1.7,180.2
3378,2020-04-01,158.9,280.0,1.4,148.6
3379,2020-04-02,154.2,250.6,1.5,114.6
3380,2020-04-03,157.1,233.79999999999998,1.4,107.3
3381,2020-04-04,156.8,194.79999999999998,1.5,114.4
3382,2020-04-05,132.7,120.7,1.4,70.9
3383,2020-04-06,160.7,158.39999999999998,1.5,94.1
3384,2020-04-07,180.4,238.9,1.5,127.8
3385,2020-04-08,180.6,244.5,1.4,137
3386,2020-04-09,179.2,247.39999999999998,1.5,140
3387,2020-04-10,185.7,163.7,1.5,97.8
3388,2020-04-11,183.5,162.2,1.4,79.1
3389,2020-04-12,153,150.2,1.4,61.1
3390,2020-04-13,129.5,117.9,1.4,50.5
3391,2020-04-14,155.2,139.9,1.4,101.4
3392,2020-04-15,158.3,144.5,1.4,105
3393,2020-04-16,150.8,188.5,1.4,139.7
3394,2020-04-17,152.6,199.89999999999998,1.4,157.8
3395,2020-04-18,155.4,169.0,1.4,82.4
3396,2020-04-19,146.7,154.39999999999998,1.4,57.9
3397,2020-04-20,147,132.3,1.4,66
3398,2020-04-21,147,124.0,1.5,56.1
3399,2020-04-22,152.8,134.9,1.5,62.7
3400,2020-04-23,156.5,176.8,1.5,153.5
3401,2020-04-24,155.3,166.5,1.5,105.1
3402,2020-04-25,154.2,144.7,1.4,84.2
3403,2020-04-26,156.7,166.3,1.4,101.2
3404,2020-04-27,156.4,233.7,1.4,165.8
3405,2020-04-28,157,278.2,1.4,175.3
3406,2020-04-29,156.3,264.5,1.5,165
3407,2020-04-30,153.9,176.70000000000002,1.5,101.3
3408,2020-05-01,147.6,139.4,1.1,53.7
3409,2020-05-02,154.3,140.0,1.1,51.1
3410,2020-05-03,155,152.8,1.1,65.2
3411,2020-05-04,156,245.39999999999998,1.1,135.6
3412,2020-05-05,157.6,227.7,1.1,131.7
3413,2020-05-06,155.1,216.0,1.1,126.2
3414,2020-05-07,155.1,219.0,1.1,153.1
3415,2020-05-08,145.8,236.5,1.1,146.9
3416,2020-05-09,123.7,176.8,1.3,121.6
3417,2020-05-10,121.4,158.4,1.3,58.1
3418,2020-05-11,122.1,151.9,1,72.2
3419,2020-05-12,125.3,198.0,1,130.5
3420,2020-05-13,125.4,269.3,1,171.2
3421,2020-05-14,125.2,246.8,1,158.5
3422,2020-05-15,124.4,212.2,1,123.7
3423,2020-05-16,123.4,161.39999999999998,1,75.2
3424,2020-05-17,120.4,151.4,1,57.1
3425,2020-05-18,122.3,200.29999999999998,1,104
3426,2020-05-19,123.4,215.2,1,145.8
3427,2020-05-20,125.8,258.8,1,175.3
3428,2020-05-21,122.7,144.6,1,108.8
3429,2020-05-22,122.5,133.9,1,97.5
3430,2020-05-23,119.8,133.7,1,56
3431,2020-05-24,127.5,136.1,1,38.7
3432,2020-05-25,153.2,179.5,1,115
3433,2020-05-26,158.6,254.60000000000002,1,181
3434,2020-05-27,155.3,195.0,1,165.7
3435,2020-05-28,155.5,165.0,1,154.7
3436,2020-05-29,151,168.89999999999998,0.9,152.7
3437,2020-05-30,151.8,128.7,0.9,62.4
3438,2020-05-31,158.7,131.3,0.9,48.5
3439,2020-06-01,180.5,130.5,1.1,58.6
3440,2020-06-02,187.2,202.39999999999998,1.2,150.8
3441,2020-06-03,187.2,223.39999999999998,1.2,174.7
3442,2020-06-04,188.8,235.5,1.4,177.1
3443,2020-06-05,187.1,147.9,1.2,143.1
3444,2020-06-06,178.5,113.9,1.2,56.2
3445,2020-06-07,186.7,134.6,1.2,75.1
3446,2020-06-08,189,252.3,1.2,180.8
3447,2020-06-09,189,339.09999999999997,1.2,208.6
3448,2020-06-10,188.3,311.3,1.2,211.7
3449,2020-06-11,186.6,195.89999999999998,1.2,165.7
3450,2020-06-12,177.5,155.4,1.2,131.2
3451,2020-06-13,151.2,125.80000000000001,1.2,97.7
3452,2020-06-14,153.8,132.9,1.2,101.2
3453,2020-06-15,155.8,327.09999999999997,1.2,182.4
3454,2020-06-16,156.5,379.6,1.2,196.1
3455,2020-06-17,155.8,384.3,1.3,212.7
3456,2020-06-18,155,360.70000000000005,1.3,210
3457,2020-06-19,137.1,312.29999999999995,1.2,203.1
3458,2020-06-20,125.2,171.79999999999998,1.2,127.3
3459,2020-06-21,122.5,162.7,1.2,93
3460,2020-06-22,126.9,275.2,1.2,166.7
3461,2020-06-23,127.1,318.1,1.2,184.7
3462,2020-06-24,126.1,341.3,1.2,195.7
3463,2020-06-25,126.3,334.90000000000003,1.2,197.7
3464,2020-06-26,126.2,329.9,1.2,187
3465,2020-06-27,125.9,218.5,1.2,146
3466,2020-06-28,121.4,174.8,1.2,88.2
3467,2020-06-29,121.1,219.4,1.2,158.7
3468,2020-06-30,117.9,193.0,1.3,124.2
3469,2020-07-01,126.6,269.3,1.1,169.4
3470,2020-07-02,127.2,297.9,1.1,187.3
3471,2020-07-03,127.4,251.79999999999998,1.2,179.9
3472,2020-07-04,112.7,115.10000000000001,1.1,59.6
3473,2020-07-05,99,116.89999999999999,1.1,41.9
3474,2020-07-06,117.9,162.5,1.1,77.9
3475,2020-07-07,127.6,227.9,1.1,170.7
3476,2020-07-08,128.1,328.9,1.1,191.6
3477,2020-07-09,127.3,341.8,1.1,187.4
3478,2020-07-10,117.1,280.1,1.1,182.9
3479,2020-07-11,103.1,206.39999999999998,1.1,165.4
3480,2020-07-12,115.3,177.8,1.1,141.1
3481,2020-07-13,118.6,278.1,1.1,183.4
3482,2020-07-14,117.1,318.6,1,192.9
3483,2020-07-15,121.4,363.8,1,197.1
3484,2020-07-16,136.9,389.6,1,177.5
3485,2020-07-17,156.2,347.9,1,184
3486,2020-07-18,146.1,244.7,1,161.7
3487,2020-07-19,153.4,201.2,1.1,150
3488,2020-07-20,154.4,279.2,1.1,175.6
3489,2020-07-21,154.7,275.4,1.1,191.7
3490,2020-07-22,156.1,293.7,1.3,194.8
3491,2020-07-23,155.3,300.9,1.1,192.1
3492,2020-07-24,155.4,253.39999999999998,1.1,185.2
3493,2020-07-25,155.1,190.39999999999998,1.4,157.5
3494,2020-07-26,152.8,159.89999999999998,1.4,113.2
3495,2020-07-27,154.6,230.89999999999998,1.2,183.7
3496,2020-07-28,149,168.4,1.1,144
3497,2020-07-29,152.7,204.5,1.1,139.7
3498,2020-07-30,155.2,249.5,1.1,193.6
3499,2020-07-31,154.9,278.0,1.1,178.6
3500,2020-08-01,153.8,231.4,1.6,150.5
3501,2020-08-02,144.7,237.0,1.6,158.9
3502,2020-08-03,143,313.0,1.6,204.7
3503,2020-08-04,150.2,317.3,1.7,209
3504,2020-08-05,176.8,255.0,1.7,182.6
3505,2020-08-06,186.7,289.09999999999997,1.7,189.8
3506,2020-08-07,186.9,288.7,1.7,189
3507,2020-08-08,185.7,272.8,1.7,160
3508,2020-08-09,184.9,247.70000000000002,1.7,124.9
3509,2020-08-10,185.7,365.20000000000005,1.7,162.7
3510,2020-08-11,184.9,358.59999999999997,1.7,167.7
3511,2020-08-12,182.9,352.0,1.7,154.6
3512,2020-08-13,185.4,361.20000000000005,1.7,158.3
3513,2020-08-14,186.6,366.2,1.6,167.6
3514,2020-08-15,186.8,287.5,1.6,149.2
3515,2020-08-16,185.7,248.3,1.6,122.3
3516,2020-08-17,186.9,377.4,1.6,163
3517,2020-08-18,186.7,409.6,1.6,168.9
3518,2020-08-19,187.5,392.1,1.6,167.5
3519,2020-08-20,186.2,362.1,1.7,155
3520,2020-08-21,181.5,291.1,1.7,131.4
3521,2020-08-22,185,184.8,1.7,75.1
3522,2020-08-23,177.3,166.3,1.7,63.6
3523,2020-08-24,188.7,369.0,1.7,149.4
3524,2020-08-25,186.7,384.20000000000005,1.7,147.1
3525,2020-08-26,168.4,157.8,1.7,46.9
3526,2020-08-27,188.6,358.8,1.8,130.4
3527,2020-08-28,188.3,353.2,1.8,140.3
3528,2020-08-29,189.2,285.4,1.8,115
3529,2020-08-30,189,272.3,1.8,120.2
3530,2020-08-31,189.7,427.2,1.8,152.4
3531,2020-09-01,189.8,490.7,2,169
3532,2020-09-02,190.1,492.4,1.9,164.8
3533,2020-09-03,189.4,411.6,1.9,153.5
3534,2020-09-04,188.1,363.2,1.9,144
3535,2020-09-05,188.3,320.1,1.9,66.5
3536,2020-09-06,189.7,292.8,1.9,76
3537,2020-09-07,190,405.70000000000005,1.9,136.4
3538,2020-09-08,189.4,371.0,1.9,126.6
3539,2020-09-09,188.4,390.29999999999995,1.8,143.8
3540,2020-09-10,189.4,484.90000000000003,1.8,165.5
3541,2020-09-11,189.1,477.7,1.8,163.8
3542,2020-09-12,183.9,262.9,1.9,94.5
3543,2020-09-13,182.2,235.2,1.9,87.6
3544,2020-09-14,187.9,460.40000000000003,1.9,151.1
3545,2020-09-15,187.5,485.6,2.1,161.2
3546,2020-09-16,186.7,463.9,1.9,150.8
3547,2020-09-17,187.5,408.5,1.9,138.8
3548,2020-09-18,189.4,372.1,1.9,136.7
3549,2020-09-19,161.8,273.0,1.9,128.3
3550,2020-09-20,158.4,290.7,1.8,119.9
3551,2020-09-21,158.5,441.9,1.8,168.2
3552,2020-09-22,157.9,468.7,1.8,185.2
3553,2020-09-23,157.7,424.7,1.8,178.6
3554,2020-09-24,155.8,297.9,1.9,139
3555,2020-09-25,155.4,325.5,1.9,150.9
3556,2020-09-26,160.2,221.1,1.8,96.1
3557,2020-09-27,159,255.0,1.9,91
3558,2020-09-28,160.1,491.5,1.9,152.1
3559,2020-09-29,159.6,542.0999999999999,1.9,177.1
3560,2020-09-30,159.1,561.2,2.1,166.6
3561,2020-10-01,159,438.4,1.9,190.6
3562,2020-10-02,158.1,352.1,1.9,152.4
3563,2020-10-03,157.4,171.6,1.9,81.7
3564,2020-10-04,148.1,150.0,1.9,75.3
3565,2020-10-05,158.4,320.5,1.9,167.5
3566,2020-10-06,158.5,349.9,1.9,137.6
3567,2020-10-07,159.4,401.0,1.9,152.7
3568,2020-10-08,157,331.1,2.4,112.4
3569,2020-10-09,158.4,428.6,1.9,189.9
3570,2020-10-10,159.7,374.2,1.9,93.8
3571,2020-10-11,160.1,355.90000000000003,1.9,92.4
3572,2020-10-12,160.4,609.8,1.9,207.1
3573,2020-10-13,160.8,597.5,1.9,211.2
3574,2020-10-14,160.4,452.6,1.9,135.5
3575,2020-10-15,160.4,523.3,1.8,201.2
3576,2020-10-16,160.6,587.3,1.8,236.9
3577,2020-10-17,160.3,506.4,1.8,197.2
3578,2020-10-18,159.8,374.1,1.8,96
3579,2020-10-19,160.6,571.4,1.7,217
3580,2020-10-20,160.3,496.0,1.7,124.2
3581,2020-10-21,156.8,437.2,1.8,107.4
3582,2020-10-22,153.7,413.9,1.7,122.7
3583,2020-10-23,176,562.1,1.7,183.9
3584,2020-10-24,190.2,235.10000000000002,1.8,70.3
3585,2020-10-25,183.2,209.7,1.9,62.1
3586,2020-10-26,191,456.0,1.7,145.5
3587,2020-10-27,191.6,404.70000000000005,1.7,115.7
3588,2020-10-28,189,383.40000000000003,1.8,103.5
3589,2020-10-29,188.5,379.9,1.9,114.4
3590,2020-10-30,171.4,376.59999999999997,1.9,101.2
3591,2020-10-31,160.8,332.6,1.9,87.6
3592,2020-11-01,157.8,139.7,2.5,64.5
3593,2020-11-02,144,247.0,2.5,86.7
3594,2020-11-03,156,424.79999999999995,2.5,167.9
3595,2020-11-04,159.4,525.3,2.9,211.4
3596,2020-11-05,161,531.8,2.9,218.2
3597,2020-11-06,163.1,548.8,2.9,218.7
3598,2020-11-07,163.5,441.29999999999995,2.4,151.8
3599,2020-11-08,163.6,457.20000000000005,2.4,127.9
3600,2020-11-09,163.8,622.9,2.8,250.5
3601,2020-11-10,164.1,659.0,2.8,284.1
3602,2020-11-11,163.6,635.8,2.9,282.7
3603,2020-11-12,163,544.3,2.4,205.4
3604,2020-11-13,163,546.7,2.5,223.2
3605,2020-11-14,161.1,377.5,2.4,135.7
3606,2020-11-15,150.6,144.0,2.4,82.2
3607,2020-11-16,154.7,341.4,2.5,133.5
3608,2020-11-17,155.2,447.7,2.5,171.9
3609,2020-11-18,155.8,429.3,2.8,148.4
3610,2020-11-19,152.6,355.5,2.4,111.1
3611,2020-11-20,161.5,497.0,2.6,231.1
3612,2020-11-21,150.8,272.5,2.5,123.6
3613,2020-11-22,150.7,324.9,2.5,124.8
3614,2020-11-23,158.3,549.4,2.5,260.4
3615,2020-11-24,152.7,611.6,2.4,267.9
3616,2020-11-25,156.4,654.0,2.6,294.3
3617,2020-11-26,163.6,676.5,2.6,326
3618,2020-11-27,164.6,711.5,2.4,319.2
3619,2020-11-28,164.7,554.9,2.4,276.7
3620,2020-11-29,169,502.7,2.4,257.9
3621,2020-11-30,179.4,638.3,2.8,289.8
3622,2020-12-01,182.6,671.5,3.2,307.8
3623,2020-12-02,190.5,710.5,3.6,327.2
3624,2020-12-03,182,560.5999999999999,2.6,296.2
3625,2020-12-04,178.7,486.79999999999995,2.6,256.4
3626,2020-12-05,194.6,540.0,2.6,274.8
3627,2020-12-06,190.9,508.0,2.6,263.7
3628,2020-12-07,185.7,606.3,2.6,291.3
3629,2020-12-08,195.7,705.9,2.8,309.2
3630,2020-12-09,195.8,729.2,3.2,333.2
3631,2020-12-10,195.7,693.1,3.3,329.8
3632,2020-12-11,189.6,557.8,2.7,292.4
3633,2020-12-12,191.1,512.0,2.6,238.8
3634,2020-12-13,195,456.29999999999995,2.6,215.4
3635,2020-12-14,186.1,472.9,2.5,205
3636,2020-12-15,190.9,589.5,2.5,254.1
3637,2020-12-16,194,580.3,2.5,248.3
3638,2020-12-17,183.2,461.90000000000003,2.5,194.5
3639,2020-12-18,188,410.1,2.5,181.5
3640,2020-12-19,186.2,270.8,2.4,126.9
3641,2020-12-20,191.2,296.3,2.4,144.2
3642,2020-12-21,191.1,291.1,2.4,158.5
3643,2020-12-22,178,246.89999999999998,2.4,134.8
3644,2020-12-23,193.1,355.9,2.4,171.4
3645,2020-12-24,188.2,159.2,2.4,98.1
3646,2020-12-25,194.4,184.5,2.4,114.4
3647,2020-12-26,188.8,134.5,2.4,90.2
3648,2020-12-27,161.7,120.9,2.5,74.3
3649,2020-12-28,193.7,290.7,2.5,154.2
3650,2020-12-29,183.1,300.8,2.5,171.3
3651,2020-12-30,188.9,297.4,2.5,162.9
3652,2020-12-31,191.5,332.4,2.4,159.3
3653,2021-01-01,195.7,358.20000000000005,2.3,181.5
3654,2021-01-02,195.2,395.5,2.3,198.3
3655,2021-01-03,182.6,329.1,2.3,131.5
3656,2021-01-04,181.7,499.79999999999995,2.3,238.6
3657,2021-01-05,187.2,562.4,2.3,260.6
3658,2021-01-06,194.9,583.3,2.3,269.6
3659,2021-01-07,195.9,630.0,2.3,294.9
3660,2021-01-08,195.7,627.0,2.3,317
3661,2021-01-09,194.1,595.0,2.3,272.2
3662,2021-01-10,191,502.2,2.3,221.3
3663,2021-01-11,184.5,482.70000000000005,2.3,201.4
3664,2021-01-12,183.7,451.79999999999995,2.4,197.5
3665,2021-01-13,181.4,431.1,2.3,164.2
3666,2021-01-14,194,572.5,2.4,265.4
3667,2021-01-15,196.5,638.2,2.3,309.7
3668,2021-01-16,195.7,549.2,2.3,277.9
3669,2021-01-17,195.7,525.5,2.3,245.1
3670,2021-01-18,193.6,547.2,2.4,250.5
3671,2021-01-19,191.4,480.2,3,154.1
3672,2021-01-20,179.6,350.4,2.7,135.3
3673,2021-01-21,180.8,296.3,2.3,120
3674,2021-01-22,181.7,404.2,2.2,204.1
3675,2021-01-23,193.9,505.0,2.2,185.3
3676,2021-01-24,191.5,508.0,2.2,184.6
3677,2021-01-25,195.1,634.5,2.3,287.7
3678,2021-01-26,195.8,623.8,2.2,265.2
3679,2021-01-27,195.8,616.0,2.3,263.5
3680,2021-01-28,195.5,591.7,2.2,256.7
3681,2021-01-29,193.8,465.29999999999995,2.2,174.6
3682,2021-01-30,195.8,427.4,2.2,181.7
3683,2021-01-31,196.1,420.5,2.2,150.7
3684,2021-02-01,196.7,552.0,2.8,254.4
3685,2021-02-02,196,544.8,2.7,267.9
3686,2021-02-03,194.6,428.59999999999997,2.7,192.1
3687,2021-02-04,179.5,482.09999999999997,2.7,231
3688,2021-02-05,182.2,452.0,2.7,231.1
3689,2021-02-06,188.2,231.1,2.7,136.3
3690,2021-02-07,176.3,213.2,2.8,130.3
3691,2021-02-08,189.5,471.0,2.9,236
3692,2021-02-09,195.4,599.6,3.1,289.1
3693,2021-02-10,197,608.0,3.1,304.2
3694,2021-02-11,197,601.5,3.1,316
3695,2021-02-12,197.1,548.5,2.8,313.7
3696,2021-02-13,197.3,492.9,2.8,275.5
3697,2021-02-14,196.6,389.4,2.8,200.7
3698,2021-02-15,190.7,466.0,2.7,250
3699,2021-02-16,193.2,474.6,2.7,253.6
3700,2021-02-17,194.2,366.09999999999997,2.7,204.2
3701,2021-02-18,191.1,338.1,2.7,195.5
3702,2021-02-19,184,340.6,2.7,204.1
3703,2021-02-20,190.4,179.89999999999998,2.7,117.4
3704,2021-02-21,191.3,196.70000000000002,2.7,119.5
3705,2021-02-22,194.8,336.5,2.7,225.9
3706,2021-02-23,193.7,299.6,2.7,192.9
3707,2021-02-24,187.7,269.0,2.7,137.6
3708,2021-02-25,190.7,312.4,2.6,177.7
3709,2021-02-26,194,320.9,2.6,214.2
3710,2021-02-27,195.5,290.3,2.6,184.1
3711,2021-02-28,194.7,287.5,2.6,147
3712,2021-03-01,194.9,433.7,2.4,236.1
3713,2021-03-02,194.6,469.9,2.4,269.5
3714,2021-03-03,194.5,508.29999999999995,2.4,262.6
3715,2021-03-04,194.4,480.0,2.4,250.3
3716,2021-03-05,195.3,448.79999999999995,2.4,255.5
3717,2021-03-06,191.6,371.20000000000005,2.4,166.4
3718,2021-03-07,191.8,346.7,2.4,157.8
3719,2021-03-08,195.7,540.9000000000001,2.4,256.5
3720,2021-03-09,195.8,583.8,2.4,283.4
3721,2021-03-10,193,448.3,2.4,221.7
3722,2021-03-11,182.1,167.8,2.7,107.5
3723,2021-03-12,182.2,145.0,2.4,100.8
3724,2021-03-13,161.6,130.4,2.4,82.7
3725,2021-03-14,184,130.6,2.4,84.7
3726,2021-03-15,189.4,283.6,2.4,128.4
3727,2021-03-16,193.7,397.0,2.3,202.2
3728,2021-03-17,195.6,454.09999999999997,2.4,243.9
3729,2021-03-18,195.9,491.20000000000005,2.3,277.9
3730,2021-03-19,192.8,404.2,2.4,218.5
3731,2021-03-20,160.9,331.0,2.4,187.4
3732,2021-03-21,152.7,241.10000000000002,2.4,140.6
3733,2021-03-22,162.1,440.1,2.4,261.4
3734,2021-03-23,162.4,513.1,2.4,294.1
3735,2021-03-24,159.8,440.4,3.3,249.8
3736,2021-03-25,162.1,488.9,3.3,250.7
3737,2021-03-26,158.7,338.8,3.3,144.7
3738,2021-03-27,147,157.3,2.3,96.5
3739,2021-03-28,140.9,148.60000000000002,2.2,88
3740,2021-03-29,157.5,222.3,2.3,124.2
3741,2021-03-30,160.4,324.1,3.2,178.2
3742,2021-03-31,160.4,346.1,2.4,218.2
3743,2021-04-01,158.8,279.7,1.6,166.3
3744,2021-04-02,156.3,169.8,1.6,91.6
3745,2021-04-03,159.8,127.8,1.6,88.2
3746,2021-04-04,159.8,129.1,1.6,82.7
3747,2021-04-05,141.1,117.69999999999999,1.6,76.4
3748,2021-04-06,158.1,207.1,1.7,133.1
3749,2021-04-07,159.4,298.2,1.6,142.8
3750,2021-04-08,159,332.1,1.6,172.7
3751,2021-04-09,159.2,312.4,1.6,154
3752,2021-04-10,159.8,329.0,1.6,196.3
3753,2021-04-11,155.5,274.2,1.7,95.9
3754,2021-04-12,155.4,458.20000000000005,1.8,235.3
3755,2021-04-13,155.6,439.6,1.7,223.8
3756,2021-04-14,156.5,485.8,1.6,251.4
3757,2021-04-15,161.5,480.0,1.6,267
3758,2021-04-16,187.1,456.20000000000005,1.6,248.9
3759,2021-04-17,187.7,399.29999999999995,1.6,196.6
3760,2021-04-18,188.6,409.0,1.6,208.4
3761,2021-04-19,191,483.0,1.6,251
3762,2021-04-20,187.7,485.0,1.8,251.8
3763,2021-04-21,186.5,404.0,1.6,167.1
