"Status";"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Consumption (TWh)";"Stock/Cons (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Working gas volume (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"C";"2011-08-23";"87.7469";"90.19";"0.26";"809";"10.85";"263.7";"1.9";"97.2911";"1378.03";"2638.97"
"C";"2011-08-22";"87.4923";"89.93";"0.22";"809";"10.81";"234.17";"9.6";"97.2911";"1377.92";"2638.97"
"C";"2011-08-21";"87.2747";"89.7";"0.23";"809";"10.79";"235.36";"14.4";"97.2911";"1377.8";"2638.97"
"C";"2011-08-20";"87.0536";"89.48";"0.17";"809";"10.76";"184.99";"20.4";"97.2911";"1377.68";"2638.97"
"C";"2011-08-19";"86.8872";"89.31";"0.17";"809";"10.74";"172.6";"13.6";"97.2911";"1377.55";"2638.97"
"C";"2011-08-18";"86.72";"89.13";"0.21";"809";"10.72";"205.34";"3.9";"97.2911";"1377.43";"2638.97"
"C";"2011-08-17";"86.5188";"88.93";"0.2";"809";"10.69";"208.83";"15.7";"97.2911";"1377.3";"2638.97"
"C";"2011-08-16";"86.3258";"88.73";"0.18";"809";"10.67";"185.02";"14.5";"97.2911";"1377.17";"2638.97"
"C";"2011-08-15";"86.1553";"88.55";"0.14";"809";"10.65";"158.61";"22.5";"97.2911";"1377.06";"2638.97"
"C";"2011-08-14";"86.0191";"88.41";"0.26";"809";"10.63";"254.12";"0.5";"97.2911";"1376.93";"2638.97"
"C";"2011-08-13";"85.7656";"88.15";"0.12";"809";"10.6";"164.6";"47.8";"97.2911";"1376.79";"2638.97"
"C";"2011-08-12";"85.6487";"88.03";"0.17";"809";"10.59";"171.46";"7.2";"97.2911";"1376.66";"2638.97"
"C";"2011-08-11";"85.487";"87.87";"0.16";"809";"10.57";"157.19";"7.5";"97.2911";"1376.54";"2638.97"
"C";"2011-08-10";"85.3308";"87.71";"0.07";"809";"10.55";"122.16";"55.2";"97.2911";"1376.42";"2638.97"
"C";"2011-08-09";"85.2638";"87.64";"0.2";"809";"10.54";"209.01";"14.7";"97.2911";"1376.3";"2638.97"
"C";"2011-08-08";"85.0694";"87.44";"0.39";"809";"10.52";"392.63";"11.8";"97.2911";"1376.19";"2638.97"
"C";"2011-08-07";"84.6885";"87.05";"0.22";"809";"10.47";"232.94";"18.9";"97.2911";"1376.06";"2638.97"
"C";"2011-08-06";"84.4744";"86.83";"0.21";"809";"10.44";"207.74";"5";"97.2911";"1375.93";"2638.97"
"C";"2011-08-05";"84.2717";"86.62";"0.32";"809";"10.42";"330.45";"19.9";"97.2911";"1375.79";"2638.97"
"C";"2011-08-04";"83.9613";"86.3";"0.64";"809";"10.38";"633.85";"10.8";"97.2911";"1375.65";"2638.97"
"C";"2011-08-03";"83.3381";"85.66";"0.23";"809";"10.3";"242.37";"19.1";"97.2911";"1375.51";"2638.97"
"C";"2011-08-02";"83.1143";"85.43";"0.22";"809";"10.27";"216.88";"5.5";"97.2911";"1375.37";"2638.97"
"C";"2011-08-01";"82.9026";"85.21";"0.11";"809";"10.25";"137.25";"27.9";"97.2911";"1375.25";"2638.97"
"C";"2011-07-31";"82.7944";"85.1";"0.13";"809";"10.23";"142.13";"15.3";"97.2911";"1375.12";"2638.97"
"C";"2011-07-30";"82.6663";"84.97";"0.21";"809";"10.22";"206.71";"6.7";"97.2911";"1374.97";"2638.97"
"C";"2011-07-29";"82.466";"84.76";"0.2";"809";"10.19";"199.54";"1.5";"97.2911";"1374.83";"2638.97"
"C";"2011-07-28";"82.2678";"84.56";"0.7";"809";"10.17";"686.08";"3.4";"97.2911";"1374.69";"2638.97"
"C";"2011-07-27";"81.5848";"83.86";"0.28";"809";"10.08";"288.09";"21.6";"97.2911";"1374.55";"2638.97"
"C";"2011-07-26";"81.3158";"83.58";"0.19";"809";"10.05";"199.85";"16.7";"97.2911";"1374.34";"2638.97"
"C";"2011-07-25";"81.1293";"83.39";"0.13";"809";"10.03";"174.68";"55.4";"97.2911";"1374.23";"2638.97"
"C";"2011-07-24";"81.0076";"83.26";"0.21";"809";"10.01";"214.12";"16.3";"97.2911";"1374.13";"2638.97"
"C";"2011-07-23";"80.8056";"83.06";"0.26";"809";"9.99";"252.31";"0.1";"97.2911";"1374.02";"2638.97"
"C";"2011-07-22";"80.5539";"82.8";"0.19";"809";"9.96";"187.28";"0";"97.2911";"1373.92";"2638.97"
"C";"2011-07-21";"80.3666";"82.6";"0.14";"809";"9.93";"162.98";"29.6";"97.2911";"1373.81";"2638.97"
"C";"2011-07-20";"80.2332";"82.47";"0.11";"809";"9.92";"119.17";"10.9";"97.2911";"1373.72";"2638.97"
"C";"2011-07-19";"80.1248";"82.36";"0.11";"809";"9.9";"126.49";"21.2";"97.2911";"1373.64";"2638.97"
"C";"2011-07-18";"80.0192";"82.25";"0.09";"809";"9.89";"137.65";"46";"97.2911";"1373.55";"2638.97"
"C";"2011-07-17";"79.9281";"82.15";"0.21";"809";"9.88";"213.43";"13.2";"97.2911";"1373.45";"2638.97"
"C";"2011-07-16";"79.7274";"81.95";"0.21";"809";"9.86";"228.06";"20.3";"97.2911";"1373.35";"2638.97"
"C";"2011-07-15";"79.5191";"81.73";"0.27";"809";"9.83";"268.6";"10.3";"97.2911";"1373.25";"2638.97"
"C";"2011-07-14";"79.2594";"81.47";"0.28";"809";"9.8";"282.4";"18";"97.2911";"1373.16";"2638.97"
"C";"2011-07-13";"78.9871";"81.19";"0.27";"809";"9.76";"293.1";"28.1";"97.2911";"1373.08";"2638.97"
"C";"2011-07-12";"78.7226";"80.91";"0.23";"809";"9.73";"232.31";"4.9";"97.2911";"1373";"2638.97"
"C";"2011-07-11";"78.4943";"80.68";"0.1";"809";"9.7";"244.7";"5.5";"97.2911";"1372.92";"2638.97"
"C";"2011-07-10";"78.3952";"80.58";"0.36";"809";"9.69";"349.74";"0";"97.2911";"1372.84";"2638.97"
"C";"2011-07-09";"78.0456";"80.22";"0.34";"809";"9.65";"332.21";"1.2";"97.2911";"1372.76";"2638.97"
"C";"2011-07-08";"77.7146";"79.88";"0.3";"809";"9.61";"297.53";"4.1";"97.2911";"1372.68";"2638.97"
"C";"2011-07-07";"77.4211";"79.58";"0.3";"809";"9.57";"291.5";"2.3";"97.2911";"1372.59";"2638.97"
"C";"2011-07-06";"77.1319";"79.28";"0.92";"809";"9.53";"901.57";"8";"97.2911";"1372.51";"2638.97"
"C";"2011-07-05";"76.2384";"78.36";"0.27";"809";"9.42";"280.97";"14.4";"97.2911";"1372.43";"2638.97"
"C";"2011-07-04";"75.9719";"78.09";"0.26";"809";"9.39";"276.48";"20.6";"97.2911";"1372.35";"2638.97"
"C";"2011-07-03";"75.7161";"77.82";"0.42";"809";"9.36";"418.25";"12.9";"97.2911";"1372.27";"2638.97"
"C";"2011-07-02";"75.3103";"77.41";"0.41";"809";"9.31";"402.37";"5";"97.2911";"1372.18";"2638.97"
"C";"2011-07-01";"74.9124";"77";"0.23";"809";"9.26";"252.5";"32.2";"97.2911";"1372.1";"2638.97"
"C";"2011-06-30";"74.6924";"76.77";"0.03";"809";"9.23";"103.98";"74.8";"97.2911";"1372.01";"2638.97"
"C";"2011-06-29";"74.6632";"76.74";"0.12";"809";"9.23";"144.85";"30.3";"97.2911";"1371.92";"2638.97"
"C";"2011-06-28";"74.5481";"76.62";"0.21";"809";"9.21";"238.82";"32.9";"97.2911";"1371.81";"2638.97"
"C";"2011-06-27";"74.3416";"76.41";"0.3";"809";"9.19";"309.38";"20.4";"97.2911";"1371.71";"2638.97"
"C";"2011-06-26";"74.0522";"76.11";"0.39";"809";"9.15";"377.05";"0.5";"97.2911";"1371.61";"2638.97"
"C";"2011-06-25";"73.675";"75.73";"0.3";"809";"9.11";"297.73";"5.9";"97.2911";"1371.52";"2638.97"
"C";"2011-06-24";"73.3827";"75.43";"0.25";"809";"9.07";"271.4";"31.2";"97.2911";"1371.42";"2638.97"
"C";"2011-06-23";"73.1423";"75.18";"0.35";"809";"9.04";"357.98";"17";"97.2911";"1371.33";"2638.97"
"C";"2011-06-22";"72.8003";"74.83";"0.32";"809";"9";"318.66";"6.8";"97.2911";"1371.23";"2638.97"
"C";"2011-06-21";"72.4866";"74.5";"0.35";"809";"8.96";"349.56";"7.9";"97.2911";"1371.13";"2638.97"
"C";"2011-06-20";"72.1433";"74.15";"0.31";"809";"8.92";"304.31";"6.2";"97.2911";"1371.03";"2638.97"
"C";"2011-06-19";"71.8402";"73.84";"0.41";"809";"8.88";"389.89";"0.4";"97.2911";"1370.93";"2638.97"
"C";"2011-06-18";"71.4376";"73.43";"0.35";"809";"8.83";"347.81";"0.8";"97.2911";"1370.83";"2638.97"
"C";"2011-06-17";"71.0972";"73.08";"0.2";"809";"8.79";"228.3";"24.6";"97.2911";"1370.73";"2638.97"
"C";"2011-06-16";"70.9015";"72.88";"0.25";"809";"8.76";"268.2";"20.7";"97.2911";"1370.63";"2638.97"
"C";"2011-06-15";"70.6616";"72.63";"0.3";"809";"8.73";"338.09";"41.2";"97.2911";"1370.53";"2638.97"
"C";"2011-06-14";"70.3726";"72.33";"0.47";"809";"8.7";"494.71";"28.2";"97.2911";"1370.43";"2638.97"
"C";"2011-06-13";"69.9135";"71.86";"0.4";"809";"8.64";"399.67";"5";"97.2911";"1370.33";"2638.97"
"C";"2011-06-12";"69.5269";"71.46";"0.42";"809";"8.59";"414.01";"1.1";"97.2911";"1370.23";"2638.97"
"C";"2011-06-11";"69.1215";"71.05";"0.33";"809";"8.54";"334.88";"6.4";"97.2911";"1370.13";"2638.97"
"C";"2011-06-10";"68.8007";"70.72";"0.31";"809";"8.5";"348.11";"41.2";"97.2911";"1370.03";"2638.97"
"C";"2011-06-09";"68.5017";"70.41";"-0.03";"809";"8.47";"283";"304.9";"97.2911";"1369.93";"2638.97"
"C";"2011-06-08";"68.531";"70.44";"0.28";"809";"8.47";"289.36";"8.1";"97.2911";"1369.83";"2638.97"
"C";"2011-06-07";"68.2569";"70.16";"0.31";"809";"8.44";"404.48";"99.2";"97.2911";"1369.73";"2638.97"
"C";"2011-06-06";"67.9595";"69.85";"0.27";"809";"8.4";"275.55";"9.4";"97.2911";"1369.63";"2638.97"
"C";"2011-06-05";"67.6985";"69.58";"0.35";"809";"8.37";"350.1";"0.6";"97.2911";"1369.54";"2638.97"
"C";"2011-06-04";"67.3571";"69.23";"0.31";"809";"8.33";"311.5";"1.3";"97.2911";"1369.44";"2638.97"
"C";"2011-06-03";"67.0519";"68.92";"0.23";"809";"8.29";"237.15";"5.4";"97.2911";"1369.35";"2638.97"
"C";"2011-06-02";"66.8264";"68.69";"0.21";"809";"8.26";"214.03";"4.3";"97.2911";"1369.27";"2638.97"
"C";"2011-06-01";"66.6232";"68.48";"0.18";"809";"8.24";"205.62";"27.1";"97.2911";"1369.2";"2638.97"
"C";"2011-05-31";"66.4498";"69.1";"0.4";"809";"8.21";"408.21";"15.6";"96.1683";"1369.15";"2638.97"
"C";"2011-05-30";"66.0608";"68.69";"0.36";"809";"8.17";"362.15";"9.9";"96.1683";"1369.11";"2638.97"
"C";"2011-05-29";"65.7166";"68.34";"0.52";"809";"8.12";"504.1";"1.3";"96.1683";"1369.08";"2638.97"
"C";"2011-05-28";"65.2157";"67.81";"0.5";"809";"8.06";"485.08";"2";"96.1683";"1369.06";"2638.97"
"C";"2011-05-27";"64.7343";"67.31";"0.46";"809";"8";"440.63";"2.3";"96.1683";"1369.05";"2638.97"
"C";"2011-05-26";"64.2955";"66.86";"0.49";"809";"7.95";"476.63";"1.8";"96.1683";"1369.03";"2638.97"
"C";"2011-05-25";"63.8226";"66.37";"0.46";"809";"7.89";"477.01";"34";"96.1683";"1369.01";"2638.97"
"C";"2011-05-24";"63.3813";"65.91";"0.5";"809";"7.83";"494.58";"9.8";"96.1683";"1369";"2638.97"
"C";"2011-05-23";"62.8978";"65.4";"0.47";"809";"7.77";"457.84";"4.9";"96.1683";"1368.99";"2638.97"
"C";"2011-05-22";"62.4415";"64.93";"0.52";"809";"7.72";"496.27";"0.1";"96.1683";"1368.97";"2638.97"
"C";"2011-05-21";"61.9386";"64.41";"0.46";"809";"7.66";"445.2";"4";"96.1683";"1368.95";"2638.97"
"C";"2011-05-20";"61.4986";"63.95";"0.45";"809";"7.6";"435.15";"0.2";"96.1683";"1368.95";"2638.97"
"C";"2011-05-19";"61.0657";"63.5";"0.48";"809";"7.55";"464.05";"7.3";"96.1683";"1368.95";"2638.97"
"C";"2011-05-18";"60.6088";"63.02";"0.43";"809";"7.49";"426.62";"11.4";"96.1683";"1368.95";"2638.97"
"C";"2011-05-17";"60.1975";"62.6";"0.44";"809";"7.44";"429.8";"3.7";"96.1683";"1368.95";"2638.97"
"C";"2011-05-16";"59.7723";"62.15";"0.32";"809";"7.39";"313.57";"8.4";"96.1683";"1368.95";"2638.97"
"C";"2011-05-15";"59.4665";"61.84";"0.48";"809";"7.35";"472.7";"8";"96.1683";"1368.95";"2638.97"
"C";"2011-05-14";"59.0017";"61.35";"0.45";"809";"7.29";"439.87";"4.1";"96.1683";"1368.95";"2638.97"
"C";"2011-05-13";"58.5664";"60.9";"0.33";"809";"7.24";"326.79";"6.8";"96.1683";"1368.95";"2638.97"
"C";"2011-05-12";"58.2468";"60.57";"0.03";"809";"7.2";"343.8";"310.6";"96.1683";"1368.95";"2638.97"
"C";"2011-05-11";"58.2132";"60.53";"0.33";"809";"7.2";"325.85";"7.4";"96.1683";"1368.95";"2638.97"
"C";"2011-05-10";"57.8925";"60.2";"0.38";"809";"7.16";"375.83";"8.9";"96.1683";"1368.95";"2638.97"
"C";"2011-05-09";"57.5251";"59.82";"0.4";"809";"7.11";"385.16";"13.8";"96.1683";"1368.95";"2638.97"
"C";"2011-05-08";"57.1389";"59.42";"0.44";"809";"7.06";"424.36";"3.2";"96.1683";"1368.95";"2638.97"
"C";"2011-05-07";"56.7117";"58.97";"0.39";"809";"7.01";"348.95";"2.5";"96.1683";"1368.95";"2638.97"
"C";"2011-05-06";"56.3379";"58.58";"0.17";"809";"6.96";"255.35";"7.3";"96.1683";"1368.95";"2638.97"
"C";"2011-05-05";"56.17";"58.41";"0.07";"809";"6.94";"125.32";"72.8";"96.1683";"1368.95";"2638.97"
"C";"2011-05-04";"56.1047";"58.34";"0.12";"809";"6.94";"136.72";"58.9";"96.1683";"1368.95";"2638.97"
"C";"2011-05-03";"55.9898";"58.22";"0.12";"809";"6.92";"125";"11.5";"96.1683";"1368.95";"2638.97"
"C";"2011-05-02";"55.8768";"58.1";"0.28";"809";"6.91";"278.73";"15.3";"96.1683";"1368.95";"2638.97"
"C";"2011-05-01";"55.6115";"57.83";"0.46";"809";"6.87";"419.13";"4.3";"96.1683";"1368.97";"2638.97"
"C";"2011-04-30";"55.1719";"57.37";"0.53";"809";"6.82";"515.57";"1.2";"96.1683";"1368.95";"2638.97"
"C";"2011-04-29";"54.66";"56.84";"0.45";"809";"6.76";"452.64";"11.3";"96.1683";"1368.87";"2638.97"
"C";"2011-04-28";"54.2242";"56.38";"0.13";"809";"6.7";"451.72";"319.4";"96.1683";"1368.79";"2638.97"
"C";"2011-04-27";"54.0966";"56.25";"0.46";"809";"6.69";"452.59";"2.3";"96.1683";"1368.73";"2638.97"
"C";"2011-04-26";"53.6505";"55.79";"0.47";"809";"6.63";"469.44";"25.4";"96.1683";"1368.68";"2638.97"
"C";"2011-04-25";"53.1949";"55.31";"0.57";"809";"6.58";"552.11";"0";"96.1683";"1368.63";"2638.97"
"C";"2011-04-24";"52.6487";"54.75";"0.55";"809";"6.51";"528.83";"0";"96.1683";"1368.58";"2638.97"
"C";"2011-04-23";"52.1239";"54.2";"0.55";"809";"6.44";"534.73";"0";"96.1683";"1368.51";"2638.97"
"C";"2011-04-22";"51.5943";"53.65";"0.53";"809";"6.38";"520.06";"2";"96.1683";"1368.44";"2638.97"
"C";"2011-04-21";"51.081";"53.12";"0.51";"809";"6.31";"504.24";"4.3";"96.1683";"1368.37";"2638.97"
"C";"2011-04-20";"50.5861";"52.6";"0.48";"809";"6.25";"468.93";"4.9";"96.1683";"1368.29";"2638.97"
"C";"2011-04-19";"50.1278";"52.13";"0.45";"809";"6.2";"434.85";"5.2";"96.1683";"1368.22";"2638.97"
"C";"2011-04-18";"49.6988";"51.68";"0.34";"809";"6.14";"326.67";"0";"96.1683";"1368.16";"2638.97"
"C";"2011-04-17";"49.3695";"51.34";"0.4";"809";"6.1";"389.45";"3.8";"96.1683";"1368.11";"2638.97"
"C";"2011-04-16";"48.9864";"50.94";"0.3";"809";"6.06";"295.52";"5.9";"96.1683";"1368.1";"2638.97"
"C";"2011-04-15";"48.6948";"50.63";"0.18";"809";"6.02";"173.81";"8.5";"96.1683";"1368.13";"2638.97"
"C";"2011-04-14";"48.5262";"50.46";"0.2";"809";"6";"194.46";"19.6";"96.1683";"1368.16";"2638.97"
"C";"2011-04-13";"48.3332";"50.26";"0.38";"809";"5.97";"367.3";"9.6";"96.1683";"1368.2";"2638.97"
"C";"2011-04-12";"47.9714";"49.88";"0.41";"809";"5.93";"402.8";"9";"96.1683";"1368.23";"2638.97"
"C";"2011-04-11";"47.5755";"49.52";"0.42";"809";"5.88";"405.99";"2.3";"96.0733";"1368.21";"2638.97"
"C";"2011-04-10";"47.1675";"50";"0.42";"809";"5.83";"405.46";"4.1";"94.3273";"1362.22";"2639.45"
"C";"2011-04-09";"46.768";"49.58";"0.46";"809";"5.78";"442.95";"3.3";"94.3273";"1362.2";"2639.45"
"C";"2011-04-08";"46.3298";"49.12";"0.48";"809";"5.73";"463.52";"2.3";"94.3273";"1362.16";"2639.45"
"C";"2011-04-07";"45.8727";"48.63";"0.45";"809";"5.67";"430.61";"2.3";"94.3273";"1362.12";"2639.45"
"C";"2011-04-06";"45.4455";"48.18";"0.46";"809";"5.62";"464.51";"14.5";"94.3273";"1362.06";"2639.45"
"C";"2011-04-05";"45.0111";"47.72";"0.35";"809";"5.56";"348.64";"17.3";"94.3273";"1362.02";"2639.45"
"C";"2011-04-04";"44.6793";"47.37";"0.41";"809";"5.52";"390.94";"4.8";"94.3273";"1361.98";"2639.45"
"C";"2011-04-03";"44.2927";"46.96";"0.45";"809";"5.47";"435.05";"8.6";"94.3273";"1361.94";"2639.45"
"C";"2011-04-02";"43.8695";"46.51";"0.38";"809";"5.42";"374.47";"11.5";"94.3273";"1361.89";"2639.45"
"C";"2011-04-01";"43.5112";"46.13";"12.99";"809";"5.38";"346.22";"19.7";"94.3273";"1361.83";"2639.45"
"C";"2011-03-31";"31.2537";"39.85";"0.26";"809";"3.86";"217.39";"9.7";"78.4315";"1140.08";"2012.58"
"C";"2011-03-30";"31.0503";"39.59";"0.19";"809";"3.84";"178.16";"23.9";"78.4315";"1140.02";"2012.58"
"C";"2011-03-29";"30.8988";"39.4";"0.12";"809";"3.82";"140.97";"51";"78.4315";"1140.01";"2012.58"
"C";"2011-03-28";"30.8068";"39.28";"0.1";"809";"3.81";"118.05";"45.5";"78.4315";"1140.02";"2012.58"
"C";"2011-03-27";"30.7304";"39.18";"0.24";"809";"3.8";"221.34";"21";"78.4315";"1140.07";"2012.58"
"C";"2011-03-26";"30.543";"38.94";"0.26";"809";"3.78";"195.04";"6.7";"78.4315";"1140.12";"2012.58"
"C";"2011-03-25";"30.3379";"38.68";"1.37";"809";"3.75";"222.77";"14.6";"78.4315";"1140.13";"2012.58"
"C";"2011-03-24";"29.2635";"39.02";"0.21";"809";"3.62";"182";"23.8";"74.9935";"1087.66";"1890.54"
"C";"2011-03-23";"29.1069";"38.81";"0";"809";"3.6";"58.6";"53.5";"74.9935";"1087.62";"1890.54"
"C";"2011-03-22";"29.1055";"38.81";"-0.05";"809";"3.6";"84.04";"126.1";"74.9935";"1087.61";"1890.54"
"C";"2011-03-21";"29.1432";"38.86";"0.02";"809";"3.6";"51.34";"40.7";"74.9935";"1087.63";"1890.54"
"C";"2011-03-20";"29.1299";"38.84";"0.06";"809";"3.6";"68.01";"25.7";"74.9935";"1087.68";"1890.54"
"C";"2011-03-19";"29.0819";"38.78";"-0.02";"809";"3.59";"82.49";"103.3";"74.9935";"1087.73";"1890.54"
"C";"2011-03-18";"29.0982";"38.8";"-0.11";"809";"3.6";"53.9";"136.9";"74.9935";"1087.77";"1890.54"
"C";"2011-03-17";"29.1775";"38.91";"0.05";"809";"3.61";"83.88";"51.4";"74.9935";"1087.8";"1890.54"
"C";"2011-03-16";"29.1433";"38.86";"0.25";"809";"3.6";"206.85";"15.3";"74.9935";"1087.8";"1890.54"
"C";"2011-03-15";"28.9526";"38.61";"0.24";"809";"3.58";"223.76";"40.7";"74.9935";"1087.78";"1890.54"
"C";"2011-03-14";"28.7711";"38.36";"0.18";"809";"3.56";"172.99";"37.9";"74.9935";"1087.75";"1890.54"
"C";"2011-03-13";"28.6383";"38.19";"0.3";"809";"3.54";"247.59";"20.6";"74.9935";"1087.7";"1890.54"
"C";"2011-03-12";"28.4112";"37.88";"0.1";"809";"3.51";"137.61";"65";"74.9935";"1087.66";"1890.54"
"C";"2011-03-11";"28.3366";"37.79";"0";"809";"3.5";"57.51";"56.4";"74.9935";"1087.65";"1890.54"
"C";"2011-03-10";"28.3346";"37.78";"0.05";"809";"3.5";"67.02";"35.1";"74.9935";"1087.66";"1890.54"
"C";"2011-03-09";"28.3002";"37.74";"-0.25";"809";"3.5";"62.18";"250.7";"74.9935";"1087.69";"1890.54"
"C";"2011-03-08";"28.4863";"37.99";"-0.29";"809";"3.52";"65.35";"288.9";"74.9935";"1087.75";"1890.54"
"C";"2011-03-07";"28.7001";"38.27";"-0.24";"809";"3.55";"38.05";"228.6";"74.9935";"1087.87";"1890.54"
"C";"2011-03-06";"28.8768";"38.51";"-0.14";"809";"3.57";"43.05";"157";"74.9935";"1088";"1890.54"
"C";"2011-03-05";"28.9783";"38.64";"-0.19";"809";"3.58";"49.81";"203.7";"74.9935";"1088.12";"1890.54"
"C";"2011-03-04";"29.1218";"38.83";"-0.38";"809";"3.6";"60.42";"348.7";"74.9935";"1088.23";"1890.54"
"C";"2011-03-03";"29.4036";"39.21";"-0.38";"809";"3.63";"53.63";"346.2";"74.9935";"1088.36";"1890.54"
"C";"2011-03-02";"29.689";"39.59";"-0.23";"809";"3.67";"72.08";"255.5";"74.9935";"1088.5";"1890.54"
"C";"2011-03-01";"29.8585";"39.81";"-0.44";"809";"3.69";"63.89";"406.3";"74.9935";"1088.63";"1890.54"
"C";"2011-02-28";"30.1912";"40.26";"-0.3";"809";"3.73";"68.64";"288.3";"74.9935";"1088.72";"1890.54"
"C";"2011-02-27";"30.4143";"40.56";"0";"809";"3.76";"105.51";"112";"74.9935";"1088.77";"1890.54"
"C";"2011-02-26";"30.415";"40.56";"-0.28";"809";"3.76";"85.88";"305.1";"74.9935";"1088.83";"1890.54"
"C";"2011-02-25";"30.627";"40.84";"-0.58";"809";"3.79";"33.27";"479.8";"74.9935";"1088.91";"1890.54"
"C";"2011-02-24";"31.0644";"41.42";"-0.84";"809";"3.84";"0";"647.8";"74.9935";"1089.05";"1890.54"
"C";"2011-02-23";"31.6951";"42.26";"-0.87";"809";"3.92";"14.46";"681.2";"74.9935";"1089.22";"1890.54"
"C";"2011-02-22";"32.3452";"43.13";"-0.82";"809";"4";"0";"635.5";"74.9935";"1089.39";"1890.54"
"C";"2011-02-21";"32.963";"43.95";"-0.57";"809";"4.07";"0.32";"446.5";"74.9935";"1089.57";"1890.54"
"C";"2011-02-20";"33.3933";"44.53";"-0.27";"809";"4.13";"0";"215.9";"74.9935";"1089.71";"1890.54"
"C";"2011-02-19";"33.5959";"44.8";"-0.12";"809";"4.15";"5.32";"96.5";"74.9935";"1089.83";"1890.54"
"C";"2011-02-18";"33.6829";"44.91";"-0.34";"809";"4.16";"1.14";"260.2";"74.9935";"1089.91";"1890.54"
"C";"2011-02-17";"33.935";"45.25";"-0.38";"809";"4.19";"1.35";"291";"74.9935";"1089.98";"1890.54"
"C";"2011-02-16";"34.2178";"45.63";"-0.27";"809";"4.23";"0.56";"203.6";"74.9935";"1090.03";"1890.54"
"C";"2011-02-15";"34.4175";"45.89";"-0.09";"809";"4.25";"145.19";"221.3";"74.9935";"1090.07";"1890.54"
"C";"2011-02-14";"34.4887";"45.99";"-0.43";"809";"4.26";"20.43";"344.3";"74.9935";"1090.11";"1890.54"
"C";"2011-02-13";"34.8089";"46.42";"-0.03";"809";"4.3";"11.19";"38";"74.9935";"1090.15";"1890.54"
"C";"2011-02-12";"34.8321";"46.45";"-0.07";"809";"4.31";"6";"61.8";"74.9935";"1090.19";"1890.54"
"C";"2011-02-11";"34.8843";"46.52";"-0.24";"809";"4.31";"5.23";"180.2";"74.9935";"1090.19";"1890.54"
"C";"2011-02-10";"35.0621";"46.75";"-0.31";"809";"4.33";"1.36";"232.6";"74.9935";"1090.19";"1890.54"
"C";"2011-02-09";"35.2911";"47.06";"-0.13";"809";"4.36";"153.36";"258.9";"74.9935";"1090.23";"1890.54"
"C";"2011-02-08";"35.3911";"47.19";"-0.16";"809";"4.37";"28.58";"151.1";"74.9935";"1090.27";"1890.54"
"C";"2011-02-07";"35.5119";"47.35";"-0.29";"809";"4.39";"58.09";"273.5";"74.9935";"1090.27";"1890.54"
"C";"2011-02-06";"35.7285";"47.64";"0.07";"809";"4.42";"66.72";"15.6";"74.9935";"1090.25";"1890.54"
"C";"2011-02-05";"35.6795";"47.58";"-0.01";"809";"4.41";"30.41";"33.2";"74.9935";"1090.23";"1890.54"
"C";"2011-02-04";"35.6847";"47.58";"-0.36";"809";"4.41";"4.98";"279.2";"74.9935";"1090.23";"1890.54"
"C";"2011-02-03";"35.9545";"47.94";"-0.61";"809";"4.44";"42.14";"506.8";"74.9935";"1090.3";"1890.54"
"C";"2011-02-02";"36.4114";"48.55";"-0.74";"809";"4.5";"0.17";"566.7";"74.9935";"1090.39";"1890.54"
"C";"2011-02-01";"36.9674";"49.29";"-0.89";"809";"4.57";"0.03";"682.8";"74.9935";"1090.52";"1890.54"
"C";"2011-01-31";"37.635";"50.18";"-0.86";"809";"4.65";"167.64";"827.4";"74.9935";"1090.68";"1890.54"
"C";"2011-01-30";"38.2786";"51.04";"-0.64";"809";"4.73";"0";"483.9";"74.9935";"1090.84";"1890.54"
"C";"2011-01-29";"38.7596";"51.68";"-0.65";"809";"4.79";"0";"490.1";"74.9935";"1090.99";"1890.54"
"C";"2011-01-28";"39.2497";"52.34";"-0.79";"809";"4.85";"0";"593.7";"74.9935";"1091.12";"1890.54"
"C";"2011-01-27";"39.8434";"53.13";"-0.56";"809";"4.93";"52.23";"475.7";"74.9935";"1091.24";"1890.54"
"C";"2011-01-26";"40.2669";"53.69";"-0.57";"809";"4.98";"16.15";"446.3";"74.9935";"1091.34";"1890.54"
"C";"2011-01-25";"40.697";"54.27";"-0.18";"809";"5.03";"261.72";"398.2";"74.9935";"1091.41";"1890.54"
"C";"2011-01-24";"40.8335";"54.45";"-0.47";"809";"5.05";"10.68";"359.9";"74.9935";"1091.46";"1890.54"
"C";"2011-01-23";"41.1827";"54.91";"-0.33";"809";"5.09";"26.42";"271.5";"74.9935";"1091.53";"1890.54"
"C";"2011-01-22";"41.4289";"55.24";"-0.42";"809";"5.12";"19.35";"324";"74.9935";"1091.6";"1890.54"
"C";"2011-01-21";"41.7414";"55.66";"-0.66";"809";"5.16";"0";"497.4";"74.9935";"1091.68";"1890.54"
"C";"2011-01-20";"42.2388";"56.32";"-0.47";"809";"5.22";"0.62";"350.8";"74.9935";"1091.76";"1890.54"
"C";"2011-01-19";"42.589";"56.79";"-0.4";"809";"5.26";"5.71";"307";"74.9935";"1091.81";"1890.54"
